order_id,customer_id,order_date,order_status,total_amount,subtotal_amount,tax_amount,shipping_amount,discount_amount,payment_method,currency,channel,device_type,shipping_method,is_first_order,promo_code,store_location,utm_source,utm_campaign,created_at,updated_at
6150,4863,2024-08-17 17:28:03,cancelled,66.14,59.53,5.29,9.17,9.55,paypal,USD,store,mobile,express,False,,,direct,,2024-08-17 17:28:03,2024-12-24 18:01:36
6151,3706,2024-01-05 16:28:10,delivered,65.65,59.09,5.25,5.15,7.35,credit_card,USD,store,mobile,express,False,,,instagram,,2024-01-05 16:28:10,2024-05-19 23:01:44
6152,1788,2023-11-29 09:06:46,delivered,39.95,35.96,3.2,14.58,1.05,credit_card,USD,store,mobile,express,True,,,,campaign_qBm,2023-11-29 09:06:46,2025-01-01 13:12:14
6153,3348,2024-07-09 04:32:56,delivered,58.32,52.49,4.67,11.09,0,paypal,USD,web,tablet,pickup,False,,West Matthewmouth,,campaign_UbP,2024-07-09 04:32:56,2025-04-14 03:44:35
6154,2220,2024-05-22 22:47:49,delivered,72.74,65.47,5.82,7.39,0,credit_card,USD,store,mobile,standard,False,,,direct,,2024-05-22 22:47:49,2024-10-02 04:04:32
6155,1081,2024-03-02 07:20:38,delivered,68.7,61.83,5.5,1.58,3.34,credit_card,USD,mobile,desktop,pickup,False,,,instagram,,2024-03-02 07:20:38,2025-04-07 22:20:10
6156,247,2024-08-30 19:32:19,delivered,25.47,22.92,2.04,5.16,0,bnpl,USD,store,tablet,pickup,False,,South Barbaraborough,instagram,,2024-08-30 19:32:19,2025-09-14 07:11:06
6157,3851,2024-03-23 18:23:52,delivered,62.86,56.58,5.03,11.74,0,credit_card,USD,phone,desktop,standard,True,PROMOAavc,,email,,2024-03-23 18:23:52,2025-02-28 00:21:36
6158,2989,2024-03-13 14:13:52,delivered,65.17,58.65,5.21,13.91,0,bnpl,USD,phone,mobile,standard,False,,,instagram,campaign_PNr,2024-03-13 14:13:52,2025-08-17 01:23:15
6159,1607,2024-05-15 12:16:57,delivered,58.17,52.35,4.65,5.05,0,credit_card,USD,phone,mobile,overnight,True,,,,,2024-05-15 12:16:57,2024-12-18 11:39:38
6160,3867,2025-01-24 21:14:57,delivered,41.69,37.52,3.33,12.26,3.22,gift_card,USD,web,tablet,pickup,True,,,facebook,,2025-01-24 21:14:57,2025-03-09 12:47:29
6161,4802,2023-12-05 04:08:16,returned,59.22,53.3,4.74,1.52,1.38,credit_card,USD,mobile,tablet,standard,False,,,,,2023-12-05 04:08:16,2024-06-15 19:35:33
6162,4504,2023-11-01 23:35:25,cancelled,34.42,30.98,2.75,4.94,0,credit_card,USD,phone,tablet,pickup,False,,,,campaign_rWs,2023-11-01 23:35:25,2024-09-04 19:43:34
6163,573,2024-01-13 04:20:16,delivered,32.37,29.14,2.59,10.69,0,credit_card,USD,mobile,mobile,overnight,False,,,instagram,,2024-01-13 04:20:16,2024-12-05 13:28:42
6164,849,2024-12-15 21:00:04,returned,51.97,46.77,4.16,0.79,0,credit_card,USD,web,desktop,pickup,False,PROMOBFQs,,email,,2024-12-15 21:00:04,2025-09-09 02:54:30
6165,2861,2024-03-06 01:02:26,delivered,46.49,41.84,3.72,11.24,2.22,credit_card,USD,phone,mobile,pickup,False,,,,campaign_GeB,2024-03-06 01:02:26,2025-03-31 04:47:34
6166,4687,2023-11-14 13:10:42,returned,65.71,59.14,5.26,9.52,0,credit_card,USD,store,tablet,overnight,False,,,direct,,2023-11-14 13:10:42,2025-03-02 16:27:16
6167,2288,2023-09-28 06:07:39,delivered,51.63,46.47,4.13,4.99,8.69,paypal,USD,store,tablet,pickup,False,,,google,,2023-09-28 06:07:39,2024-11-18 10:45:22
6168,3117,2024-10-11 09:00:25,delivered,43.45,39.11,3.48,0.87,0,credit_card,USD,mobile,mobile,express,False,,,instagram,campaign_Hli,2024-10-11 09:00:25,2025-08-10 15:27:40
6169,3952,2025-03-04 17:57:01,delivered,70.58,63.53,5.65,6.84,0,credit_card,USD,web,mobile,overnight,False,,,facebook,campaign_tGW,2025-03-04 17:57:01,2025-07-08 21:21:46
6170,4916,2025-07-16 09:59:37,delivered,61.97,55.77,4.96,0.44,2.34,credit_card,USD,web,desktop,overnight,True,,,direct,,2025-07-16 09:59:37,2025-08-23 01:14:21
6171,1249,2024-05-23 01:35:54,returned,68.69,61.82,5.5,14.0,0,bnpl,USD,phone,mobile,standard,True,PROMOlcer,,,campaign_Lpc,2024-05-23 01:35:54,2024-06-30 12:05:04
6172,695,2025-06-19 12:57:04,delivered,90.37,81.34,7.23,4.09,0,credit_card,USD,web,tablet,standard,False,,,,,2025-06-19 12:57:04,2025-09-16 22:53:23
6173,536,2024-07-19 17:59:24,delivered,68.24,61.41,5.46,10.06,0,paypal,USD,phone,mobile,pickup,False,,,email,,2024-07-19 17:59:24,2025-03-02 01:54:48
6174,4899,2024-09-06 16:15:02,delivered,54.87,49.38,4.39,9.12,0,credit_card,USD,web,desktop,standard,True,,,email,,2024-09-06 16:15:02,2024-10-06 16:33:14
6175,1245,2023-10-16 19:43:06,delivered,45.77,41.19,3.66,6.42,0,paypal,USD,phone,desktop,standard,False,,,google,,2023-10-16 19:43:06,2024-06-29 10:32:18
6176,4671,2025-09-21 22:29:19,delivered,52.97,47.68,4.24,11.54,0,paypal,USD,mobile,desktop,overnight,False,,,instagram,,2025-09-21 22:29:19,2025-09-23 18:09:39
6177,4470,2023-10-15 01:29:34,delivered,65.72,59.15,5.26,0.22,7.81,credit_card,USD,mobile,tablet,overnight,False,,,,,2023-10-15 01:29:34,2025-01-07 11:26:02
6178,3842,2025-03-23 01:22:28,cancelled,70.85,63.77,5.67,7.49,0,credit_card,USD,phone,mobile,overnight,False,PROMOYpLD,,,campaign_EiR,2025-03-23 01:22:28,2025-07-22 21:02:37
6179,551,2025-03-02 04:05:14,delivered,65.79,59.21,5.26,3.39,0,gift_card,USD,store,mobile,express,False,,,facebook,campaign_enc,2025-03-02 04:05:14,2025-07-23 06:00:53
6180,2571,2025-07-04 06:09:09,delivered,67.27,60.54,5.38,5.18,10.72,credit_card,USD,mobile,mobile,standard,False,,,google,campaign_eYW,2025-07-04 06:09:09,2025-07-07 13:51:55
6181,3861,2024-04-25 22:09:17,delivered,52.77,47.49,4.22,11.62,2.94,bnpl,USD,store,tablet,standard,True,,,google,campaign_Qym,2024-04-25 22:09:17,2025-01-03 12:41:03
6182,1359,2023-12-15 23:27:44,delivered,60.02,54.02,4.8,6.3,3.89,bnpl,USD,web,mobile,standard,False,,,,campaign_WSN,2023-12-15 23:27:44,2024-02-14 01:13:08
6183,3669,2024-03-03 11:53:09,delivered,62.62,56.36,5.01,11.43,0,credit_card,USD,store,tablet,pickup,False,,,email,,2024-03-03 11:53:09,2024-03-31 20:10:31
6184,2918,2024-05-16 22:28:54,delivered,36.96,33.26,2.96,7.46,0,credit_card,USD,store,tablet,express,False,,,facebook,,2024-05-16 22:28:54,2024-05-17 01:36:13
6185,4394,2025-02-25 17:58:23,delivered,71.51,64.35,5.72,11.12,12.86,credit_card,USD,web,tablet,overnight,True,,,,,2025-02-25 17:58:23,2025-08-25 01:28:56
6186,2714,2024-01-20 23:41:30,delivered,45.01,40.51,3.6,7.22,3.35,credit_card,USD,web,tablet,pickup,False,,,direct,campaign_tMA,2024-01-20 23:41:30,2024-07-08 14:12:18
6187,100,2024-08-19 21:23:31,delivered,64.35,57.91,5.15,13.39,0,bnpl,USD,phone,desktop,express,True,PROMOZHQi,,,,2024-08-19 21:23:31,2025-06-27 01:40:14
6188,3282,2024-05-05 09:05:53,delivered,42.12,37.91,3.37,0.63,0,credit_card,USD,phone,mobile,express,False,,,,,2024-05-05 09:05:53,2025-09-07 18:22:56
6189,118,2024-09-22 21:02:16,delivered,88.15,79.34,7.05,11.69,11.95,credit_card,USD,web,tablet,express,False,,,instagram,campaign_fvV,2024-09-22 21:02:16,2024-11-16 15:25:03
6190,1338,2024-02-21 23:19:27,delivered,44.99,40.49,3.6,1.33,0,credit_card,USD,phone,mobile,express,False,,,facebook,,2024-02-21 23:19:27,2025-06-22 21:00:08
6191,898,2023-12-13 13:02:39,delivered,52.04,46.84,4.16,0.17,1.93,paypal,USD,mobile,desktop,pickup,True,,,instagram,campaign_ePA,2023-12-13 13:02:39,2024-07-12 06:42:59
6192,3599,2024-06-11 09:27:18,delivered,54.18,48.77,4.33,0.32,0,paypal,USD,store,mobile,standard,True,,,email,campaign_vjd,2024-06-11 09:27:18,2025-02-13 11:28:37
6193,614,2025-08-15 05:49:07,delivered,52.05,46.84,4.16,3.07,0,paypal,USD,mobile,tablet,pickup,False,,,direct,,2025-08-15 05:49:07,2025-09-21 13:59:40
6194,4072,2025-05-20 14:53:18,delivered,44.4,39.96,3.55,8.43,0,credit_card,USD,mobile,desktop,express,False,PROMOhpjX,,facebook,,2025-05-20 14:53:18,2025-08-03 04:53:20
6195,285,2024-07-19 22:59:29,delivered,55.19,49.67,4.42,9.48,0,credit_card,USD,store,desktop,overnight,False,,New Ashleyhaven,direct,,2024-07-19 22:59:29,2025-02-11 16:43:59
6196,4353,2025-08-07 14:03:58,delivered,36.79,33.11,2.94,3.42,0,credit_card,USD,store,mobile,overnight,False,,,google,,2025-08-07 14:03:58,2025-08-11 17:00:55
6197,765,2024-05-13 23:04:41,delivered,40.38,36.34,3.23,6.88,5.07,credit_card,USD,store,tablet,standard,False,,,direct,,2024-05-13 23:04:41,2024-12-19 10:07:14
6198,682,2024-11-28 13:17:32,delivered,57.84,52.06,4.63,2.3,3.85,paypal,USD,store,tablet,express,False,,,direct,campaign_SYt,2024-11-28 13:17:32,2025-05-07 08:08:38
6199,1886,2025-08-09 14:57:07,delivered,45.46,40.91,3.64,13.38,0,credit_card,USD,mobile,desktop,pickup,False,,,,campaign_pYB,2025-08-09 14:57:07,2025-09-07 00:18:50
6200,3621,2024-10-31 01:01:48,cancelled,56.76,51.08,4.54,6.07,0,gift_card,USD,web,mobile,pickup,False,PROMOsfal,,email,campaign_iFI,2024-10-31 01:01:48,2025-05-10 13:48:20
6201,4784,2024-02-25 14:17:03,delivered,39.04,35.14,3.12,1.03,0,credit_card,USD,web,tablet,express,True,,,instagram,,2024-02-25 14:17:03,2024-08-26 14:44:30
6202,28,2024-09-08 00:17:54,delivered,79.29,71.36,6.34,4.16,0,credit_card,USD,phone,tablet,express,False,,,,campaign_vMf,2024-09-08 00:17:54,2025-03-23 19:12:09
6203,2329,2024-11-29 20:58:42,delivered,55.33,49.8,4.43,0.02,0,paypal,USD,phone,mobile,express,False,PROMOqOXS,,,,2024-11-29 20:58:42,2025-07-11 10:06:51
6204,3852,2025-07-21 23:35:31,delivered,57.44,51.69,4.6,3.28,0,bnpl,USD,phone,mobile,express,True,,,facebook,,2025-07-21 23:35:31,2025-08-06 04:14:28
6205,4231,2025-07-16 19:32:33,delivered,110.32,99.29,8.83,13.88,0,credit_card,USD,mobile,tablet,overnight,False,,,,,2025-07-16 19:32:33,2025-07-29 12:54:24
6206,3191,2024-12-06 07:02:16,delivered,43.84,39.46,3.51,13.71,1.74,credit_card,USD,mobile,mobile,express,False,,,instagram,,2024-12-06 07:02:16,2025-05-04 22:40:36
6207,253,2025-08-13 02:34:54,delivered,74.36,66.93,5.95,7.56,0,credit_card,USD,mobile,mobile,express,False,,,google,,2025-08-13 02:34:54,2025-08-27 01:39:10
6208,953,2025-04-15 02:24:49,delivered,56.0,50.4,4.48,4.84,0,credit_card,USD,web,mobile,overnight,False,,,,campaign_Ycb,2025-04-15 02:24:49,2025-05-04 03:16:28
6209,4846,2025-08-11 02:07:56,delivered,65.63,59.07,5.25,7.1,0,gift_card,USD,phone,desktop,standard,False,,,instagram,,2025-08-11 02:07:56,2025-09-19 01:23:09
6210,30,2025-04-18 11:19:23,delivered,55.31,49.78,4.42,9.87,3.14,credit_card,USD,store,mobile,express,True,PROMOCfJW,,direct,,2025-04-18 11:19:23,2025-05-19 23:13:43
6211,4289,2025-04-25 01:10:33,delivered,70.88,63.79,5.67,1.56,0,credit_card,USD,mobile,desktop,pickup,False,,,,,2025-04-25 01:10:33,2025-06-19 18:06:59
6212,3709,2024-08-11 08:09:07,delivered,54.6,49.14,4.37,2.67,0,paypal,USD,phone,desktop,overnight,True,,,email,campaign_Duu,2024-08-11 08:09:07,2024-08-29 07:01:35
6213,3789,2025-07-22 07:53:18,delivered,29.81,26.83,2.38,12.76,0,credit_card,USD,web,mobile,standard,True,,,email,,2025-07-22 07:53:18,2025-07-27 06:33:48
6214,777,2023-09-29 02:56:54,cancelled,41.95,37.76,3.36,1.75,0,credit_card,USD,mobile,tablet,express,True,,,instagram,,2023-09-29 02:56:54,2024-07-15 07:20:28
6215,3384,2025-02-22 11:19:01,returned,56.35,50.71,4.51,12.15,0,credit_card,USD,web,desktop,standard,False,,,,,2025-02-22 11:19:01,2025-07-30 16:35:55
6216,1420,2024-02-29 22:34:32,delivered,54.26,48.83,4.34,13.19,9.48,bnpl,USD,web,desktop,standard,False,,,,,2024-02-29 22:34:32,2024-05-06 19:05:00
6217,4367,2025-03-05 22:44:00,delivered,37.86,34.08,3.03,6.21,0,paypal,USD,phone,tablet,standard,False,,,facebook,campaign_ivE,2025-03-05 22:44:00,2025-03-07 05:32:17
6218,3125,2024-08-08 13:25:32,delivered,46.88,42.19,3.75,5.83,0,bnpl,USD,phone,mobile,pickup,False,,,direct,,2024-08-08 13:25:32,2025-09-08 09:30:41
6219,248,2024-05-01 04:54:35,delivered,73.57,66.21,5.89,4.32,0,credit_card,USD,phone,mobile,overnight,False,,,instagram,campaign_DPf,2024-05-01 04:54:35,2024-06-07 18:01:01
6220,4321,2025-03-30 10:34:11,delivered,43.19,38.87,3.46,5.68,0,credit_card,USD,web,mobile,standard,False,PROMOEfOs,Reneefurt,,campaign_wdJ,2025-03-30 10:34:11,2025-04-10 16:04:11
6221,2006,2024-12-23 23:18:35,delivered,74.2,66.78,5.94,5.56,0,paypal,USD,web,tablet,standard,False,,,,,2024-12-23 23:18:35,2025-03-12 00:31:38
6222,4854,2025-08-11 15:46:26,delivered,57.09,51.38,4.57,14.04,9.5,credit_card,USD,phone,desktop,express,False,,,instagram,,2025-08-11 15:46:26,2025-08-12 23:15:09
6223,1383,2024-05-16 08:46:33,delivered,48.35,43.51,3.87,11.14,5.79,bnpl,USD,store,desktop,standard,False,,,,campaign_Hdg,2024-05-16 08:46:33,2024-10-12 09:22:50
6224,931,2025-06-06 19:54:09,delivered,43.7,39.33,3.5,4.34,0,credit_card,USD,mobile,mobile,overnight,False,,,direct,campaign_EMX,2025-06-06 19:54:09,2025-07-30 01:42:39
6225,1087,2025-05-26 04:56:15,delivered,63.67,57.3,5.09,12.33,0,credit_card,USD,web,desktop,overnight,False,,,facebook,campaign_xpi,2025-05-26 04:56:15,2025-06-25 07:32:20
6226,1296,2024-10-22 06:45:58,delivered,52.32,47.09,4.19,4.18,0,credit_card,USD,phone,mobile,overnight,False,,,,campaign_fyy,2024-10-22 06:45:58,2025-09-14 06:57:16
6227,2706,2024-05-02 19:59:02,delivered,63.63,57.27,5.09,14.31,0,credit_card,USD,web,mobile,overnight,False,PROMOfiJA,,instagram,,2024-05-02 19:59:02,2025-08-18 06:33:18
6228,2864,2024-10-03 17:45:18,delivered,49.36,44.43,3.95,12.21,0,credit_card,USD,web,desktop,pickup,False,PROMOARbU,,,,2024-10-03 17:45:18,2025-06-22 05:20:28
6229,784,2024-05-10 06:30:43,delivered,64.41,57.96,5.15,12.55,6.05,credit_card,USD,web,tablet,express,False,,,google,,2024-05-10 06:30:43,2024-11-29 02:53:59
6230,3711,2025-01-01 03:46:26,delivered,62.75,56.47,5.02,4.21,0,credit_card,USD,web,tablet,standard,False,,,,campaign_Gjr,2025-01-01 03:46:26,2025-01-08 13:08:02
6231,3689,2024-04-10 10:59:15,delivered,73.76,66.38,5.9,12.3,0,paypal,USD,web,desktop,pickup,False,,,instagram,campaign_SMB,2024-04-10 10:59:15,2025-01-26 02:36:58
6232,2423,2024-03-18 18:42:49,returned,78.47,70.62,6.28,8.03,3.79,credit_card,USD,web,tablet,standard,False,,Josephshire,direct,campaign_jLB,2024-03-18 18:42:49,2025-03-05 17:38:14
6233,1508,2025-08-17 11:17:23,delivered,83.82,75.44,6.71,13.54,0,credit_card,USD,web,tablet,express,False,,New Samuelbury,,,2025-08-17 11:17:23,2025-09-16 09:20:34
6234,4020,2024-06-20 15:23:21,delivered,51.25,46.12,4.1,1.76,0,paypal,USD,store,mobile,overnight,False,,,,,2024-06-20 15:23:21,2024-10-20 15:09:32
6235,1945,2024-12-29 20:39:16,returned,61.5,55.35,4.92,1.29,0,paypal,USD,phone,tablet,standard,False,PROMObUDR,,,campaign_CGa,2024-12-29 20:39:16,2025-04-04 05:48:04
6236,4057,2025-08-22 13:31:26,returned,66.63,59.97,5.33,2.31,0,credit_card,USD,store,tablet,overnight,False,,,email,,2025-08-22 13:31:26,2025-09-16 02:18:42
6237,1890,2024-09-03 07:35:39,delivered,52.41,47.17,4.19,4.81,0,credit_card,USD,web,tablet,pickup,True,PROMOOHQS,,,,2024-09-03 07:35:39,2024-09-28 19:15:49
6238,62,2024-11-26 08:14:10,delivered,67.89,61.1,5.43,3.36,11.58,credit_card,USD,phone,tablet,pickup,False,PROMOwMGL,,facebook,,2024-11-26 08:14:10,2025-05-21 13:41:16
6239,3740,2024-10-26 03:01:18,delivered,38.32,34.49,3.07,12.69,0,credit_card,USD,mobile,desktop,pickup,False,,,email,,2024-10-26 03:01:18,2025-04-03 00:03:20
6240,3050,2024-09-21 13:07:57,delivered,50.45,45.41,4.04,10.51,5.06,credit_card,USD,phone,desktop,overnight,False,PROMOjlPP,,,,2024-09-21 13:07:57,2025-01-21 22:25:05
6241,1033,2025-05-11 13:24:50,delivered,43.06,38.76,3.44,12.37,0,credit_card,USD,store,tablet,standard,False,,,,campaign_vXN,2025-05-11 13:24:50,2025-06-04 12:03:25
6242,4951,2023-09-28 03:20:18,cancelled,54.24,48.82,4.34,7.26,0,credit_card,USD,store,desktop,standard,True,,,,,2023-09-28 03:20:18,2024-06-11 15:57:20
6243,3157,2024-06-24 06:34:11,delivered,47.78,43.0,3.82,4.43,0,credit_card,USD,web,tablet,express,False,,,facebook,campaign_Uai,2024-06-24 06:34:11,2025-03-30 05:46:37
6244,2400,2023-10-11 09:55:39,delivered,56.35,50.72,4.51,0.12,0,credit_card,USD,phone,mobile,express,False,,,google,,2023-10-11 09:55:39,2024-08-17 18:25:11
6245,853,2025-04-14 23:23:49,delivered,72.61,65.35,5.81,1.03,10.99,credit_card,USD,web,tablet,pickup,False,PROMODWVM,,instagram,,2025-04-14 23:23:49,2025-05-08 10:59:17
6246,794,2023-12-07 18:10:53,delivered,45.63,41.06,3.65,9.3,0,credit_card,USD,store,tablet,express,False,,,direct,,2023-12-07 18:10:53,2025-04-14 20:19:43
6247,820,2024-06-13 13:47:22,returned,88.61,79.75,7.09,10.59,0,bnpl,USD,store,desktop,express,True,,,instagram,campaign_iwX,2024-06-13 13:47:22,2025-02-27 21:03:55
6248,1430,2025-03-06 21:19:30,delivered,32.59,29.33,2.61,9.13,6.23,credit_card,USD,web,mobile,express,True,,,instagram,,2025-03-06 21:19:30,2025-05-26 06:14:33
6249,2731,2025-03-12 09:00:37,returned,50.37,45.33,4.03,0.58,0,credit_card,USD,web,mobile,pickup,False,PROMOwelT,,direct,campaign_xmb,2025-03-12 09:00:37,2025-05-19 11:56:04
6250,2017,2024-04-16 22:50:26,delivered,69.18,62.26,5.53,2.44,0,credit_card,USD,web,tablet,overnight,False,,Michellestad,,,2024-04-16 22:50:26,2025-07-01 18:23:35
6251,1932,2024-05-03 16:55:42,delivered,86.17,77.55,6.89,0.35,0,paypal,USD,web,mobile,overnight,False,PROMOGUJD,,instagram,,2024-05-03 16:55:42,2024-10-09 00:37:38
6252,1552,2025-05-23 00:22:02,delivered,42.08,37.87,3.37,2.27,5.4,credit_card,USD,phone,desktop,express,False,,,,,2025-05-23 00:22:02,2025-06-14 06:55:01
6253,4463,2023-11-08 12:19:48,delivered,61.09,54.98,4.89,4.43,0,bnpl,USD,phone,mobile,pickup,False,,,,,2023-11-08 12:19:48,2025-02-11 15:09:33
6254,4229,2025-03-31 03:53:01,returned,61.37,55.23,4.91,8.67,0,paypal,USD,mobile,desktop,express,False,,,,,2025-03-31 03:53:01,2025-04-17 05:26:37
6255,3214,2024-10-19 19:12:09,delivered,71.19,64.07,5.7,8.79,0,paypal,USD,mobile,mobile,express,False,,,,,2024-10-19 19:12:09,2025-01-15 15:58:50
6256,3801,2024-10-01 10:45:21,delivered,37.09,33.38,2.97,2.24,0,bnpl,USD,web,mobile,pickup,True,,,,,2024-10-01 10:45:21,2025-02-01 10:09:25
6257,3092,2023-12-21 15:23:09,delivered,40.78,36.7,3.26,11.03,0,credit_card,USD,mobile,desktop,standard,False,,,email,,2023-12-21 15:23:09,2024-11-12 20:47:33
6258,3530,2024-01-27 13:19:39,delivered,67.92,61.13,5.43,3.2,0,credit_card,USD,phone,mobile,overnight,False,,,direct,,2024-01-27 13:19:39,2024-05-01 01:57:54
6259,1034,2025-06-26 15:45:25,delivered,83.01,74.71,6.64,0.26,11.77,paypal,USD,web,tablet,overnight,False,,,email,campaign_eQn,2025-06-26 15:45:25,2025-08-11 16:28:04
6260,3530,2024-07-26 06:33:15,delivered,62.72,56.45,5.02,13.52,9.57,credit_card,USD,phone,mobile,overnight,False,PROMOyiAd,,google,,2024-07-26 06:33:15,2025-07-24 01:11:27
6261,3106,2024-01-06 10:30:22,delivered,59.9,53.91,4.79,11.61,0,credit_card,USD,phone,mobile,express,False,PROMOLyqC,,google,,2024-01-06 10:30:22,2024-04-13 02:51:55
6262,2120,2023-10-04 15:20:46,delivered,67.37,60.63,5.39,9.83,9.96,bnpl,USD,web,tablet,standard,False,PROMOmBQt,,,,2023-10-04 15:20:46,2024-10-23 20:40:38
6263,2324,2023-12-04 02:44:05,returned,63.39,57.05,5.07,2.16,0,credit_card,USD,mobile,desktop,standard,True,,,direct,,2023-12-04 02:44:05,2025-08-12 10:53:21
6264,2179,2025-01-12 11:05:40,delivered,83.91,75.52,6.71,6.14,16.12,credit_card,USD,store,desktop,pickup,False,,,google,,2025-01-12 11:05:40,2025-05-25 07:00:23
6265,2214,2025-04-15 17:51:03,delivered,37.17,33.45,2.97,11.66,0,gift_card,USD,store,desktop,pickup,True,,,instagram,,2025-04-15 17:51:03,2025-08-30 04:25:46
6266,3134,2025-09-18 20:23:27,delivered,75.14,67.63,6.01,10.76,0,credit_card,USD,web,mobile,express,False,PROMOvlOX,,instagram,campaign_wkO,2025-09-18 20:23:27,2025-09-20 07:10:57
6267,3689,2024-10-06 19:23:23,delivered,58.51,52.66,4.68,5.26,11.12,credit_card,USD,store,mobile,pickup,False,,,,,2024-10-06 19:23:23,2025-01-01 00:08:32
6268,3709,2024-07-15 23:42:09,delivered,56.21,50.59,4.5,0.39,6.92,credit_card,USD,mobile,mobile,overnight,False,,,email,,2024-07-15 23:42:09,2025-04-13 05:38:48
6269,291,2024-04-12 04:25:01,delivered,46.93,42.24,3.75,4.32,0,paypal,USD,store,tablet,pickup,False,,,,,2024-04-12 04:25:01,2025-06-02 19:59:10
6270,2870,2024-10-12 14:45:47,delivered,64.02,57.61,5.12,2.53,0,credit_card,USD,store,mobile,overnight,False,,,,campaign_rpi,2024-10-12 14:45:47,2024-11-06 03:06:43
6271,2737,2024-07-26 14:16:42,delivered,72.69,65.42,5.82,9.32,0,credit_card,USD,web,desktop,standard,True,PROMObloA,,facebook,campaign_sUh,2024-07-26 14:16:42,2025-09-08 22:38:01
6272,1583,2025-03-16 18:14:47,delivered,47.49,42.74,3.8,5.01,0,paypal,USD,store,desktop,overnight,False,,,,campaign_SoP,2025-03-16 18:14:47,2025-05-29 05:59:08
6273,2952,2025-04-12 19:37:11,delivered,66.02,59.42,5.28,9.64,0,credit_card,USD,mobile,desktop,express,False,,,direct,campaign_yAu,2025-04-12 19:37:11,2025-06-30 11:58:34
6274,4829,2024-09-04 09:27:37,delivered,64.23,57.81,5.14,0.5,0,credit_card,USD,store,tablet,standard,True,,,google,,2024-09-04 09:27:37,2025-09-17 19:51:56
6275,4656,2024-02-26 06:11:56,delivered,66.1,59.49,5.29,13.89,10.03,credit_card,USD,phone,tablet,overnight,True,PROMOrWgq,,instagram,,2024-02-26 06:11:56,2025-08-14 04:54:45
6276,4376,2024-05-16 01:05:07,returned,55.64,50.08,4.45,13.9,0,gift_card,USD,phone,desktop,overnight,False,,,google,,2024-05-16 01:05:07,2025-07-12 22:55:59
6277,2391,2024-07-22 11:48:11,delivered,53.18,47.86,4.25,0.34,0,bnpl,USD,mobile,desktop,pickup,False,PROMOoZYm,,instagram,campaign_MsN,2024-07-22 11:48:11,2024-10-03 01:31:12
6278,1957,2023-09-28 19:34:59,delivered,61.26,55.14,4.9,1.14,0,gift_card,USD,store,desktop,standard,True,,,direct,,2023-09-28 19:34:59,2023-10-27 15:11:01
6279,4498,2025-01-01 16:07:44,delivered,62.01,55.81,4.96,12.1,3.86,credit_card,USD,mobile,mobile,pickup,False,,,facebook,,2025-01-01 16:07:44,2025-07-22 16:09:48
6280,1520,2024-01-15 22:41:27,returned,47.74,42.97,3.82,12.53,0,paypal,USD,mobile,desktop,standard,False,,,,,2024-01-15 22:41:27,2025-07-14 05:32:17
6281,4147,2024-01-30 11:51:20,delivered,51.36,46.22,4.11,11.34,0,credit_card,USD,mobile,desktop,overnight,False,,New Christineport,email,,2024-01-30 11:51:20,2025-06-13 23:47:17
6282,3158,2024-03-19 17:25:17,cancelled,39.89,35.9,3.19,3.87,0,credit_card,USD,store,desktop,express,False,,,instagram,,2024-03-19 17:25:17,2024-06-22 13:41:41
6283,2302,2023-12-03 01:51:03,delivered,50.0,45.0,4.0,11.76,1.06,credit_card,USD,web,desktop,standard,False,PROMOTycW,,facebook,,2023-12-03 01:51:03,2025-06-22 06:52:46
6284,1439,2024-07-21 11:57:35,returned,53.37,48.03,4.27,10.75,0,credit_card,USD,web,tablet,pickup,False,,,email,campaign_oId,2024-07-21 11:57:35,2025-04-02 10:59:46
6285,3235,2024-01-02 23:50:55,delivered,49.6,44.64,3.97,3.27,0,paypal,USD,web,desktop,pickup,False,,,instagram,,2024-01-02 23:50:55,2024-02-25 22:45:53
6286,2669,2024-05-07 23:48:50,delivered,46.93,42.24,3.75,8.34,0,credit_card,USD,phone,mobile,express,True,,,email,,2024-05-07 23:48:50,2025-01-15 19:39:14
6287,2062,2025-07-10 19:32:20,delivered,78.72,70.85,6.3,13.09,0,credit_card,USD,mobile,mobile,express,False,PROMOHqMg,,,,2025-07-10 19:32:20,2025-08-28 10:55:17
6288,957,2025-05-10 07:10:59,delivered,81.74,73.57,6.54,3.62,0,credit_card,USD,phone,desktop,standard,False,,,instagram,,2025-05-10 07:10:59,2025-05-17 09:50:33
6289,4362,2024-05-28 09:48:11,delivered,48.88,43.99,3.91,10.25,0,credit_card,USD,phone,desktop,standard,False,PROMOxyaP,,google,campaign_Mza,2024-05-28 09:48:11,2025-03-21 03:34:16
6290,4774,2025-07-23 13:55:43,delivered,44.19,39.77,3.54,3.38,1.96,bnpl,USD,store,desktop,standard,False,,,,campaign_Awd,2025-07-23 13:55:43,2025-09-08 15:27:37
6291,2338,2024-08-26 18:15:41,delivered,41.96,37.76,3.36,6.85,0,paypal,USD,store,desktop,standard,False,,,direct,,2024-08-26 18:15:41,2025-02-04 13:36:57
6292,2757,2024-01-24 09:44:35,delivered,92.29,83.06,7.38,6.69,0,paypal,USD,store,desktop,overnight,False,,,facebook,campaign_WAU,2024-01-24 09:44:35,2025-03-26 12:02:48
