customer_id,tier_level,points_balance,points_lifetime,tier_start_date,next_tier_threshold,birthday_month,anniversary_date,preferred_categories,communication_preferences,vip_status,last_tier_review
1643,bronze,1844,14547,2024-04-20,1000,8,2024-03-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
1644,bronze,3289,9156,2024-06-19,1000,6,2023-10-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-06
1645,silver,2802,918,2024-08-22,2000,9,2024-06-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
1646,bronze,2735,4061,2024-03-24,1000,13,2023-09-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-11
1647,bronze,3702,13795,2024-10-26,1000,12,2024-01-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
1648,bronze,2718,9318,2024-10-06,1000,8,2023-03-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
1649,bronze,2172,5546,2024-07-05,1000,5,2023-10-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1650,gold,143,12782,2024-07-21,5000,8,2022-08-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
1651,bronze,3096,12948,2024-07-21,1000,1,2023-11-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
1652,bronze,3901,8185,2024-07-09,1000,4,2023-05-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-08
1653,bronze,1757,12350,2024-01-13,1000,5,2023-02-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-25
1654,bronze,4908,11319,2024-02-26,1000,2,2022-09-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-18
1655,silver,1823,9686,2024-01-10,2000,6,2023-09-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-21
1656,bronze,995,11451,2024-10-14,1000,1,2023-03-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-05
1657,bronze,3818,7354,2024-07-28,1000,12,2024-04-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-17
1658,bronze,1136,3801,2024-09-15,1000,2,2023-09-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
1659,bronze,2008,2920,2024-01-18,1000,5,2024-10-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
1660,platinum,4897,7284,2024-09-19,10000,11,2022-11-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-29
1661,bronze,1402,5446,2024-09-16,1000,5,2023-10-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1662,bronze,306,8888,2024-10-27,1000,3,2024-03-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-19
1663,bronze,1146,4172,2024-10-14,1000,2,2023-07-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-18
1664,bronze,1089,3757,2024-09-22,1000,10,2024-06-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-31
1665,silver,4186,1751,2024-10-25,2000,10,2022-02-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
1666,bronze,408,1253,2024-01-11,1000,9,2022-10-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
1667,bronze,3794,12278,2024-07-15,1000,9,2024-11-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
1668,bronze,2231,14084,2024-07-16,1000,3,2022-09-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
1669,bronze,4530,13517,2024-08-26,1000,9,2023-01-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-16
1670,gold,285,360,2024-02-07,5000,11,2023-11-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-28
1671,bronze,4090,2388,2024-04-02,1000,1,2022-11-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-24
1672,bronze,1454,13131,2024-04-08,1000,12,2022-01-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-06
1673,bronze,1823,4534,2024-05-20,1000,2,2022-12-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-13
1674,bronze,574,9225,2024-08-17,1000,13,2022-10-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
1675,silver,242,10870,2024-03-14,2000,4,2023-09-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-15
1676,bronze,2705,1142,2024-04-25,1000,8,2022-04-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-20
1677,bronze,2511,7699,2024-08-04,1000,9,2022-01-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-23
1678,bronze,116,4655,2024-03-04,1000,4,2023-05-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-17
1679,bronze,2377,12442,2024-03-29,1000,12,2024-04-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-20
1680,platinum,569,14406,2024-07-01,10000,11,2024-01-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
1681,bronze,2710,8989,2024-09-14,1000,12,2022-03-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-19
1682,bronze,2318,3311,2024-01-18,1000,10,2024-10-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-16
1683,bronze,4357,34,2024-06-09,1000,7,2022-05-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-17
1684,bronze,280,357,2024-06-07,1000,5,2024-06-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
1685,silver,2637,3644,2024-04-16,2000,5,2022-04-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-18
1686,bronze,2955,3350,2024-08-06,1000,9,2024-04-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-04
1687,bronze,2949,2810,2024-05-23,1000,6,2023-07-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
1688,bronze,2041,5334,2024-07-01,1000,3,2024-04-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
1689,bronze,1813,9518,2024-08-10,1000,1,2022-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-15
1690,gold,3749,6420,2024-10-10,5000,8,2024-05-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-13
1691,bronze,2441,7394,2024-06-16,1000,10,2023-09-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
1692,bronze,440,11866,2024-08-22,1000,5,2024-05-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-16
1693,bronze,4354,1617,2024-08-29,1000,8,2023-03-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
1694,bronze,2466,4419,2024-08-01,1000,1,2024-11-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-09
1695,silver,4878,6514,2024-08-10,2000,9,2022-08-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-01
1696,bronze,4761,13388,2024-10-08,1000,8,2024-06-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-12
1697,bronze,3431,5325,2024-01-05,1000,13,2023-11-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-14
1698,bronze,184,410,2024-10-19,1000,9,2022-03-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-03
1699,bronze,4568,11921,2024-01-27,1000,9,2022-08-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-10
1700,platinum,3267,14796,2024-01-03,10000,6,2024-01-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-27
1701,bronze,2616,12582,2024-04-23,1000,7,2023-01-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
1702,bronze,4390,8166,2024-03-17,1000,7,2022-01-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-18
1703,bronze,1600,8347,2024-01-22,1000,6,2022-11-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-14
1704,bronze,418,6127,2024-03-22,1000,1,2024-12-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-25
1705,silver,2323,12523,2024-04-04,2000,9,2023-11-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
1706,bronze,4131,13060,2024-10-18,1000,9,2023-05-21,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-04
1707,bronze,614,10722,2024-10-11,1000,7,2023-11-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-14
1708,bronze,2472,8496,2024-02-25,1000,4,2023-12-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-17
1709,bronze,4203,7129,2024-07-30,1000,12,2024-05-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1710,gold,1379,2556,2024-05-27,5000,11,2022-03-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-17
1711,bronze,4907,3098,2024-07-10,1000,4,2022-02-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
1712,bronze,2156,8653,2024-01-17,1000,10,2024-12-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-15
1713,bronze,2110,1737,2024-06-30,1000,2,2023-03-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-13
1714,bronze,2330,2786,2024-04-02,1000,9,2024-10-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-06
1715,silver,4299,2817,2024-09-25,2000,7,2024-04-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-08
1716,bronze,4916,3807,2024-06-27,1000,12,2023-11-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-28
1717,bronze,3062,406,2024-08-11,1000,6,2022-06-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-07
1718,bronze,789,3524,2024-08-11,1000,5,2023-12-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
1719,bronze,3906,708,2024-04-26,1000,5,2023-08-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-23
1720,platinum,2157,3060,2024-10-16,10000,8,2023-02-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
1721,bronze,636,10873,2024-06-10,1000,6,2022-02-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-12
1722,bronze,2171,4895,2024-05-03,1000,4,2024-04-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-07
1723,bronze,2818,12633,2024-05-09,1000,1,2022-08-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
1724,bronze,3052,7203,2024-06-17,1000,8,2022-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-30
1725,silver,535,9863,2024-01-14,2000,5,2023-11-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-21
1726,bronze,1384,11872,2024-10-25,1000,11,2024-04-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-12
1727,bronze,2462,3496,2024-05-17,1000,10,2023-04-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-13
1728,bronze,1365,98,2024-10-11,1000,12,2022-08-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
1729,bronze,2490,13850,2024-01-18,1000,11,2022-09-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-16
1730,gold,4800,2466,2024-03-23,5000,11,2021-12-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
1731,bronze,3641,7062,2024-09-22,1000,5,2022-09-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
1732,bronze,824,14995,2024-05-17,1000,6,2023-02-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-03
1733,bronze,3648,12945,2024-04-01,1000,8,2023-02-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
1734,bronze,421,11409,2024-09-10,1000,10,2022-01-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-13
1735,silver,2662,13273,2024-02-07,2000,8,2023-10-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-18
1736,bronze,4746,13978,2024-08-12,1000,3,2023-02-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-04
1737,bronze,1890,709,2024-02-26,1000,4,2022-08-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-26
1738,bronze,22,2630,2024-04-28,1000,13,2023-05-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-04
1739,bronze,4161,10227,2024-10-24,1000,5,2022-09-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-02
1740,platinum,430,11421,2024-09-13,10000,2,2024-09-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-10
1741,bronze,3002,13450,2024-05-11,1000,8,2023-04-26,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-19
1742,bronze,1083,12050,2024-10-04,1000,9,2024-12-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
1743,bronze,1347,1378,2024-10-25,1000,6,2022-05-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-18
1744,bronze,3412,573,2024-02-11,1000,5,2023-11-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-30
1745,silver,259,14519,2024-08-03,2000,8,2022-04-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-07
1746,bronze,1913,3133,2024-02-12,1000,5,2024-06-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-29
1747,bronze,831,13824,2024-10-03,1000,3,2024-07-07,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
1748,bronze,4509,14422,2024-07-25,1000,12,2023-02-13,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
1749,bronze,1829,8825,2024-05-17,1000,6,2023-09-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-20
1750,gold,4428,13914,2024-02-13,5000,8,2024-10-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-31
1751,bronze,3316,13196,2024-02-18,1000,12,2022-11-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-31
1752,bronze,4653,9024,2024-07-11,1000,10,2024-07-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-28
1753,bronze,753,13627,2024-04-08,1000,3,2023-04-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1754,bronze,316,872,2024-09-28,1000,12,2023-12-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-22
1755,silver,1524,2951,2024-01-04,2000,3,2024-08-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
1756,bronze,306,3587,2024-03-20,1000,9,2022-03-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-24
1757,bronze,4991,12088,2024-06-15,1000,7,2022-12-11,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-11
1758,bronze,4691,6058,2024-10-09,1000,12,2023-12-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-13
1759,bronze,2469,4478,2024-07-19,1000,8,2023-05-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-31
1760,platinum,491,11888,2024-10-12,10000,1,2022-11-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-01
1761,bronze,4287,9635,2024-07-29,1000,1,2022-04-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-02
1762,bronze,4419,11827,2024-05-19,1000,13,2022-03-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-17
1763,bronze,3101,9229,2024-08-17,1000,9,2022-07-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-03
1764,bronze,958,5411,2024-10-08,1000,10,2023-04-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-26
1765,silver,1941,3853,2024-05-31,2000,13,2023-06-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-21
1766,bronze,1064,11599,2024-03-17,1000,4,2023-03-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-03
1767,bronze,2422,8519,2024-02-09,1000,4,2023-05-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1768,bronze,4280,5763,2024-08-01,1000,3,2024-07-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-05
1769,bronze,2073,2769,2024-01-15,1000,10,2022-08-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-18
1770,gold,3641,12453,2024-10-22,5000,8,2023-04-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-08
1771,bronze,2558,13559,2024-10-11,1000,12,2024-05-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-26
1772,bronze,1241,1400,2024-07-31,1000,5,2023-07-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-15
1773,bronze,4457,7156,2024-09-08,1000,7,2023-03-08,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-29
1774,bronze,1554,2048,2024-03-10,1000,9,2024-01-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-14
1775,silver,1617,1786,2024-05-21,2000,2,2023-03-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-03-12
1776,bronze,3710,10605,2024-04-24,1000,6,2022-09-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-02
1777,bronze,550,81,2024-02-19,1000,6,2024-02-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-05
1778,bronze,2515,7706,2024-10-07,1000,12,2024-04-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
1779,bronze,3053,4964,2024-07-03,1000,2,2022-06-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
1780,platinum,1975,7246,2024-01-25,10000,6,2022-06-16,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-25
1781,bronze,2390,4017,2024-05-09,1000,5,2023-01-12,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-01-31
1782,bronze,4396,10803,2024-07-24,1000,9,2024-01-10,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-05
1783,bronze,381,12441,2024-05-29,1000,10,2023-09-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-16
1784,bronze,942,3019,2024-04-01,1000,3,2022-05-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-07
1785,silver,1812,10735,2024-08-19,2000,9,2023-08-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-22
1786,bronze,112,5047,2024-08-11,1000,9,2023-02-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-03
1787,bronze,4821,11630,2024-08-20,1000,11,2022-12-24,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-14
1788,bronze,2339,4448,2024-02-06,1000,8,2024-01-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-04
1789,bronze,3129,6693,2024-01-26,1000,6,2023-08-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-09
1790,gold,2845,10942,2024-06-19,5000,2,2024-10-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-12
1791,bronze,1338,4782,2024-05-24,1000,8,2023-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-16
1792,bronze,1291,5274,2024-08-24,1000,12,2024-04-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-10
1793,bronze,614,14941,2024-01-28,1000,10,2024-08-09,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-12
1794,bronze,4456,8746,2024-10-04,1000,7,2024-04-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-04
1795,silver,4797,7177,2024-10-08,2000,8,2022-03-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
1796,bronze,1393,14723,2024-09-16,1000,10,2023-07-23,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-25
1797,bronze,4764,3652,2024-09-17,1000,8,2024-09-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-12
1798,bronze,2201,8692,2024-10-24,1000,1,2023-04-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-20
1799,bronze,4189,8266,2024-06-02,1000,5,2023-11-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-09
1800,platinum,2110,3945,2024-06-06,10000,6,2022-02-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-23
1801,bronze,2492,5653,2024-08-03,1000,3,2023-04-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-01
1802,bronze,3315,14687,2024-09-13,1000,9,2023-05-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-26
1803,bronze,4821,5510,2024-05-19,1000,6,2023-05-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-28
1804,bronze,4285,10329,2024-10-24,1000,8,2022-02-04,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-09
1805,silver,3095,14919,2024-06-19,2000,2,2022-08-02,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-11
1806,bronze,2811,5442,2024-10-20,1000,6,2023-08-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-16
1807,bronze,2690,6160,2024-09-03,1000,9,2023-02-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-02
1808,bronze,1215,2198,2024-05-24,1000,6,2022-12-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-15
1809,bronze,1484,641,2024-05-14,1000,11,2023-03-25,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",t,2024-02-17
1810,gold,4173,11226,2024-01-02,5000,7,2024-05-17,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-13
1811,bronze,4121,1713,2024-08-21,1000,9,2022-02-15,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-02
1812,bronze,3925,7087,2024-02-21,1000,9,2022-04-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-21
1813,bronze,3067,626,2024-08-08,1000,9,2023-04-22,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-24
1814,bronze,111,2587,2024-05-20,1000,11,2023-07-20,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-07
1815,silver,459,5555,2024-02-02,2000,5,2024-03-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-19
1816,bronze,34,9449,2024-05-12,1000,11,2022-02-14,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-02-04
1817,bronze,1632,13797,2024-05-11,1000,6,2022-12-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-24
1818,bronze,2706,11816,2024-08-09,1000,6,2024-11-03,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-29
1819,bronze,4532,3759,2024-07-25,1000,7,2024-06-01,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-11
1820,platinum,1385,6093,2024-07-24,10000,1,2023-01-28,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-31
1821,bronze,192,8976,2024-03-15,1000,11,2022-05-31,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-20
1822,bronze,1906,12920,2024-02-06,1000,6,2024-08-05,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-25
1823,bronze,2480,4188,2024-08-10,1000,4,2023-11-19,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-18
1824,bronze,2998,3691,2024-01-21,1000,6,2022-01-27,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-15
1825,silver,532,11148,2024-04-20,2000,12,2022-04-18,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-03-08
1826,bronze,459,11661,2024-06-15,1000,11,2022-01-30,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-11
1827,bronze,2811,1292,2024-06-15,1000,6,2023-05-29,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-18
1828,bronze,1758,14763,2024-03-07,1000,5,2024-06-06,"casual,formal,sports","{""email"": true, ""sms"": false, ""phone"": false}",f,2024-01-29
