mention_id,customer_id,platform,post_url,username,post_date,post_type,post_text,hashtags,mentions,engagement_count,follower_count,sentiment_score,brand_mentioned,products_tagged,influence_score,ugc_usage_rights,campaign_tagged
SMI6E2QHPT,15225,Twitter,https://twitter.com/glamour_girl_23/status/8808723,glamour_girl_23,2024-03-14 17:58:23,Reel,Styling my new activewear three different ways! Swipe to see ➡️ #styleinspo #outfitinspo #outfit,#styleinspo #outfitinspo #outfit,@luxelabel,3751,88588,0.27,Luxe Label,P000522,68,False,campaign_spring
SM6L8NZ5PK,35379,Instagram,https://instagram.com/p/GXRFU7S7S3T,trendy_alex,2025-01-17 08:18:28,Story,Casual Friday calls for this comfy activewear - so versatile! #fashionpost #fashionblogger #stylish #outfitinspo,#fashionpost #fashionblogger #stylish #outfitinspo,@modemoderne,3668,17482,-0.92,Mode Moderne,P000648,47,True,
SMSMLZZFQZ,44854,Facebook,https://facebook.com/style_queen_jen/posts/9735529,style_queen_jen,2024-05-08 21:37:45,Reel,Casual Friday calls for this comfy bottoms - so versatile! #fashionista #fashionblogger #fashion #stylish #instafashion,#fashionista #fashionblogger #fashion #stylish #instafashion,@coastalchic3,3886,88439,-0.2,Coastal Chic 3,P000660,60,False,
SMY14FSDD2,6118,Facebook,https://facebook.com/fashion_guru_anna/posts/2597513,fashion_guru_anna,2025-03-22 02:49:38,Post,This clothing is giving me life! Such amazing quality 💫 #lookbook #styling #fashion #outfitinspo #fashionpost #stylish,#lookbook #styling #fashion #outfitinspo #fashionpost #stylish,@stylestudio,219,7902,-0.53,Style Studio,P000197,29,True,
SMXICRFI0Q,9323,Instagram,https://instagram.com/p/GD4QCKKEX8R,fashion_diary_emma,2025-09-10 22:29:44,Post,Just got my hands on the latest bottoms from Bold Basics 2! Absolutely obsessed 😍 #fashionblogger #ootd #fashionista #instafashion,#fashionblogger #ootd #fashionista #instafashion,@boldbasics2,262,1255,0.16,Bold Basics 2,P000349,26,True,
SMD4PUR9ZT,43001,Twitter,https://twitter.com/trendy_alex/status/7291767,trendy_alex,2024-10-15 14:43:33,Video,Casual Friday calls for this comfy yoga - so versatile! #fashionpost #outfitinspo #streetstyle #lookbook #ootd,#fashionpost #outfitinspo #streetstyle #lookbook #ootd,@vintagevibe3,440,9358,0.41,Vintage Vibe 3,P000009,34,False,campaign_spring
SMOE21AZP8,5620,Pinterest,https://pinterest.com/style_inspiration/pin/2558550,style_inspiration,2024-03-03 13:41:07,Story,Styling my new formal three different ways! Swipe to see ➡️ #lookbook #fashionpost #fashionista #outfitinspo,#lookbook #fashionpost #fashionista #outfitinspo,@modernmuse2,200,9449,0.81,Modern Muse 2,P000511,43,True,
SM3F5TN2M3,3297,Instagram,https://instagram.com/p/VHX0L7RORNL,chic_sarah,2024-01-03 08:13:04,Video,Vintage Vibe 3 never disappoints! This pants is pure perfection 🔥 #styling #ootd #styleinspo #fashion #fashionista,#styling #ootd #styleinspo #fashion #fashionista,@vintagevibe3,440,2824,-0.93,Vintage Vibe 3,P000645,44,True,campaign_spring
SMTUXY80YM,20095,Instagram,https://instagram.com/p/K4HZWLSSEAS,fashion_forward_lily,2024-01-13 12:15:05,Story,Just got my hands on the latest accessories from Classic Craft! Absolutely obsessed 😍 #streetstyle #fashionpost #fashion,#streetstyle #fashionpost #fashion,@classiccraft,419,5392,0.62,Classic Craft,P000167,50,False,
SM6H9ZY309,45235,Pinterest,https://pinterest.com/trendy_alex/pin/6558372,trendy_alex,2025-07-23 11:55:29,Video,Casual Friday calls for this comfy running - so versatile! #styling #instafashion #fashionlover,#styling #instafashion #fashionlover,@boldbasics,4100,45699,0.55,Bold Basics,P000042,68,True,
SMWJNU7M0P,1112,Twitter,https://twitter.com/style_maven_kate/status/5726565,style_maven_kate,2023-11-26 14:31:14,Reel,Bella Vista never disappoints! This running is pure perfection 🔥 #styleinspo #fashionblogger #fashionlover #styling #outfit #fashionpost,#styleinspo #fashionblogger #fashionlover #styling #outfit #fashionpost,@bellavista,1979,88365,0.08,Bella Vista,P000136,61,True,campaign_fall
SM2INM9PJ8,9083,TikTok,https://tiktok.com/@glamour_vibes/video/6990357,glamour_vibes,2024-09-15 04:46:37,Story,Can''t get enough of this jewelry! Perfect for summer vibes ✨ #fashionpost #ootd #fashionista #outfit #instafashion #streetstyle,#fashionpost #ootd #fashionista #outfit #instafashion #streetstyle,@boldbasics2,3875,39082,-0.77,Bold Basics 2,P000244,43,False,
SMAIDBSLD3,49714,Facebook,https://facebook.com/fashion_diary_emma/posts/5631224,fashion_diary_emma,2024-02-11 04:38:18,Reel,This clothing is giving me life! Such amazing quality 💫 #styling #stylish #fashion,#styling #stylish #fashion,@modernmuse3,345,4576,0.38,Modern Muse 3,P000146,42,True,campaign_summer
SMNRZUK6Q6,35388,Pinterest,https://pinterest.com/fashionista_maya/pin/9163207,fashionista_maya,2025-08-28 02:40:54,Story,Can''t get enough of this yoga! Perfect for fall vibes ✨ #outfit #styling #fashionblogger #style #lookbook,#outfit #styling #fashionblogger #style #lookbook,@bellavista2,9045,557147,-0.39,Bella Vista 2,P000434,83,True,
SM27FKN1HS,8191,Facebook,https://facebook.com/fashion_diary_emma/posts/7414532,fashion_diary_emma,2025-04-06 04:16:09,Story,This footwear is giving me life! Such amazing quality 💫 #style #outfit #streetstyle #fashionblogger,#style #outfit #streetstyle #fashionblogger,@citycasual3,50,7594,0.65,City Casual 3,P000436,43,False,
SMGE6CTDB6,4343,Instagram,https://instagram.com/p/HDFJYNTAWYO,glamour_girl_23,2024-09-09 19:33:52,Reel,Casual Friday calls for this comfy running - so versatile! #lookbook #trendy #stylish #outfitinspo,#lookbook #trendy #stylish #outfitinspo,@metrostyle2,37066,212795,-0.97,Metro Style 2,P000639,69,False,campaign_summer
SMT2S38YR1,46718,Instagram,https://instagram.com/p/7TJV1NCUIO9,fashion_guru_anna,2023-12-07 06:37:42,Story,New activewear haul from Vintage Vibe 3 - which one should I style first? #instafashion #stylish #styleinspo,#instafashion #stylish #styleinspo,@vintagevibe3,216,4904,0.01,Vintage Vibe 3,P000187,20,True,
SMO8FVNTPK,24615,Twitter,https://twitter.com/glamour_vibes/status/6171380,glamour_vibes,2025-06-20 15:09:07,Post,Can''t get enough of this running! Perfect for summer vibes ✨ #fashionista #styling #outfitinspo,#fashionista #styling #outfitinspo,@coastalchic3,301,7025,-0.84,Coastal Chic 3,P000427,47,False,
SM1EOVDIFK,3766,Instagram,https://instagram.com/p/23XXZDP1R48,fashion_guru_anna,2025-03-12 18:10:23,Video,This jewelry is giving me life! Such amazing quality 💫 #styling #styleinspo #fashionblogger #ootd,#styling #styleinspo #fashionblogger #ootd,@urbanthread,109,1673,0.47,Urban Thread,P000225,42,True,
SMJUSUB0IP,11896,Instagram,https://instagram.com/p/8B8QTJ3XVC1,fashionista_maya,2025-07-17 19:44:54,Comment,Can''t get enough of this tops! Perfect for winter vibes ✨ #trendy #instafashion #lookbook #outfit #fashionlover #styleinspo,#trendy #instafashion #lookbook #outfit #fashionlover #styleinspo,@modernmuse3,2978,77136,0.54,Modern Muse 3,P000232,67,False,
SMD16YD6MO,39135,Twitter,https://twitter.com/trendy_alex/status/3818865,trendy_alex,2024-06-04 07:38:18,Video,Found the perfect jewelry for date night! Link in bio 💕 #ootd #fashionblogger #style #styleinspo #fashionista #stylish,#ootd #fashionblogger #style #styleinspo #fashionista #stylish,@classiccraft3,12202,163642,-0.3,Classic Craft 3,P000529,73,True,campaign_holiday
SMYR75UMLP,29652,Facebook,https://facebook.com/trendy_alex/posts/8858845,trendy_alex,2025-03-01 19:31:35,Video,Style Studio never disappoints! This tops is pure perfection 🔥 #fashionpost #streetstyle #trendy #fashionblogger #styling #outfit,#fashionpost #streetstyle #trendy #fashionblogger #styling #outfit,@stylestudio,3145,38695,1.0,Style Studio,P000292,68,True,campaign_fall
SMMKCTHGYM,35748,Twitter,https://twitter.com/style_queen_jen/status/2240432,style_queen_jen,2024-06-25 22:34:02,Story,Casual Friday calls for this comfy yoga - so versatile! #stylish #streetstyle #trendy,#stylish #streetstyle #trendy,@bellavista3,3429,46786,0.99,Bella Vista 3,P000301,53,False,
SMSTPEJWQD,7533,TikTok,https://tiktok.com/@fashionista_maya/video/7721563,fashionista_maya,2025-04-03 04:53:02,Story,Just got my hands on the latest formal from Vintage Vibe 3! Absolutely obsessed 😍 #ootd #fashionista #styling #fashion,#ootd #fashionista #styling #fashion,@vintagevibe3,39738,802422,0.53,Vintage Vibe 3,P000456,63,True,
SMIRUQ9478,48852,Instagram,https://instagram.com/p/AMYJDIT0TCU,trendy_alex,2023-11-19 12:38:33,Post,Styling my new accessories three different ways! Swipe to see ➡️ #style #fashionlover #outfit,#style #fashionlover #outfit,@bellavista3,403,9019,0.8,Bella Vista 3,P000257,24,False,campaign_summer
SMLG7SLY8X,43526,Instagram,https://instagram.com/p/2YJBSJGY8I7,chic_and_sleek,2024-11-30 06:46:49,Comment,New pants haul from Trend Tribe 2 - which one should I style first? #ootd #instafashion #fashion #style #lookbook,#ootd #instafashion #fashion #style #lookbook,@trendtribe2,500,7783,0.79,Trend Tribe 2,P000259,30,False,
SML5Z9H980,47836,Pinterest,https://pinterest.com/trendy_alex/pin/5708545,trendy_alex,2024-11-24 04:53:50,Video,Styling my new footwear three different ways! Swipe to see ➡️ #instafashion #styling #fashionista #outfit #outfitinspo #stylish,#instafashion #styling #fashionista #outfit #outfitinspo #stylish,@trendtribe,4069,86257,0.71,Trend Tribe,P000163,47,False,
SMJ6JMLBCJ,27050,Instagram,https://instagram.com/p/FRNR427QXB1,chic_and_sleek,2024-05-12 14:50:08,Comment,Just got my hands on the latest activewear from Vintage Vibe! Absolutely obsessed 😍 #stylish #styleinspo #streetstyle #fashionblogger #lookbook #style,#stylish #styleinspo #streetstyle #fashionblogger #lookbook #style,@vintagevibe,488,3268,0.27,Vintage Vibe,P000008,23,True,campaign_fall
SMDCP2HN4P,43051,Pinterest,https://pinterest.com/glamour_girl_23/pin/4159141,glamour_girl_23,2025-08-22 09:43:02,Post,Casual Friday calls for this comfy accessories - so versatile! #fashionblogger #streetstyle #fashionpost,#fashionblogger #streetstyle #fashionpost,@pureelegance,441,8312,0.36,Pure Elegance,P000578,39,False,
SMJC3XYAB4,48225,TikTok,https://tiktok.com/@fashionista_maya/video/6889916,fashionista_maya,2024-05-20 01:41:17,Story,This footwear is giving me life! Such amazing quality 💫 #stylish #styleinspo #fashion #fashionblogger #outfit #streetstyle,#stylish #styleinspo #fashion #fashionblogger #outfit #streetstyle,@vintagevibe3,344,8456,-0.67,Vintage Vibe 3,P000129,39,True,campaign_holiday
SMQXT9HYDV,28497,Instagram,https://instagram.com/p/OSAHG1QTQBQ,trendsetter_mia,2025-07-22 08:37:46,Comment,New activewear haul from Style Studio - which one should I style first? #fashionlover #fashionista #trendy,#fashionlover #fashionista #trendy,@stylestudio,60,7884,-0.28,Style Studio,P000415,44,False,campaign_holiday
SMKL5YO9G8,17343,Pinterest,https://pinterest.com/glamour_girl_23/pin/4860274,glamour_girl_23,2024-01-30 10:12:04,Reel,Street Smart never disappoints! This tops is pure perfection 🔥 #ootd #instafashion #styleinspo #style #styling #outfitinspo,#ootd #instafashion #styleinspo #style #styling #outfitinspo,@streetsmart,48721,650650,0.42,Street Smart,P000665,79,True,
SMSB65PDB1,33537,Instagram,https://instagram.com/p/N1AH9M78WWE,fashion_forward_lily,2025-04-04 23:10:26,Comment,Casual Friday calls for this comfy yoga - so versatile! #styling #lookbook #fashionpost #outfit #fashionblogger #styleinspo,#styling #lookbook #fashionpost #outfit #fashionblogger #styleinspo,@modernmuse2,37470,175147,0.06,Modern Muse 2,P000518,82,False,campaign_spring
SME3WITF9Q,26538,Instagram,https://instagram.com/p/SADVSYHEGKJ,fashionista_maya,2025-04-03 05:19:05,Reel,Just got my hands on the latest jewelry from Mode Moderne 2! Absolutely obsessed 😍 #lookbook #ootd #fashionlover #streetstyle,#lookbook #ootd #fashionlover #streetstyle,@modemoderne2,458,7389,0.31,Mode Moderne 2,P000356,50,False,
SMWV2E9ST2,20889,TikTok,https://tiktok.com/@style_queen_jen/video/7870484,style_queen_jen,2025-09-19 08:40:16,Post,Casual Friday calls for this comfy footwear - so versatile! #outfitinspo #fashionblogger #fashionlover #styling #streetstyle,#outfitinspo #fashionblogger #fashionlover #styling #streetstyle,@luxelabel2,27112,197997,0.27,Luxe Label 2,P000163,80,True,
SMVBBGV0C0,47492,Instagram,https://instagram.com/p/KSGKDTPLIWH,glamour_girl_23,2025-03-26 23:07:24,Comment,New formal haul from Sunset Styles 3 - which one should I style first? #fashionpost #outfit #styleinspo #stylish #styling #style,#fashionpost #outfit #styleinspo #stylish #styling #style,@sunsetstyles3,169,9898,-0.91,Sunset Styles 3,P000314,38,True,campaign_fall
SMCW9CUM6S,3459,Twitter,https://twitter.com/glamour_girl_23/status/7420553,glamour_girl_23,2025-02-06 09:40:50,Video,Can''t get enough of this tops! Perfect for winter vibes ✨ #fashionlover #stylish #ootd #fashion #styling #outfitinspo,#fashionlover #stylish #ootd #fashion #styling #outfitinspo,@fashionforward,2400,61187,0.75,Fashion Forward,P000116,46,False,campaign_summer
SMR809J8OF,5086,Instagram,https://instagram.com/p/Z7JSJ8EIXXG,fashion_forward_lily,2024-02-12 07:22:55,Video,Just got my hands on the latest yoga from Urban Thread 3! Absolutely obsessed 😍 #instafashion #outfit #style #outfitinspo,#instafashion #outfit #style #outfitinspo,@urbanthread3,225,5777,-0.59,Urban Thread 3,P000160,44,False,
SMO1871UOL,46459,Facebook,https://facebook.com/fashion_forward_lily/posts/7638408,fashion_forward_lily,2025-06-07 13:39:48,Reel,Just got my hands on the latest footwear from Classic Craft 3! Absolutely obsessed 😍 #lookbook #styleinspo #stylish #fashionista,#lookbook #styleinspo #stylish #fashionista,@classiccraft3,2196,99272,-0.29,Classic Craft 3,P000129,50,True,
SMTF5RBP85,41021,Instagram,https://instagram.com/p/GIJ6TRC5XLJ,chic_and_sleek,2024-07-06 20:47:35,Video,New yoga haul from Urban Thread 2 - which one should I style first? #lookbook #trendy #fashionista,#lookbook #trendy #fashionista,@urbanthread2,22472,433744,0.31,Urban Thread 2,P000590,69,True,campaign_holiday
SMSJW11TT5,10227,Instagram,https://instagram.com/p/78SSWOMTBD3,fashion_forward_lily,2024-10-29 05:59:06,Comment,Found the perfect pants for date night! Link in bio 💕 #streetstyle #fashion #fashionlover,#streetstyle #fashion #fashionlover,@vintagevibe,3326,76845,-0.14,Vintage Vibe,P000056,56,False,
SMB1TFQITU,351,Pinterest,https://pinterest.com/fashion_guru_anna/pin/9597349,fashion_guru_anna,2024-03-22 06:15:26,Comment,Just got my hands on the latest yoga from Bella Vista 3! Absolutely obsessed 😍 #style #stylish #lookbook #outfit,#style #stylish #lookbook #outfit,@bellavista3,2955,49048,0.81,Bella Vista 3,P000277,53,False,campaign_holiday
SMV4PCN6FC,20271,Facebook,https://facebook.com/style_maven_kate/posts/6208143,style_maven_kate,2024-01-02 08:27:02,Comment,Urban Thread never disappoints! This pants is pure perfection 🔥 #fashionpost #instafashion #style #fashion #styleinspo,#fashionpost #instafashion #style #fashion #styleinspo,@urbanthread,3695,68539,-0.13,Urban Thread,P000213,59,True,
SMK01TXLB1,22944,Twitter,https://twitter.com/trendsetter_mia/status/2337239,trendsetter_mia,2024-03-04 04:38:10,Video,Just got my hands on the latest formal from Luxe Label 2! Absolutely obsessed 😍 #stylish #outfitinspo #lookbook #streetstyle #fashionpost,#stylish #outfitinspo #lookbook #streetstyle #fashionpost,@luxelabel2,58,6744,0.54,Luxe Label 2,P000483,35,True,
SM99C00UH6,31374,Instagram,https://instagram.com/p/B0DBP8JAHOV,trendsetter_mia,2025-06-06 07:15:53,Video,Casual Friday calls for this comfy activewear - so versatile! #stylish #fashion #styleinspo #fashionpost #instafashion #styling,#stylish #fashion #styleinspo #fashionpost #instafashion #styling,@modemoderne2,788,85005,-0.28,Mode Moderne 2,P000329,68,False,
SMLILM8Q81,41374,Twitter,https://twitter.com/fashion_forward_lily/status/5916264,fashion_forward_lily,2024-01-15 22:56:35,Reel,Styling my new yoga three different ways! Swipe to see ➡️ #fashionista #fashionblogger #styleinspo #fashionlover,#fashionista #fashionblogger #styleinspo #fashionlover,@fashionforward,18905,363297,-0.79,Fashion Forward,P000620,64,False,campaign_holiday
SMDZJ38TPX,7064,TikTok,https://tiktok.com/@style_queen_jen/video/3648432,style_queen_jen,2024-03-31 23:10:22,Video,Can''t get enough of this clothing! Perfect for fall vibes ✨ #trendy #ootd #instafashion #outfit #lookbook,#trendy #ootd #instafashion #outfit #lookbook,@streetsmart2,4953,80326,-0.92,Street Smart 2,P000185,67,False,
SMIXCEMSG6,25256,Pinterest,https://pinterest.com/fashionista_maya/pin/3569908,fashionista_maya,2025-06-04 23:42:44,Reel,This clothing is giving me life! Such amazing quality 💫 #ootd #fashionista #styling #streetstyle #trendy #fashionpost,#ootd #fashionista #styling #streetstyle #trendy #fashionpost,@bellavista,2656,73960,0.36,Bella Vista,P000635,41,False,
SMM249KIM6,41653,Facebook,https://facebook.com/style_queen_jen/posts/5731897,style_queen_jen,2024-10-17 19:19:37,Comment,Casual Friday calls for this comfy formal - so versatile! #fashionpost #fashionlover #instafashion #lookbook #streetstyle,#fashionpost #fashionlover #instafashion #lookbook #streetstyle,@streetsmart,2932,22898,0.29,Street Smart,P000420,42,False,
SMU585NCXK,31410,Facebook,https://facebook.com/style_queen_jen/posts/2385803,style_queen_jen,2023-10-20 12:03:37,Reel,This activewear is giving me life! Such amazing quality 💫 #styling #stylish #outfitinspo #fashionblogger #lookbook,#styling #stylish #outfitinspo #fashionblogger #lookbook,@modemoderne,3665,20225,-0.6,Mode Moderne,P000231,65,True,
SM4DXS16XQ,17738,Facebook,https://facebook.com/outfit_obsessed/posts/3531455,outfit_obsessed,2024-07-06 09:41:21,Comment,This jewelry is giving me life! Such amazing quality 💫 #fashionblogger #instafashion #lookbook,#fashionblogger #instafashion #lookbook,@streetsmart,4575,97998,0.76,Street Smart,P000101,67,True,campaign_fall
SMR6BYX0D9,2965,Twitter,https://twitter.com/fashion_diary_emma/status/3085747,fashion_diary_emma,2024-12-03 09:47:55,Comment,Can''t get enough of this clothing! Perfect for fall vibes ✨ #lookbook #fashionista #fashionpost,#lookbook #fashionista #fashionpost,@sunsetstyles3,275,5281,-0.29,Sunset Styles 3,P000478,30,True,campaign_fall
SM07W1N50Z,31642,TikTok,https://tiktok.com/@fashion_diary_emma/video/6088481,fashion_diary_emma,2024-12-17 14:06:52,Post,Casual Friday calls for this comfy formal - so versatile! #fashionlover #fashionista #lookbook,#fashionlover #fashionista #lookbook,@bellavista2,9780,900600,0.03,Bella Vista 2,P000455,79,False,
SMGDMIKBQV,36256,Instagram,https://instagram.com/p/KQSZIS0WGGW,glamour_vibes,2024-07-12 15:05:35,Video,Coastal Chic never disappoints! This clothing is pure perfection 🔥 #ootd #styling #fashionlover #outfitinspo #styleinspo,#ootd #styling #fashionlover #outfitinspo #styleinspo,@coastalchic,436187,6957230,-0.8,Coastal Chic,P000172,89,False,campaign_summer
SMYR5RUNDU,21034,Facebook,https://facebook.com/trendsetter_mia/posts/9053827,trendsetter_mia,2024-09-27 03:10:00,Comment,Found the perfect activewear for date night! Link in bio 💕 #ootd #fashionpost #styleinspo,#ootd #fashionpost #styleinspo,@urbanthread2,1467,45220,0.29,Urban Thread 2,P000604,56,True,
SMIO3T6Z2W,44589,Instagram,https://instagram.com/p/I4W8WYMQTPU,style_queen_jen,2025-06-15 07:25:51,Post,Elite Edge 2 never disappoints! This footwear is pure perfection 🔥 #fashionblogger #fashionlover #trendy,#fashionblogger #fashionlover #trendy,@eliteedge2,467,8536,0.19,Elite Edge 2,P000703,29,True,
SMXNXJUS1B,37941,Instagram,https://instagram.com/p/EFWJJO22L01,fashionista_maya,2024-12-01 13:32:05,Reel,Casual Friday calls for this comfy jewelry - so versatile! #streetstyle #fashionlover #instafashion #styling,#streetstyle #fashionlover #instafashion #styling,@bellavista2,2203,65317,-0.82,Bella Vista 2,P000384,66,True,
SM0Z0E377K,45034,Instagram,https://instagram.com/p/61P3IO6GSEP,style_queen_jen,2024-01-08 21:12:05,Video,New clothing haul from Vintage Vibe - which one should I style first? #fashionblogger #ootd #styleinspo #fashionista #stylish #trendy,#fashionblogger #ootd #styleinspo #fashionista #stylish #trendy,@vintagevibe,182,6796,-0.26,Vintage Vibe,P000133,42,False,campaign_holiday
SMH1H1CLPR,36245,Facebook,https://facebook.com/outfit_obsessed/posts/3472237,outfit_obsessed,2025-01-17 09:38:05,Video,New accessories haul from Bella Vista - which one should I style first? #streetstyle #style #stylish #fashionpost #styling #trendy,#streetstyle #style #stylish #fashionpost #styling #trendy,@bellavista,217,1195,0.67,Bella Vista,P000069,33,False,
SMUEYN3TD4,12705,TikTok,https://tiktok.com/@trendsetter_mia/video/5669678,trendsetter_mia,2025-08-16 21:38:20,Story,Styling my new tops three different ways! Swipe to see ➡️ #fashion #fashionpost #fashionblogger,#fashion #fashionpost #fashionblogger,@trendtribe2,344,8177,0.34,Trend Tribe 2,P000551,47,True,campaign_fall
SM2HK44OPC,17952,Instagram,https://instagram.com/p/K4YM68V10QS,style_queen_jen,2023-12-06 01:15:49,Video,This bottoms is giving me life! Such amazing quality 💫 #trendy #outfit #streetstyle,#trendy #outfit #streetstyle,@stylestudio2,402568,4271352,0.65,Style Studio 2,P000598,85,True,
SMCJ5WTNMB,46023,Instagram,https://instagram.com/p/DPOK8GY75MY,fashion_guru_anna,2023-11-20 03:43:26,Video,Sunset Styles 2 never disappoints! This running is pure perfection 🔥 #style #fashionblogger #trendy #instafashion #ootd #styling,#style #fashionblogger #trendy #instafashion #ootd #styling,@sunsetstyles2,1956,79484,0.24,Sunset Styles 2,P000173,47,True,
SMTAQDWXFE,23932,TikTok,https://tiktok.com/@outfit_obsessed/video/3362647,outfit_obsessed,2024-05-27 07:41:14,Reel,Found the perfect activewear for date night! Link in bio 💕 #ootd #fashionpost #trendy #lookbook #fashionblogger #outfit,#ootd #fashionpost #trendy #lookbook #fashionblogger #outfit,@boldbasics2,4826,68809,-0.21,Bold Basics 2,P000632,70,False,
SM3JE4A5RC,24813,Instagram,https://instagram.com/p/XOCRP6NDSMR,style_inspiration,2024-08-04 08:19:49,Reel,Styling my new footwear three different ways! Swipe to see ➡️ #fashionblogger #stylish #instafashion #style,#fashionblogger #stylish #instafashion #style,@citycasual2,666,82128,-0.98,City Casual 2,P000176,45,False,
SMJC57Q2VC,23561,Twitter,https://twitter.com/fashion_forward_lily/status/7646698,fashion_forward_lily,2025-04-08 22:42:05,Post,Found the perfect bottoms for date night! Link in bio 💕 #styling #streetstyle #lookbook #instafashion #outfit,#styling #streetstyle #lookbook #instafashion #outfit,@stylestudio2,542,83136,0.67,Style Studio 2,P000405,49,False,
SM2VOH2WKJ,36753,Twitter,https://twitter.com/glamour_girl_23/status/1744211,glamour_girl_23,2025-04-10 10:47:32,Reel,Can''t get enough of this yoga! Perfect for spring vibes ✨ #trendy #lookbook #fashionblogger #instafashion #styleinspo,#trendy #lookbook #fashionblogger #instafashion #styleinspo,@vintagevibe2,3340,46625,-0.56,Vintage Vibe 2,P000080,60,True,
SMU68DH0HX,32339,Facebook,https://facebook.com/fashion_diary_emma/posts/7093709,fashion_diary_emma,2024-10-05 21:03:17,Video,Can''t get enough of this clothing! Perfect for winter vibes ✨ #fashionlover #trendy #instafashion,#fashionlover #trendy #instafashion,@urbanthread2,4786,96724,0.44,Urban Thread 2,P000092,48,True,
SMBOBNUJ7Q,32274,Instagram,https://instagram.com/p/KZDJKSPT0YM,chic_and_sleek,2024-11-11 09:46:04,Post,Casual Friday calls for this comfy running - so versatile! #fashionista #stylish #styleinspo #outfit,#fashionista #stylish #styleinspo #outfit,@chiccollection2,2652,59751,0.34,Chic Collection 2,P000200,41,True,
SMBAZETTZB,34738,Twitter,https://twitter.com/chic_sarah/status/7590633,chic_sarah,2024-08-14 03:51:59,Reel,Can''t get enough of this jewelry! Perfect for winter vibes ✨ #streetstyle #style #fashionblogger #fashionpost #fashion #instafashion,#streetstyle #style #fashionblogger #fashionpost #fashion #instafashion,@eliteedge2,286,5488,0.65,Elite Edge 2,P000354,42,True,
SMHWS222TK,39449,TikTok,https://tiktok.com/@fashionista_maya/video/6167131,fashionista_maya,2025-05-19 12:21:25,Post,Found the perfect running for date night! Link in bio 💕 #ootd #lookbook #fashionblogger #streetstyle #style #trendy,#ootd #lookbook #fashionblogger #streetstyle #style #trendy,@metrostyle,4569,97204,0.08,Metro Style,P000462,51,True,
SMK4TB8JRJ,49320,Facebook,https://facebook.com/outfit_obsessed/posts/5443257,outfit_obsessed,2024-08-13 02:29:04,Reel,New yoga haul from Elite Edge 2 - which one should I style first? #instafashion #outfitinspo #fashion #stylish #fashionblogger,#instafashion #outfitinspo #fashion #stylish #fashionblogger,@eliteedge2,122,6260,0.68,Elite Edge 2,P000371,43,False,
SMNATG5SXE,30490,TikTok,https://tiktok.com/@chic_sarah/video/2065377,chic_sarah,2025-06-30 14:14:57,Comment,This footwear is giving me life! Such amazing quality 💫 #trendy #instafashion #outfitinspo #fashionista #styling,#trendy #instafashion #outfitinspo #fashionista #styling,@vintagevibe2,4789,90737,0.11,Vintage Vibe 2,P000350,66,False,campaign_holiday
SMAHRA0WA6,48924,Instagram,https://instagram.com/p/4BEIJ77CRIC,style_queen_jen,2024-12-19 15:00:46,Video,Found the perfect formal for date night! Link in bio 💕 #lookbook #outfitinspo #trendy #fashionlover,#lookbook #outfitinspo #trendy #fashionlover,@vintagevibe2,323,3749,-0.01,Vintage Vibe 2,P000404,22,False,
SM95UCFHZK,39995,TikTok,https://tiktok.com/@fashion_forward_lily/video/8884865,fashion_forward_lily,2023-11-26 08:54:12,Post,Casual Friday calls for this comfy footwear - so versatile! #fashionpost #fashionista #fashion #trendy #lookbook,#fashionpost #fashionista #fashion #trendy #lookbook,@chiccollection,233,7473,0.16,Chic Collection,P000553,24,True,campaign_spring
SM5UUI1VLI,24039,TikTok,https://tiktok.com/@glamour_vibes/video/1703552,glamour_vibes,2024-01-05 10:21:03,Video,This pants is giving me life! Such amazing quality 💫 #fashionblogger #style #outfitinspo #styling #instafashion,#fashionblogger #style #outfitinspo #styling #instafashion,@metrostyle3,3676,94520,-0.66,Metro Style 3,P000213,59,False,
SMEES7VH8C,29391,TikTok,https://tiktok.com/@fashion_diary_emma/video/7557770,fashion_diary_emma,2024-06-02 07:54:52,Reel,Casual Friday calls for this comfy pants - so versatile! #stylish #styling #styleinspo #fashion #ootd #fashionblogger,#stylish #styling #styleinspo #fashion #ootd #fashionblogger,@bellavista2,483,8422,-0.38,Bella Vista 2,P000076,47,False,
SM613WMFXT,45552,Facebook,https://facebook.com/fashionista_maya/posts/5749016,fashionista_maya,2025-02-10 00:08:59,Story,New footwear haul from Chic Collection 2 - which one should I style first? #fashionista #streetstyle #styleinspo #stylish,#fashionista #streetstyle #styleinspo #stylish,@chiccollection2,3053,89405,0.17,Chic Collection 2,P000400,54,True,
SMK8RR2GSO,36296,Twitter,https://twitter.com/trendy_alex/status/5374381,trendy_alex,2023-11-26 16:37:36,Reel,Casual Friday calls for this comfy clothing - so versatile! #fashionista #ootd #styling #fashionblogger #instafashion,#fashionista #ootd #styling #fashionblogger #instafashion,@trendtribe,1773,10168,0.65,Trend Tribe,P000661,50,True,
SMFBWU86I0,45121,TikTok,https://tiktok.com/@glamour_girl_23/video/7037026,glamour_girl_23,2024-09-13 14:13:23,Post,Styling my new activewear three different ways! Swipe to see ➡️ #outfitinspo #ootd #fashionpost #fashionista #outfit,#outfitinspo #ootd #fashionpost #fashionista #outfit,@bellavista,38990,240038,0.3,Bella Vista,P000243,68,False,campaign_summer
