interaction_id,customer_id,interaction_date,channel,interaction_type,category,priority,subject_line,conversation_text,related_order_id,resolution_type,satisfaction_score,resolution_time_hours,agent_id,escalated,sentiment_score,keywords_extracted,follow_up_needed,interaction_cost
CS_000202,821,2025-06-04 14:07:20.104799,email,compliment,sizing,medium,Dress arrived damaged,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000203,4155,2025-05-14 01:11:24.790942,phone,inquiry,sizing,low,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,10686,,,,,f,,,f,
CS_000204,4703,2025-06-05 22:14:14.038576,live_chat,complaint,returns,medium,Need help with size exchange,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,11451,,,,,f,,,f,
CS_000205,4690,2025-08-02 10:49:16.090292,email,compliment,sizing,medium,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000206,2230,2025-05-04 03:41:05.994484,social_media,complaint,delivery,low,Charge dispute,Customer experiencing issues with website checkout process. Guided through troubleshooting steps including clearing browser cache and trying different payment methods. Issue resolved after switching to different browser. Customer able to complete purchase successfully.,4147,,,,,f,,,f,
CS_000207,4527,2025-04-26 21:01:48.921527,phone,compliment,sizing,medium,Fabric defect noticed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,689,,,,,f,,,f,
CS_000208,1917,2025-08-31 22:51:16.567953,email,inquiry,quality,low,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000209,1736,2025-06-20 15:12:52.300196,phone,return_request,returns,medium,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000210,4871,2025-07-15 03:13:13.983312,social_media,inquiry,sizing,medium,Order not received,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000211,4293,2025-04-06 05:23:47.196091,live_chat,technical_support,sizing,low,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3486,,,,,f,,,f,
CS_000212,3837,2025-08-25 06:19:55.51012,email,complaint,delivery,low,Delivery tracking update needed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000213,2670,2025-04-01 10:10:29.155377,phone,complaint,quality,low,Size chart confusion,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000214,4286,2025-06-14 10:39:03.606962,email,compliment,delivery,low,Return label request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,11626,,,,,f,,,f,
CS_000215,3902,2025-07-30 17:41:29.194226,email,inquiry,sizing,medium,Need help with size exchange,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000216,3141,2025-06-10 10:36:30.683738,phone,inquiry,quality,low,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000217,2935,2025-07-23 01:04:28.237177,live_chat,complaint,delivery,low,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,9362,,,,,f,,,f,
CS_000218,1249,2025-04-04 04:42:59.53187,email,inquiry,quality,low,Exchange request,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,12021,,,,,f,,,f,
CS_000219,2837,2025-08-15 09:05:28.733864,phone,inquiry,returns,high,Order not received,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000220,4476,2025-06-27 06:30:34.229226,live_chat,compliment,sizing,high,Refund status inquiry,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,2963,,,,,f,,,f,
CS_000221,4262,2025-09-08 14:55:56.862008,email,inquiry,sizing,low,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000222,880,2025-08-19 09:03:20.293525,phone,compliment,quality,medium,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000223,852,2025-07-29 21:42:11.190592,live_chat,inquiry,sizing,low,Dress size doesn't fit as expected,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3339,,,,,f,,,f,
CS_000224,4204,2025-07-13 01:02:10.551878,email,complaint,returns,low,Size recommendation for dress,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000225,3784,2025-08-20 17:19:14.886553,live_chat,complaint,sizing,medium,Size chart confusion,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000226,2152,2025-07-28 09:39:55.424066,live_chat,complaint,quality,medium,Thread coming loose,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000227,4135,2025-07-11 15:58:09.300004,live_chat,complaint,returns,low,Dress arrived damaged,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,6654,,,,,f,,,f,
CS_000228,3893,2025-05-01 10:32:32.732914,phone,inquiry,sizing,low,Dress arrived damaged,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000229,886,2025-07-14 22:55:26.381037,phone,inquiry,sizing,low,Order not received,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000230,596,2025-09-15 23:17:41.06607,email,inquiry,quality,low,Payment method update,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000231,4586,2025-09-17 15:32:38.401905,phone,technical_support,sizing,medium,Fabric defect noticed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3129,,,,,f,,,f,
CS_000232,1439,2025-06-16 11:22:54.41698,email,complaint,sizing,low,Quality concern with recent purchase,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000233,3876,2025-07-10 20:36:48.886835,email,compliment,sizing,low,Return label request,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,10435,,,,,f,,,f,
CS_000234,901,2025-06-25 14:35:20.401663,phone,inquiry,quality,medium,Fabric defect noticed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,5930,,,,,f,,,f,
CS_000235,581,2025-09-11 10:37:21.006417,phone,inquiry,quality,medium,Return process question,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000236,4553,2025-05-11 09:11:11.061597,live_chat,compliment,sizing,medium,Dress arrived damaged,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000237,3677,2025-06-29 08:22:32.670467,email,inquiry,sizing,low,Fabric defect noticed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,3970,,,,,f,,,f,
CS_000238,2716,2025-08-12 13:57:05.381002,email,inquiry,quality,low,Package delivery delay,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000239,747,2025-09-20 03:52:09.752143,phone,inquiry,returns,medium,Billing inquiry,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,7887,,,,,f,,,f,
CS_000240,3794,2025-06-07 07:30:48.414712,email,complaint,delivery,low,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000241,4763,2025-07-07 06:35:14.540244,email,complaint,quality,high,Wrong item delivered,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000242,1869,2025-09-15 15:22:22.767817,phone,inquiry,delivery,low,Delivery tracking update needed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,12944,,,,,f,,,f,
CS_000243,3534,2025-05-15 02:33:48.774365,phone,inquiry,sizing,medium,Order not received,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,8115,,,,,f,,,f,
CS_000244,3490,2025-08-13 18:47:29.700117,phone,complaint,sizing,low,Return process question,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000245,2366,2025-04-10 14:00:48.19311,email,compliment,quality,medium,Wrong item delivered,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000246,1915,2025-06-08 12:50:36.716064,phone,inquiry,quality,medium,Need help with size exchange,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,2253,,,,,f,,,f,
CS_000247,1799,2025-06-04 05:59:20.479877,email,compliment,quality,high,Charge dispute,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,5831,,,,,f,,,f,
CS_000248,627,2025-06-02 02:10:44.85705,email,complaint,returns,low,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,11744,,,,,f,,,f,
CS_000249,3522,2025-09-16 22:20:24.269031,phone,complaint,delivery,medium,Fabric defect noticed,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,12153,,,,,f,,,f,
CS_000250,704,2025-04-07 14:36:43.885196,email,compliment,sizing,low,Quality concern with recent purchase,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000251,3053,2025-04-04 05:29:32.313308,email,inquiry,quality,low,Refund status inquiry,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,5350,,,,,f,,,f,
CS_000252,2492,2025-06-12 09:36:57.528365,phone,complaint,delivery,low,Thread coming loose,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000253,4429,2025-04-06 06:05:43.283996,email,complaint,sizing,low,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,8504,,,,,f,,,f,
CS_000254,1428,2025-05-09 17:14:19.413999,email,complaint,quality,medium,Thread coming loose,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,5401,,,,,f,,,f,
CS_000255,3931,2025-06-03 04:32:41.64317,live_chat,inquiry,delivery,low,Exchange request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000256,1173,2025-05-08 02:15:40.105153,email,complaint,returns,low,Size chart confusion,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000257,947,2025-06-17 19:35:56.42161,email,inquiry,payment,medium,Delivery tracking update needed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000258,994,2025-07-20 07:51:21.548029,live_chat,inquiry,quality,medium,Quality concern with recent purchase,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,3972,,,,,f,,,f,
CS_000259,728,2025-07-21 12:16:15.944369,phone,complaint,delivery,medium,Fabric defect noticed,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000260,3821,2025-09-19 20:39:00.329456,phone,return_request,sizing,high,Dress arrived damaged,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000261,3388,2025-05-12 07:22:48.06115,phone,compliment,quality,medium,Delivery tracking update needed,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000262,2762,2025-08-01 01:26:32.932173,phone,complaint,quality,low,Thread coming loose,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",2218,,,,,f,,,f,
CS_000263,4919,2025-04-27 10:31:52.565135,email,inquiry,delivery,low,Thread coming loose,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000264,4041,2025-05-04 08:38:45.574369,phone,compliment,delivery,medium,Exchange request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,12386,,,,,f,,,f,
CS_000265,2434,2025-06-05 05:42:52.89428,social_media,compliment,quality,low,Thread coming loose,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,11285,,,,,f,,,f,
CS_000266,2629,2025-08-15 21:16:40.849011,live_chat,compliment,returns,medium,Return process question,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,7744,,,,,f,,,f,
CS_000267,3882,2025-05-03 22:25:04.700827,email,complaint,sizing,medium,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,3946,,,,,f,,,f,
CS_000268,2017,2025-09-06 20:56:56.166386,email,complaint,quality,medium,Quality concern with recent purchase,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000269,1093,2025-04-06 10:17:50.03627,live_chat,complaint,returns,low,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000270,252,2025-08-12 15:23:43.7785,phone,inquiry,returns,low,Need help with size exchange,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,5996,,,,,f,,,f,
CS_000271,3473,2025-06-09 06:34:07.462001,email,complaint,quality,medium,Thread coming loose,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000272,256,2025-07-03 18:19:21.498994,email,complaint,sizing,low,Exchange request,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",11572,,,,,f,,,f,
CS_000273,1548,2025-09-10 09:14:07.417683,phone,inquiry,delivery,low,Return process question,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,5869,,,,,f,,,f,
CS_000274,3423,2025-06-30 20:48:07.506515,email,complaint,sizing,low,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000275,961,2025-05-18 09:33:52.41864,phone,inquiry,quality,low,Exchange request,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,12924,,,,,f,,,f,
CS_000276,118,2025-07-06 16:21:58.912127,phone,inquiry,quality,low,Payment method update,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000277,2030,2025-04-10 16:34:11.80058,email,inquiry,payment,low,Dress size doesn't fit as expected,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000278,556,2025-04-05 13:34:33.231914,email,inquiry,quality,low,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,4326,,,,,f,,,f,
CS_000279,4787,2025-04-14 16:20:31.811526,live_chat,complaint,quality,medium,Exchange request,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000280,4769,2025-04-15 04:51:25.172424,phone,technical_support,sizing,low,Size chart confusion,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,2701,,,,,f,,,f,
CS_000281,3488,2025-08-10 19:05:18.252668,phone,compliment,delivery,medium,Return label request,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000282,3511,2025-04-12 19:55:33.384345,phone,inquiry,sizing,low,Dress size doesn't fit as expected,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,6129,,,,,f,,,f,
CS_000283,480,2025-06-02 11:42:09.002945,phone,inquiry,quality,low,Size chart confusion,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,8983,,,,,f,,,f,
CS_000284,3653,2025-06-08 04:35:04.567516,live_chat,inquiry,quality,low,Dress size doesn't fit as expected,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000285,4118,2025-07-16 18:28:02.228732,phone,complaint,quality,high,Order not received,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000286,80,2025-07-14 07:15:27.341575,live_chat,inquiry,sizing,medium,Refund status inquiry,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000287,4879,2025-08-20 16:11:00.719704,email,inquiry,product_info,low,Exchange request,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000288,3374,2025-07-20 13:45:48.548884,phone,inquiry,payment,medium,Size recommendation for dress,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,6065,,,,,f,,,f,
CS_000289,3178,2025-04-25 03:53:59.460774,phone,complaint,sizing,high,Need help with size exchange,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000290,3218,2025-09-09 00:40:24.386644,phone,return_request,quality,low,Exchange request,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000291,1746,2025-08-16 07:10:45.620721,phone,complaint,sizing,low,Need help with size exchange,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,4111,,,,,f,,,f,
CS_000292,2779,2025-04-08 10:13:07.402924,phone,compliment,quality,high,Fabric defect noticed,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
CS_000293,163,2025-08-22 05:55:52.148284,email,complaint,quality,low,Wrong item delivered,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000294,1948,2025-04-24 19:16:13.390535,live_chat,compliment,sizing,low,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,,,,,,f,,,f,
CS_000295,2477,2025-07-01 22:39:03.264145,live_chat,inquiry,delivery,medium,Charge dispute,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,,,,,,f,,,f,
CS_000296,4484,2025-04-27 10:44:23.524314,phone,complaint,delivery,low,Delivery tracking update needed,"Customer asking about care instructions and fabric composition for the dress. Provided detailed care guide: machine wash cold, hang dry, do not bleach. Fabric is 100% polyester with comfortable stretch. Customer appreciated the detailed information.",,,,,,f,,,f,
CS_000297,1442,2025-04-25 20:01:56.123343,email,inquiry,quality,medium,Billing inquiry,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,1305,,,,,f,,,f,
CS_000298,1603,2025-07-27 14:26:21.865356,email,complaint,delivery,low,Dress arrived damaged,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,3279,,,,,f,,,f,
CS_000299,3155,2025-05-12 00:31:35.192402,phone,complaint,quality,medium,Dress arrived damaged,Customer needs help with sizing for the Test Dress. Provided detailed size chart and measurement guide. Recommended size Medium based on customer measurements. Customer satisfied with recommendation and proceeding with order.,11092,,,,,f,,,f,
CS_000300,3649,2025-05-17 03:25:31.596972,phone,inquiry,returns,low,Payment method update,Customer inquiring about delivery status for recent order. Provided tracking information and expected delivery date. Package is in transit and on schedule. Customer satisfied with update and tracking details provided.,2424,,,,,f,,,f,
CS_000301,2672,2025-05-01 02:32:08.577892,live_chat,inquiry,sizing,low,Dress size doesn't fit as expected,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000302,3519,2025-05-27 07:58:58.693837,email,inquiry,quality,medium,Size chart confusion,Customer wants to return dress due to sizing issue. Provided return label via email. Return window is within policy (30 days). Expected refund processing time 5-7 business days after item received at warehouse. Customer satisfied with return process explanation.,,,,,,f,,,f,
CS_000303,2316,2025-08-30 19:36:52.596987,email,complaint,quality,low,Return process question,Customer expressed dissatisfaction with the product quality. The dress fabric feels cheaper than expected based on the price point. Customer is requesting a refund or exchange. Escalated to supervisor for resolution. Offered 20% discount for next purchase as gesture of goodwill.,,,,,,f,,,f,
