variant_id,product_id,sku,size,color,additional_price,stock_quantity,weight_oz,created_at
1663,P000370,SKU000370V1663,M,Pink,15.13,30,13.48,2023-12-03 05:00:24
1664,P000370,SKU000370V1664,XS,Navy,9.93,484,2.88,2024-03-11 16:53:56
1665,P000370,SKU000370V1665,S,White,10.46,491,11.28,2025-04-13 12:13:11
1666,P000371,SKU000371V1666,M,Red,6.76,221,6.47,2025-08-15 17:55:56
1667,P000371,SKU000371V1667,XS,Green,8.01,41,8.82,2024-09-05 04:55:03
1668,P000371,SKU000371V1668,XXL,Blue,13.89,290,12.7,2025-04-24 03:07:39
1669,P000372,SKU000372V1669,L,Navy,2.3,476,13.29,2024-08-13 23:34:39
1670,P000372,SKU000372V1670,S,Gray,1.13,359,9.25,2025-06-11 09:50:01
1671,P000372,SKU000372V1671,XS,Gray,9.57,31,4.85,2024-09-03 20:55:45
1672,P000372,SKU000372V1672,S,Navy,19.09,80,8.51,2024-05-07 08:34:41
1673,P000373,SKU000373V1673,L,Blue,0.39,401,5.77,2024-01-31 09:19:23
1674,P000373,SKU000373V1674,XS,Blue,11.0,30,4.6,2025-06-12 22:52:45
1675,P000373,SKU000373V1675,XS,Gray,4.59,261,2.09,2025-04-13 14:57:57
1676,P000373,SKU000373V1676,XXL,White,11.63,198,8.62,2025-08-23 10:49:51
1677,P000373,SKU000373V1677,S,Blue,4.26,284,2.1,2024-08-20 08:51:17
1678,P000374,SKU000374V1678,M,Brown,7.49,208,4.08,2025-04-14 02:14:28
1679,P000374,SKU000374V1679,S,Pink,5.13,110,6.25,2025-08-22 10:41:40
1680,P000374,SKU000374V1680,M,Blue,2.38,156,7.87,2024-08-12 21:10:54
1681,P000374,SKU000374V1681,L,Pink,19.35,353,8.65,2024-01-12 13:46:48
1682,P000374,SKU000374V1682,L,Gray,3.7,31,7.04,2025-07-06 03:06:49
1683,P000375,SKU000375V1683,XXL,Gray,4.0,301,11.56,2024-12-25 05:52:47
1684,P000375,SKU000375V1684,M,Gray,17.73,428,5.94,2025-01-02 14:22:46
1685,P000375,SKU000375V1685,L,Black,12.96,127,9.37,2023-12-02 00:39:35
1686,P000376,SKU000376V1686,S,Brown,0.48,16,4.81,2024-01-15 17:40:49
1687,P000376,SKU000376V1687,S,Red,4.13,494,11.36,2024-03-05 13:25:14
1688,P000376,SKU000376V1688,XXL,Red,9.16,210,9.82,2024-05-18 16:41:17
1689,P000376,SKU000376V1689,S,Green,9.6,315,5.71,2024-09-28 19:28:47
1690,P000376,SKU000376V1690,XXL,Gray,1.55,64,13.5,2025-07-30 23:54:12
1691,P000377,SKU000377V1691,XL,Black,17.14,494,5.57,2024-11-07 04:22:16
1692,P000377,SKU000377V1692,XS,Beige,8.9,383,9.39,2024-06-12 16:40:16
1693,P000377,SKU000377V1693,S,White,1.07,120,10.4,2023-11-16 12:32:14
1694,P000378,SKU000378V1694,XXL,Red,1.52,223,10.5,2025-09-19 23:16:57
1695,P000378,SKU000378V1695,M,Black,17.97,164,3.84,2024-12-27 23:06:09
1696,P000378,SKU000378V1696,L,Gray,2.41,335,11.68,2025-05-05 11:02:15
1697,P000378,SKU000378V1697,XXL,Black,17.61,487,8.19,2024-07-14 00:57:19
1698,P000378,SKU000378V1698,XS,White,1.72,130,7.92,2023-12-03 20:50:43
1699,P000378,SKU000378V1699,XL,Brown,5.46,21,11.14,2023-10-01 07:26:04
1700,P000379,SKU000379V1700,XS,Navy,4.31,213,10.81,2024-08-09 04:56:58
1701,P000379,SKU000379V1701,XS,Black,9.95,435,8.05,2025-02-03 08:15:24
1702,P000379,SKU000379V1702,S,Black,11.54,32,10.54,2025-09-05 09:53:49
1703,P000379,SKU000379V1703,M,Beige,14.38,113,12.43,2024-04-25 11:16:09
1704,P000379,SKU000379V1704,XS,Beige,19.26,106,5.05,2024-08-13 03:09:04
1705,P000379,SKU000379V1705,L,Black,19.92,32,13.36,2024-02-09 00:17:31
1706,P000380,SKU000380V1706,XL,Green,15.84,376,13.03,2024-11-30 21:10:15
1707,P000380,SKU000380V1707,XS,Beige,7.28,316,6.77,2024-09-19 02:35:25
1708,P000380,SKU000380V1708,L,Brown,3.28,347,13.72,2025-03-30 20:00:49
1709,P000380,SKU000380V1709,XXL,Brown,10.82,174,11.56,2024-12-10 06:46:39
1710,P000380,SKU000380V1710,M,Blue,3.48,215,6.84,2025-05-04 18:48:49
1711,P000380,SKU000380V1711,M,Beige,2.95,354,11.77,2025-09-05 18:30:08
1712,P000381,SKU000381V1712,XXL,Brown,8.16,231,3.12,2024-01-10 12:33:18
1713,P000381,SKU000381V1713,M,Navy,6.66,193,10.39,2024-02-27 22:28:48
1714,P000381,SKU000381V1714,L,Brown,17.24,94,13.57,2024-02-17 15:27:39
1715,P000381,SKU000381V1715,M,Brown,18.37,330,3.89,2025-07-03 14:56:35
1716,P000381,SKU000381V1716,M,Brown,12.65,391,4.07,2024-07-18 16:44:59
1717,P000381,SKU000381V1717,XL,Navy,19.54,415,4.68,2024-05-08 00:02:04
1718,P000382,SKU000382V1718,XS,Blue,17.61,266,9.07,2024-11-29 08:52:40
1719,P000382,SKU000382V1719,XL,White,11.51,140,14.15,2024-10-11 05:13:43
1720,P000382,SKU000382V1720,XXL,Navy,14.79,360,11.23,2023-10-28 23:19:42
1721,P000382,SKU000382V1721,M,Green,2.34,384,12.87,2025-06-26 06:08:20
1722,P000382,SKU000382V1722,M,Brown,18.74,277,10.54,2025-06-28 22:26:05
1723,P000382,SKU000382V1723,L,Gray,11.54,393,7.3,2024-05-17 17:36:20
1724,P000383,SKU000383V1724,S,Green,3.11,365,13.64,2025-07-05 09:50:44
1725,P000383,SKU000383V1725,S,Black,17.86,268,12.4,2024-12-23 17:07:21
1726,P000383,SKU000383V1726,L,Navy,18.32,365,14.35,2024-05-19 05:25:28
1727,P000384,SKU000384V1727,L,Beige,16.5,287,10.3,2024-10-13 22:45:02
1728,P000384,SKU000384V1728,S,Black,0.32,161,3.57,2024-12-03 13:48:16
1729,P000384,SKU000384V1729,S,White,1.34,241,14.36,2025-04-22 19:57:57
1730,P000384,SKU000384V1730,L,Red,13.23,15,11.07,2024-09-20 03:25:06
1731,P000385,SKU000385V1731,M,Blue,7.5,165,7.57,2024-03-18 13:24:37
1732,P000385,SKU000385V1732,XL,Green,12.7,313,2.54,2023-10-17 00:23:02
1733,P000385,SKU000385V1733,L,Black,10.0,189,2.4,2025-06-01 17:27:05
1734,P000385,SKU000385V1734,XXL,Green,17.22,206,11.79,2023-09-28 01:39:33
1735,P000385,SKU000385V1735,XS,Blue,13.77,327,13.45,2024-01-23 19:15:53
1736,P000386,SKU000386V1736,XS,Blue,0.77,259,11.87,2024-04-17 04:42:16
1737,P000386,SKU000386V1737,XS,Green,5.04,57,3.08,2024-05-16 07:36:47
1738,P000386,SKU000386V1738,XXL,White,9.09,393,6.39,2025-02-04 16:51:52
1739,P000386,SKU000386V1739,XL,Green,0.69,168,9.18,2025-07-05 03:28:04
1740,P000386,SKU000386V1740,XXL,Green,4.33,220,3.23,2025-02-01 14:24:14
1741,P000386,SKU000386V1741,XXL,Navy,11.87,355,12.15,2024-09-27 04:51:21
1742,P000387,SKU000387V1742,XS,Brown,3.62,150,11.06,2023-12-31 14:52:32
1743,P000387,SKU000387V1743,L,Brown,13.07,34,5.29,2025-02-15 00:00:25
1744,P000387,SKU000387V1744,XS,Brown,9.82,471,7.87,2025-02-24 09:34:35
1745,P000387,SKU000387V1745,S,Black,5.81,179,7.55,2025-08-19 12:55:58
1746,P000387,SKU000387V1746,XXL,Navy,19.37,49,4.59,2024-05-06 14:57:44
1747,P000387,SKU000387V1747,L,Gray,0.11,407,11.68,2024-08-15 04:24:57
1748,P000388,SKU000388V1748,L,Black,6.05,124,6.42,2024-02-12 11:47:31
1749,P000388,SKU000388V1749,XXL,Pink,16.91,127,11.28,2024-10-12 05:28:44
1750,P000388,SKU000388V1750,XXL,White,2.03,81,3.72,2025-08-30 11:54:01
1751,P000388,SKU000388V1751,XL,Pink,0.47,264,6.77,2025-03-13 10:22:34
1752,P000389,SKU000389V1752,XS,Brown,17.95,198,10.25,2025-02-07 23:43:45
1753,P000389,SKU000389V1753,XS,Blue,9.47,152,7.67,2024-04-03 06:31:32
1754,P000389,SKU000389V1754,XXL,Blue,1.34,54,5.42,2023-10-18 06:15:29
1755,P000389,SKU000389V1755,XXL,Red,9.49,269,13.95,2023-12-27 20:58:55
1756,P000389,SKU000389V1756,S,White,0.48,54,9.42,2025-05-12 03:26:00
1757,P000389,SKU000389V1757,XXL,Gray,8.92,289,6.85,2024-04-28 11:45:00
1758,P000390,SKU000390V1758,L,White,19.42,346,4.41,2024-10-13 03:10:20
1759,P000390,SKU000390V1759,L,White,11.19,128,4.63,2023-11-16 23:53:27
1760,P000390,SKU000390V1760,M,Navy,14.93,210,2.15,2025-01-03 08:11:36
1761,P000390,SKU000390V1761,XS,Brown,15.76,67,8.82,2025-04-27 06:23:58
1762,P000390,SKU000390V1762,M,Pink,10.61,165,13.45,2024-07-03 03:44:09
1763,P000391,SKU000391V1763,M,Gray,17.21,420,4.78,2024-12-20 11:54:03
1764,P000391,SKU000391V1764,XXL,Green,9.57,119,3.29,2024-10-03 08:57:23
1765,P000391,SKU000391V1765,L,Brown,12.67,287,13.16,2024-12-08 11:07:28
1766,P000391,SKU000391V1766,XS,Navy,13.34,449,8.63,2024-08-29 20:57:22
1767,P000392,SKU000392V1767,L,Brown,19.8,47,9.36,2025-07-31 15:11:28
1768,P000392,SKU000392V1768,S,Blue,16.8,195,14.19,2024-04-13 11:52:10
1769,P000392,SKU000392V1769,M,Blue,1.19,231,2.56,2025-01-25 22:44:41
1770,P000393,SKU000393V1770,L,Black,3.85,381,14.1,2025-03-11 22:23:31
1771,P000393,SKU000393V1771,L,Green,12.13,453,4.92,2024-09-29 22:05:31
1772,P000393,SKU000393V1772,S,Green,12.3,414,8.62,2025-03-18 09:42:59
1773,P000393,SKU000393V1773,L,Navy,4.83,276,5.74,2025-06-22 17:54:34
1774,P000393,SKU000393V1774,XS,Blue,12.0,223,2.86,2023-12-28 01:15:05
1775,P000394,SKU000394V1775,XXL,Navy,15.46,30,6.8,2024-07-12 01:02:36
1776,P000394,SKU000394V1776,L,Beige,9.29,423,14.83,2024-10-28 06:13:28
1777,P000394,SKU000394V1777,M,Beige,16.73,319,6.25,2025-04-17 11:21:49
1778,P000395,SKU000395V1778,L,Brown,9.76,397,13.33,2024-12-15 23:44:32
1779,P000395,SKU000395V1779,XXL,Pink,13.9,482,10.87,2023-10-09 19:06:50
1780,P000395,SKU000395V1780,XL,Pink,2.75,182,3.18,2025-07-13 17:12:45
1781,P000395,SKU000395V1781,L,Red,10.65,325,10.21,2024-04-14 18:10:25
1782,P000395,SKU000395V1782,M,Beige,18.68,457,5.76,2024-01-30 15:44:32
1783,P000396,SKU000396V1783,M,Red,18.14,299,4.49,2024-12-20 22:52:32
1784,P000396,SKU000396V1784,M,Gray,16.51,275,10.79,2023-11-10 14:45:46
1785,P000396,SKU000396V1785,M,Beige,11.96,352,10.57,2024-01-17 16:14:36
1786,P000396,SKU000396V1786,XL,Navy,16.04,362,5.84,2024-05-31 11:20:16
1787,P000397,SKU000397V1787,XXL,Brown,11.06,114,12.37,2024-09-18 06:31:56
1788,P000397,SKU000397V1788,XL,Brown,3.47,380,11.4,2025-08-08 09:04:13
1789,P000397,SKU000397V1789,M,Gray,4.11,414,10.23,2025-03-17 15:46:57
1790,P000397,SKU000397V1790,M,Navy,17.75,424,8.46,2024-01-09 09:54:16
1791,P000397,SKU000397V1791,S,Blue,9.69,148,14.12,2024-06-29 18:11:52
1792,P000398,SKU000398V1792,XL,Red,2.93,320,2.94,2024-01-31 00:20:51
1793,P000398,SKU000398V1793,XS,Blue,16.26,211,2.04,2023-11-06 05:57:35
1794,P000398,SKU000398V1794,S,Beige,18.56,242,14.15,2024-04-24 22:59:37
1795,P000398,SKU000398V1795,XL,Pink,16.42,271,9.38,2024-07-02 16:37:28
1796,P000398,SKU000398V1796,S,Beige,1.02,228,10.17,2024-08-17 00:21:28
1797,P000398,SKU000398V1797,L,Pink,2.16,233,7.03,2025-02-01 08:33:22
1798,P000399,SKU000399V1798,S,Navy,2.46,399,12.42,2025-09-03 14:54:44
1799,P000399,SKU000399V1799,XS,Black,16.94,152,3.4,2024-06-28 16:04:43
1800,P000399,SKU000399V1800,XL,Beige,2.55,59,14.03,2023-11-03 00:09:41
1801,P000400,SKU000400V1801,S,Black,17.83,300,2.78,2024-05-08 07:21:40
1802,P000400,SKU000400V1802,XS,Red,19.54,378,5.6,2024-05-09 17:03:46
1803,P000400,SKU000400V1803,L,Gray,4.61,326,9.85,2024-11-10 12:44:21
1804,P000400,SKU000400V1804,M,Brown,7.07,131,3.97,2025-02-03 10:52:35
1805,P000400,SKU000400V1805,XL,Pink,6.33,122,4.23,2025-09-22 10:15:51
1806,P000400,SKU000400V1806,L,Gray,10.83,18,14.41,2023-11-24 20:12:11
1807,P000401,SKU000401V1807,XL,Pink,19.57,148,12.52,2024-10-29 07:12:56
1808,P000401,SKU000401V1808,XS,White,4.92,218,4.87,2024-02-23 17:01:13
1809,P000401,SKU000401V1809,L,Pink,3.31,98,13.93,2025-05-13 11:34:21
1810,P000402,SKU000402V1810,XS,Black,4.78,167,7.66,2025-01-25 23:22:36
1811,P000402,SKU000402V1811,XL,Blue,8.92,128,3.3,2024-02-15 12:01:51
1812,P000402,SKU000402V1812,XS,Blue,14.25,236,3.96,2025-05-12 02:53:35
1813,P000402,SKU000402V1813,L,Pink,15.01,21,9.04,2023-12-08 13:49:08
1814,P000402,SKU000402V1814,M,Gray,17.64,261,7.68,2025-01-03 05:47:30
1815,P000403,SKU000403V1815,M,Black,9.98,325,7.04,2025-05-02 18:03:44
1816,P000403,SKU000403V1816,L,Pink,4.11,83,11.14,2024-02-02 23:41:21
1817,P000403,SKU000403V1817,XL,Blue,3.37,216,4.69,2024-11-21 11:34:57
1818,P000403,SKU000403V1818,M,Red,8.1,137,11.29,2024-06-02 17:52:39
1819,P000403,SKU000403V1819,S,Blue,12.01,250,14.49,2025-08-03 19:34:07
1820,P000404,SKU000404V1820,XXL,White,9.04,419,2.28,2024-05-28 18:38:22
1821,P000404,SKU000404V1821,XL,Red,7.19,20,8.38,2025-06-29 09:07:44
1822,P000404,SKU000404V1822,XXL,Green,18.18,55,7.69,2025-07-13 11:53:46
1823,P000404,SKU000404V1823,M,Gray,5.38,476,14.96,2025-03-11 04:45:47
1824,P000405,SKU000405V1824,S,Navy,4.38,309,10.39,2025-06-08 10:50:30
1825,P000405,SKU000405V1825,XL,Brown,16.2,443,2.47,2024-05-17 00:26:40
1826,P000405,SKU000405V1826,L,Red,0.96,127,3.17,2024-04-24 00:24:43
1827,P000405,SKU000405V1827,S,White,12.31,293,2.65,2025-03-11 13:38:49
1828,P000405,SKU000405V1828,XS,Brown,18.64,241,3.94,2025-03-21 07:06:26
1829,P000405,SKU000405V1829,S,Blue,5.57,478,4.42,2025-03-13 19:45:41
1830,P000406,SKU000406V1830,M,Navy,10.41,128,13.33,2024-07-03 17:57:45
1831,P000406,SKU000406V1831,XL,Black,11.45,410,12.2,2023-12-09 14:30:51
1832,P000406,SKU000406V1832,XXL,Navy,5.76,250,14.25,2024-11-14 06:22:00
1833,P000406,SKU000406V1833,S,Gray,0.34,110,9.83,2024-12-19 16:54:11
1834,P000406,SKU000406V1834,XS,White,15.46,147,12.62,2024-06-25 06:53:47
1835,P000406,SKU000406V1835,S,Brown,2.48,246,9.19,2025-06-26 15:45:02
1836,P000407,SKU000407V1836,XXL,Navy,3.05,487,4.43,2024-01-15 19:08:19
1837,P000407,SKU000407V1837,XS,Red,17.11,402,5.54,2023-10-06 04:28:47
1838,P000407,SKU000407V1838,XS,Brown,10.09,39,7.12,2024-01-10 12:58:21
1839,P000407,SKU000407V1839,S,Black,9.38,443,3.72,2024-11-01 15:27:10
1840,P000407,SKU000407V1840,XL,Red,11.48,152,8.01,2024-05-01 18:03:26
1841,P000408,SKU000408V1841,S,White,14.27,92,10.32,2024-07-11 21:32:18
1842,P000408,SKU000408V1842,XS,White,19.66,79,2.01,2025-05-23 02:04:49
1843,P000408,SKU000408V1843,L,Brown,15.98,356,11.81,2024-10-06 19:13:22
1844,P000408,SKU000408V1844,XL,Brown,14.52,465,8.83,2024-08-11 04:11:03
1845,P000408,SKU000408V1845,XXL,Brown,7.08,320,9.51,2024-06-16 11:56:44
1846,P000408,SKU000408V1846,XXL,Blue,15.03,278,14.18,2025-09-10 11:00:27
1847,P000409,SKU000409V1847,XL,Green,2.52,28,4.69,2025-09-02 14:22:06
1848,P000409,SKU000409V1848,XL,Red,16.84,69,9.86,2024-01-30 19:08:00
1849,P000409,SKU000409V1849,L,Blue,7.52,201,2.31,2023-12-14 17:15:26
1850,P000409,SKU000409V1850,L,Gray,15.01,120,7.66,2024-03-13 09:33:25
1851,P000410,SKU000410V1851,L,Pink,15.81,393,3.82,2024-01-24 05:09:44
1852,P000410,SKU000410V1852,M,Blue,4.89,18,13.71,2024-10-21 03:47:14
1853,P000410,SKU000410V1853,L,Beige,9.74,248,11.27,2024-03-15 21:54:15
1854,P000410,SKU000410V1854,M,Gray,9.27,222,14.48,2025-07-03 01:42:16
1855,P000411,SKU000411V1855,S,White,5.91,37,6.56,2024-02-19 12:23:36
1856,P000411,SKU000411V1856,L,Blue,1.56,160,6.61,2025-06-04 17:54:49
1857,P000411,SKU000411V1857,XL,Brown,9.54,488,14.76,2025-08-22 22:23:58
1858,P000411,SKU000411V1858,L,White,7.05,109,6.03,2024-12-03 02:08:16
1859,P000412,SKU000412V1859,XS,White,2.92,374,9.3,2025-01-14 15:11:00
1860,P000412,SKU000412V1860,XS,Black,10.19,332,8.77,2025-03-14 20:06:37
1861,P000412,SKU000412V1861,XS,Green,8.07,418,9.97,2025-07-02 22:46:15
1862,P000412,SKU000412V1862,M,Pink,6.53,198,2.66,2024-11-07 10:55:43
1863,P000413,SKU000413V1863,L,Green,8.67,273,2.47,2025-07-14 07:55:59
1864,P000413,SKU000413V1864,XL,Pink,10.12,88,14.13,2024-11-12 11:01:54
1865,P000413,SKU000413V1865,L,Red,13.21,235,11.51,2025-04-01 14:53:28
1866,P000414,SKU000414V1866,S,Navy,15.24,110,3.21,2024-11-27 05:32:15
1867,P000414,SKU000414V1867,L,Beige,7.89,31,2.57,2025-03-24 15:12:58
1868,P000414,SKU000414V1868,XS,Navy,3.89,301,4.52,2025-05-05 14:37:46
1869,P000414,SKU000414V1869,S,Blue,10.94,140,14.88,2025-06-10 13:13:51
1870,P000414,SKU000414V1870,S,Black,19.82,93,13.16,2023-12-23 16:32:38
1871,P000415,SKU000415V1871,XXL,Green,15.74,122,8.09,2024-08-15 07:56:53
1872,P000415,SKU000415V1872,S,Green,2.28,352,7.97,2024-09-17 20:13:51
1873,P000415,SKU000415V1873,M,Pink,14.56,200,13.06,2025-09-06 16:06:30
1874,P000415,SKU000415V1874,M,Pink,11.17,465,13.72,2023-11-24 12:15:19
1875,P000415,SKU000415V1875,XXL,Red,12.63,177,8.85,2023-12-25 16:59:28
1876,P000416,SKU000416V1876,XL,Gray,4.52,21,7.64,2025-06-23 04:25:20
1877,P000416,SKU000416V1877,M,Red,18.8,163,8.49,2024-01-06 02:23:40
1878,P000416,SKU000416V1878,XXL,Blue,1.03,312,5.9,2025-09-12 09:39:19
1879,P000416,SKU000416V1879,M,White,16.48,294,4.91,2023-10-09 16:01:31
1880,P000416,SKU000416V1880,S,Gray,9.29,88,14.04,2024-10-02 14:55:03
1881,P000417,SKU000417V1881,L,Blue,8.39,179,5.89,2024-06-22 15:09:11
1882,P000417,SKU000417V1882,S,Navy,12.46,495,14.07,2024-05-25 04:12:01
1883,P000417,SKU000417V1883,XS,Red,18.52,39,7.66,2025-03-15 22:10:07
1884,P000417,SKU000417V1884,L,Navy,8.28,25,6.34,2024-07-03 18:49:04
1885,P000417,SKU000417V1885,M,White,6.16,259,13.43,2024-01-12 03:27:30
1886,P000418,SKU000418V1886,L,Pink,4.28,230,13.04,2025-06-21 18:45:19
1887,P000418,SKU000418V1887,M,Gray,12.21,94,6.37,2024-09-03 10:22:10
1888,P000418,SKU000418V1888,XL,Red,11.87,446,3.08,2025-08-17 05:45:06
1889,P000418,SKU000418V1889,XS,White,15.92,14,3.95,2025-01-02 09:01:41
1890,P000418,SKU000418V1890,L,Green,17.93,488,14.61,2024-11-05 11:44:03
1891,P000418,SKU000418V1891,XXL,Navy,19.84,11,8.13,2025-05-11 06:23:26
1892,P000419,SKU000419V1892,S,Beige,19.67,197,10.82,2024-06-17 20:14:00
1893,P000419,SKU000419V1893,XXL,Red,13.32,54,2.53,2024-02-06 22:13:26
1894,P000419,SKU000419V1894,M,Red,2.0,308,3.07,2025-03-30 13:26:59
1895,P000420,SKU000420V1895,XL,Black,16.43,108,12.26,2024-05-19 19:46:34
1896,P000420,SKU000420V1896,L,Green,2.15,313,5.79,2023-10-18 12:09:59
1897,P000420,SKU000420V1897,XL,White,16.64,155,3.8,2025-04-26 09:47:39
1898,P000421,SKU000421V1898,XL,Beige,3.15,407,11.1,2025-06-19 20:48:43
1899,P000421,SKU000421V1899,XS,Green,12.13,362,5.69,2023-12-27 06:51:22
1900,P000421,SKU000421V1900,L,Red,13.3,365,8.14,2024-03-16 21:06:02
1901,P000421,SKU000421V1901,L,Red,19.03,166,5.82,2024-01-04 03:27:42
1902,P000421,SKU000421V1902,XXL,Blue,8.36,486,5.06,2025-07-22 16:14:35
1903,P000421,SKU000421V1903,M,Red,4.21,246,3.93,2025-03-18 09:42:02
1904,P000422,SKU000422V1904,XS,White,1.17,458,3.53,2024-01-14 17:49:13
1905,P000422,SKU000422V1905,XS,Green,2.52,380,2.95,2025-03-13 14:10:43
1906,P000422,SKU000422V1906,M,Red,11.59,377,8.26,2024-03-20 03:42:12
1907,P000422,SKU000422V1907,L,White,18.6,352,14.25,2024-05-21 22:55:45
1908,P000423,SKU000423V1908,XXL,Gray,17.91,345,2.44,2024-01-01 12:38:05
1909,P000423,SKU000423V1909,S,Blue,3.83,43,2.64,2024-03-07 03:46:11
1910,P000423,SKU000423V1910,M,Blue,3.73,264,8.03,2024-01-05 07:29:38
1911,P000423,SKU000423V1911,L,Red,8.99,427,6.25,2023-11-26 05:21:09
1912,P000423,SKU000423V1912,XXL,Blue,13.17,500,13.9,2024-08-21 02:59:25
1913,P000424,SKU000424V1913,XS,Navy,19.09,222,3.21,2025-03-15 17:50:00
1914,P000424,SKU000424V1914,M,Navy,0.84,81,5.12,2025-05-10 19:50:32
1915,P000424,SKU000424V1915,XL,Green,19.14,474,4.63,2025-05-27 03:25:24
1916,P000424,SKU000424V1916,S,Blue,0.77,14,10.21,2023-12-21 22:42:09
1917,P000425,SKU000425V1917,XL,Red,6.74,63,8.28,2023-11-25 13:08:27
1918,P000425,SKU000425V1918,XL,Gray,4.22,180,10.84,2023-10-10 18:37:36
1919,P000425,SKU000425V1919,XXL,Brown,5.47,210,13.56,2025-05-19 21:21:40
1920,P000425,SKU000425V1920,XL,Pink,18.53,110,7.65,2024-10-06 07:12:55
1921,P000425,SKU000425V1921,XXL,Black,9.1,378,9.68,2025-05-06 09:46:46
1922,P000426,SKU000426V1922,XL,Green,0.89,180,2.23,2024-08-26 03:05:08
1923,P000426,SKU000426V1923,XL,White,9.49,459,7.42,2023-10-29 04:37:23
1924,P000426,SKU000426V1924,L,Pink,11.44,482,6.1,2024-02-25 16:17:52
1925,P000426,SKU000426V1925,XL,Gray,8.99,163,13.59,2023-12-18 21:54:42
1926,P000426,SKU000426V1926,XS,Gray,13.37,306,5.3,2023-10-21 15:21:01
1927,P000427,SKU000427V1927,XS,Brown,4.58,123,14.38,2025-06-03 03:40:12
1928,P000427,SKU000427V1928,L,Gray,7.94,230,2.62,2025-02-19 15:24:19
1929,P000427,SKU000427V1929,XS,Beige,10.71,470,9.11,2024-10-28 23:59:45
1930,P000427,SKU000427V1930,L,Black,10.04,497,11.53,2024-12-29 21:39:19
1931,P000427,SKU000427V1931,XXL,Beige,15.38,349,2.67,2023-11-11 04:50:02
1932,P000428,SKU000428V1932,XL,Brown,5.75,69,13.12,2024-09-24 12:22:43
1933,P000428,SKU000428V1933,L,Brown,14.51,100,9.09,2023-12-27 12:55:14
1934,P000428,SKU000428V1934,S,Black,13.7,50,6.27,2025-08-31 20:15:49
1935,P000428,SKU000428V1935,S,Green,0.41,76,14.1,2024-04-09 16:32:39
1936,P000429,SKU000429V1936,S,Beige,13.44,222,4.1,2023-10-29 18:52:32
1937,P000429,SKU000429V1937,L,Gray,14.58,195,3.27,2023-11-16 14:59:25
1938,P000429,SKU000429V1938,M,Beige,19.96,364,9.13,2024-05-17 11:08:07
1939,P000429,SKU000429V1939,XS,White,19.66,457,3.58,2025-02-25 16:45:46
1940,P000429,SKU000429V1940,XS,Gray,1.32,404,12.33,2023-10-04 03:32:28
1941,P000430,SKU000430V1941,S,White,15.3,182,3.58,2025-05-04 05:53:11
1942,P000430,SKU000430V1942,XL,Green,10.22,256,10.68,2023-12-10 03:00:26
1943,P000430,SKU000430V1943,M,White,7.13,57,6.59,2025-05-25 20:29:56
1944,P000430,SKU000430V1944,L,Gray,10.91,138,11.43,2023-12-31 07:43:44
1945,P000430,SKU000430V1945,XL,White,19.84,93,3.9,2025-09-09 19:55:16
1946,P000431,SKU000431V1946,XL,Brown,3.88,483,11.85,2025-01-05 14:15:55
1947,P000431,SKU000431V1947,M,Black,6.8,209,12.3,2024-03-03 17:00:20
1948,P000431,SKU000431V1948,L,White,16.15,407,12.55,2024-12-25 13:45:52
1949,P000431,SKU000431V1949,S,Navy,3.8,336,8.28,2025-08-26 03:10:01
1950,P000432,SKU000432V1950,XXL,Gray,16.69,488,13.87,2024-02-28 12:46:32
1951,P000432,SKU000432V1951,L,Brown,15.42,208,6.19,2024-02-16 16:37:58
1952,P000432,SKU000432V1952,M,Gray,18.0,28,7.89,2025-02-28 00:57:07
1953,P000433,SKU000433V1953,XL,Red,0.34,350,14.14,2024-06-25 05:06:45
1954,P000433,SKU000433V1954,XXL,Red,8.31,438,2.1,2023-10-18 21:28:46
1955,P000433,SKU000433V1955,M,Green,1.7,441,3.25,2023-12-05 16:17:56
1956,P000434,SKU000434V1956,XL,Navy,9.47,293,14.95,2024-01-17 05:25:43
1957,P000434,SKU000434V1957,XXL,Red,2.4,425,2.42,2025-07-14 04:03:05
1958,P000434,SKU000434V1958,XXL,Red,4.92,284,12.69,2025-04-27 18:11:20
1959,P000435,SKU000435V1959,XS,White,1.1,163,10.64,2024-04-28 14:42:25
1960,P000435,SKU000435V1960,S,Beige,16.31,88,5.65,2024-12-19 11:23:54
1961,P000435,SKU000435V1961,L,White,19.5,196,2.98,2024-06-22 08:11:35
1962,P000435,SKU000435V1962,M,Beige,8.14,23,14.76,2024-06-25 17:35:41
1963,P000435,SKU000435V1963,M,Navy,14.24,455,3.79,2024-01-28 21:03:20
1964,P000436,SKU000436V1964,M,White,1.9,145,11.98,2025-07-21 08:58:45
1965,P000436,SKU000436V1965,M,White,3.65,118,9.57,2024-10-19 00:33:06
1966,P000436,SKU000436V1966,XS,Gray,0.98,169,12.94,2025-05-24 15:15:24
1967,P000437,SKU000437V1967,XXL,Brown,18.7,455,10.98,2025-04-14 01:16:57
1968,P000437,SKU000437V1968,M,Brown,13.16,61,13.64,2025-01-14 06:23:09
1969,P000437,SKU000437V1969,XS,Beige,18.38,225,3.21,2024-03-31 23:56:54
1970,P000438,SKU000438V1970,M,Black,2.74,58,14.34,2024-10-22 08:14:24
1971,P000438,SKU000438V1971,XL,Black,2.14,254,2.55,2024-12-12 02:00:27
