return_id,order_id,customer_id,return_date,return_reason,return_status,refund_amount,refund_method,restocking_fee,return_method,condition_received,processed_by,created_at
RETL1NUEWZ2,3742,2940,2025-06-01 14:48:28,fit,completed,53.11,original_payment,6.06,store,poor,Joel Lloyd,2025-06-01 14:48:28
RETW5HM3BV8,10732,2489,2025-09-24 01:04:09,defective,completed,47.21,store_credit,6.52,mail,new,Stanley Walker,2025-09-24 01:04:09
RET39TZ3V1J,11648,51,2025-07-11 19:34:59,other,pending,68.53,original_payment,2.95,pickup,fair,Joshua Shaw,2025-07-11 19:34:59
RET3MJHWI70,2873,1132,2024-06-11 07:54:30,changed_mind,completed,59.58,original_payment,6.76,mail,poor,Jessica Stevenson,2024-06-11 07:54:30
RETRUYFOIXW,7730,2014,2025-07-02 08:07:29,defective,completed,35.65,original_payment,12.41,pickup,new,Miss Shelly Ryan,2025-07-02 08:07:29
RETXTKDT0AN,9261,946,2024-03-09 10:44:36,fit,completed,27.97,store_credit,9.54,store,good,Jeffrey Wright,2024-03-09 10:44:36
RET8G2LWF0Y,5465,3897,2025-08-01 12:41:23,fit,approved,38.14,original_payment,2.75,mail,poor,John Smith DVM,2025-08-01 12:41:23
RETL2LZ48CJ,4110,4783,2025-03-07 18:56:40,fit,pending,34.9,store_credit,0.84,store,fair,Gilbert Baird,2025-03-07 18:56:40
RETXT7PQOGM,8791,2377,2025-06-23 23:05:09,changed_mind,completed,60.91,original_payment,0.49,store,good,Ashley Kim,2025-06-23 23:05:09
RETE0CQ5MTI,10975,3866,2025-03-20 20:51:41,changed_mind,pending,60.47,original_payment,5.77,mail,poor,Charles Drake,2025-03-20 20:51:41
RETODBNUP7W,4337,4292,2025-09-08 20:18:05,fit,processed,44.36,original_payment,11.98,store,good,Meghan Hull,2025-09-08 20:18:05
RETPWEP3D7Q,9970,2046,2025-08-09 23:16:57,fit,processed,58.55,original_payment,12.06,mail,poor,Daniel Weaver,2025-08-09 23:16:57
RET3TYP5JXZ,1245,3247,2025-01-07 18:13:42,changed_mind,pending,66.37,original_payment,4.39,store,good,Alan Thomas,2025-01-07 18:13:42
RETF1LB2JRJ,6040,3951,2025-06-02 08:02:35,fit,pending,63.26,original_payment,14.43,store,good,Peter Park,2025-06-02 08:02:35
RET3O09AG4K,9293,3691,2025-08-11 12:11:44,fit,completed,46.74,original_payment,4.98,store,fair,Elizabeth Miller,2025-08-11 12:11:44
RETEZAPURXM,11496,3173,2025-04-22 04:44:24,fit,approved,84.54,original_payment,3.35,store,poor,Ronald Ortiz,2025-04-22 04:44:24
RET2MG6G6SK,7175,3248,2025-03-21 18:43:50,fit,completed,31.46,store_credit,0.39,pickup,like_new,Marcus Todd,2025-03-21 18:43:50
RETXCOJPCK3,2870,2786,2025-04-15 22:22:01,fit,pending,36.95,original_payment,5.83,mail,new,Justin Manning,2025-04-15 22:22:01
RET3D8Y6FEB,9624,1441,2025-01-04 02:59:09,changed_mind,processed,59.19,store_credit,7.93,store,new,Jeffery Kim,2025-01-04 02:59:09
RETSAAUFA2K,6478,3848,2025-08-30 17:31:45,changed_mind,approved,30.66,original_payment,2.23,store,like_new,John Berry,2025-08-30 17:31:45
RETRGPK5LHA,3812,1951,2025-06-15 07:34:19,defective,pending,62.53,original_payment,6.97,mail,like_new,Julia Cooper,2025-06-15 07:34:19
RETITEP2I6K,330,3410,2025-07-29 16:04:27,defective,completed,50.78,store_credit,12.52,pickup,new,Wanda Rivera,2025-07-29 16:04:27
RETUK01AL32,4382,49,2025-08-30 22:28:10,fit,pending,48.82,store_credit,5.76,store,fair,Elizabeth Reynolds,2025-08-30 22:28:10
RETFQCFJOPV,10626,2189,2025-07-22 21:31:00,other,processed,54.41,store_credit,7.71,mail,good,Melissa Benton,2025-07-22 21:31:00
RETS9DMLFX7,9012,3829,2025-08-31 20:16:23,fit,processed,58.22,original_payment,6.93,pickup,new,Ryan Ellison,2025-08-31 20:16:23
RETUB7CET51,4768,1301,2025-06-06 12:52:46,other,pending,56.05,store_credit,14.97,pickup,good,Grace Hall,2025-06-06 12:52:46
RETD05YMAW7,10535,2608,2024-03-03 10:03:41,fit,approved,31.32,original_payment,10.24,pickup,good,Jesse Johnson,2024-03-03 10:03:41
RET3EEO4WOV,8334,1878,2025-09-17 21:38:27,changed_mind,approved,34.06,original_payment,5.14,mail,fair,Bryan Madden,2025-09-17 21:38:27
RETHJD2T3D8,1335,4759,2025-01-21 11:20:54,defective,completed,42.92,original_payment,8.24,pickup,fair,Roy Frye,2025-01-21 11:20:54
RETI53H7HZJ,3217,1275,2024-09-27 15:29:48,changed_mind,pending,24.94,store_credit,0.75,pickup,good,Thomas Foster,2024-09-27 15:29:48
RETMWTXPHVH,11738,1813,2025-09-01 03:21:29,changed_mind,approved,38.31,original_payment,0.92,store,fair,Andrew Peters,2025-09-01 03:21:29
RETC3JA8C9U,9409,2103,2024-10-26 04:18:27,changed_mind,pending,32.62,original_payment,8.36,store,poor,Daniel Galloway,2024-10-26 04:18:27
RETASU7ASC6,7914,962,2024-09-20 21:57:54,fit,pending,39.97,original_payment,1.35,mail,new,Jacob Garrett PhD,2024-09-20 21:57:54
RETKB92UFAW,5483,942,2025-03-12 19:34:18,fit,completed,37.63,store_credit,14.63,store,good,Amanda Robinson,2025-03-12 19:34:18
RET2N5HLDDR,9454,3372,2025-09-09 16:39:39,changed_mind,pending,39.84,original_payment,4.7,store,new,Christine Ortega,2025-09-09 16:39:39
RETH7TGMTSD,3050,1923,2025-08-19 20:48:07,changed_mind,approved,20.29,store_credit,10.61,store,poor,Mary Rogers,2025-08-19 20:48:07
RETPEI69OI6,9686,1213,2025-08-17 09:29:00,changed_mind,completed,52.71,store_credit,8.6,pickup,poor,Regina Cervantes,2025-08-17 09:29:00
RETNX2DC9WD,9240,1968,2025-03-07 20:50:09,defective,completed,21.73,store_credit,12.63,store,poor,David Robinson,2025-03-07 20:50:09
RETJOJPD9CS,11386,384,2025-08-14 13:07:29,changed_mind,processed,60.08,original_payment,6.65,pickup,good,Kathy Trevino,2025-08-14 13:07:29
RETMILVY1OE,1620,1115,2023-12-25 17:55:32,other,processed,80.31,store_credit,3.46,pickup,fair,Roberto Hansen,2023-12-25 17:55:32
RETNFSVA9VR,2655,3798,2025-06-27 22:14:11,fit,pending,66.89,original_payment,8.03,pickup,poor,Renee Thompson,2025-06-27 22:14:11
RET0SMCTXVI,8969,4302,2025-06-05 23:41:22,other,approved,57.75,store_credit,6.95,mail,good,Eric Harmon,2025-06-05 23:41:22
RETOPPEA48C,11507,682,2025-08-16 05:23:56,changed_mind,processed,37.12,store_credit,8.91,mail,fair,Patricia Parker,2025-08-16 05:23:56
RETKVRGI0M6,1011,726,2025-08-02 18:02:53,fit,approved,26.82,original_payment,9.32,store,poor,Jeremy Parker,2025-08-02 18:02:53
RET8DO2FJ2M,5885,8,2025-08-15 02:36:50,other,processed,47.37,original_payment,11.78,pickup,new,Jason Martinez,2025-08-15 02:36:50
RET5LYCKRRB,1393,4378,2025-09-17 23:11:35,defective,pending,60.93,store_credit,13.79,mail,good,Danielle Andrews,2025-09-17 23:11:35
RETG0A49RN6,2005,1822,2025-08-29 12:26:16,fit,approved,45.73,store_credit,4.53,store,good,Candice Richardson,2025-08-29 12:26:16
RETGAQFP82F,3043,994,2025-07-28 15:00:02,fit,pending,63.39,store_credit,9.31,store,new,Andrew Brown,2025-07-28 15:00:02
RETFZ2O1NX5,11604,1555,2025-09-23 04:38:12,changed_mind,processed,60.22,store_credit,6.15,store,new,Jason Rodriguez,2025-09-23 04:38:12
RETW7D6RRNM,3369,3124,2024-03-07 09:03:53,fit,approved,37.53,original_payment,2.01,pickup,new,Scott Webb,2024-03-07 09:03:53
RETDE58UO55,11888,156,2024-10-23 14:11:55,other,pending,60.4,original_payment,14.06,mail,fair,David Gordon,2024-10-23 14:11:55
RETAV5ZL2N4,7855,3556,2025-03-02 10:00:16,fit,approved,37.62,original_payment,5.86,store,like_new,Susan Fischer,2025-03-02 10:00:16
RETPZ2T5AW2,3252,2670,2024-11-09 12:00:56,changed_mind,pending,26.1,store_credit,8.82,mail,new,Christine Mullins,2024-11-09 12:00:56
RETEPY5GH5O,2817,1329,2025-02-06 07:51:20,fit,processed,42.48,store_credit,0.36,mail,new,Andrew Madden,2025-02-06 07:51:20
RETP2EXEGVY,10654,4310,2025-09-22 13:55:59,defective,processed,43.88,original_payment,13.24,mail,fair,Miguel Hendrix,2025-09-22 13:55:59
RETVLVJ3WMO,3363,3744,2025-09-05 02:41:00,defective,completed,106.15,store_credit,14.16,mail,poor,Jose Bryant,2025-09-05 02:41:00
RETUUJG1CQX,3551,920,2025-05-17 13:44:38,defective,processed,35.29,store_credit,14.61,pickup,poor,Matthew Lee,2025-05-17 13:44:38
RETEPBD9CBF,5186,551,2024-04-24 19:17:58,other,approved,53.6,original_payment,1.66,store,fair,Jill Anderson,2024-04-24 19:17:58
RETY33QXO5J,8777,3791,2025-04-14 23:42:58,other,processed,62.81,original_payment,11.23,mail,fair,Laura Howard,2025-04-14 23:42:58
RET9BEUWDM0,12573,3727,2025-04-08 23:59:17,fit,processed,24.48,original_payment,1.3,store,poor,Victoria Smith,2025-04-08 23:59:17
RETXLPL08GX,6276,4376,2025-04-03 06:24:52,changed_mind,processed,29.73,original_payment,0.22,mail,like_new,Jennifer Orr,2025-04-03 06:24:52
RETCMAPX44A,10082,1833,2025-04-05 16:32:00,changed_mind,completed,54.6,original_payment,3.06,mail,fair,David Cortez,2025-04-05 16:32:00
RETUWAP7R10,7053,3940,2025-08-18 13:32:56,fit,processed,45.77,original_payment,12.44,mail,poor,Jane Merritt,2025-08-18 13:32:56
RETFG7EX4WR,4391,501,2024-08-17 19:51:41,fit,processed,47.07,original_payment,3.1,pickup,new,Nathaniel Jones,2024-08-17 19:51:41
RET239QX35A,1687,3169,2025-08-31 12:01:08,fit,processed,35.72,original_payment,4.89,store,poor,Tammy Coleman,2025-08-31 12:01:08
RET8R6BD2CH,4627,2269,2025-08-05 11:01:46,changed_mind,pending,60.44,original_payment,14.48,pickup,new,Christian Campbell,2025-08-05 11:01:46
RETF84QGGLG,7699,1937,2025-02-10 01:45:05,defective,completed,32.03,store_credit,5.67,mail,new,Mark Garcia,2025-02-10 01:45:05
RETD2YCX8F1,8792,4167,2025-09-13 19:27:22,changed_mind,completed,42.77,original_payment,10.7,mail,like_new,Bonnie Saunders,2025-09-13 19:27:22
RETNC0AJCB4,10376,719,2024-09-10 01:32:00,fit,approved,30.62,store_credit,14.68,store,new,Jacob Riley,2024-09-10 01:32:00
RET4AM45MRK,980,1972,2024-11-27 15:36:49,fit,processed,53.49,original_payment,4.28,store,good,Mark Parks,2024-11-27 15:36:49
RETPG0K5W5S,2837,4416,2025-05-01 13:23:26,changed_mind,completed,36.66,original_payment,7.53,store,new,Alex Neal,2025-05-01 13:23:26
RETHQ45BDJG,5814,2139,2025-07-24 03:36:20,fit,completed,56.24,original_payment,11.43,store,like_new,David Ray,2025-07-24 03:36:20
RETCC8CMZNC,7908,2424,2025-09-03 05:45:15,fit,completed,47.3,original_payment,6.81,mail,poor,David Morales,2025-09-03 05:45:15
RETZGQ1ENNF,5386,4072,2025-01-27 00:56:22,other,processed,49.11,original_payment,7.97,store,poor,William Phillips,2025-01-27 00:56:22
RETRO8VX7PT,8928,760,2025-06-27 07:16:43,other,completed,34.56,store_credit,11.27,store,new,Cassandra Thompson,2025-06-27 07:16:43
RETPO2KVC5O,12088,2138,2025-03-28 00:13:39,changed_mind,completed,61.57,original_payment,10.55,store,poor,Mindy Gonzales,2025-03-28 00:13:39
RETUKKIB1SV,726,4147,2025-04-21 00:59:03,changed_mind,processed,55.41,original_payment,1.28,pickup,poor,Rachel Sanchez,2025-04-21 00:59:03
RETWQZ8GCGX,11220,2793,2025-08-25 04:30:02,changed_mind,processed,40.3,original_payment,5.89,pickup,fair,Jason King,2025-08-25 04:30:02
RETLR7GY42Z,6248,1430,2025-05-05 09:57:51,other,pending,20.1,original_payment,4.13,pickup,like_new,Virginia Benton,2025-05-05 09:57:51
RETZ3603Y3G,2248,2366,2025-07-26 18:12:08,fit,completed,43.68,original_payment,14.47,pickup,poor,Cindy Haas,2025-07-26 18:12:08
RETOI944R69,5950,3590,2025-04-15 00:22:47,defective,approved,32.92,original_payment,8.01,pickup,good,Katrina Lewis,2025-04-15 00:22:47
RETMWWXR7X2,11902,1025,2024-06-10 22:56:25,changed_mind,processed,55.37,original_payment,2.06,mail,poor,James Hull,2024-06-10 22:56:25
RETBXV34DLV,11475,1795,2024-12-10 13:57:58,other,pending,63.41,original_payment,6.89,pickup,good,Adam Braun,2024-12-10 13:57:58
RETL3OIXRBU,6299,122,2025-08-26 18:23:09,fit,processed,51.56,original_payment,3.86,store,fair,Kevin Lewis,2025-08-26 18:23:09
RETC264KO1F,5147,3569,2024-10-21 09:35:23,other,pending,37.84,store_credit,10.04,pickup,poor,Ms. Lori Anderson,2024-10-21 09:35:23
RET8JEK2T7C,10030,3073,2025-07-09 23:56:34,other,approved,37.28,original_payment,12.24,mail,like_new,Jennifer Pratt,2025-07-09 23:56:34
RETQQVHX1US,1969,1131,2025-09-21 12:02:10,fit,approved,75.86,original_payment,12.72,mail,like_new,Gabriel Schultz,2025-09-21 12:02:10
RETXIOJON08,7496,3781,2024-03-31 06:17:17,fit,processed,36.96,original_payment,3.82,mail,poor,Mackenzie Sanchez,2024-03-31 06:17:17
RET0PXILBSO,10656,4022,2024-12-02 08:16:36,changed_mind,processed,37.78,original_payment,11.5,mail,good,Matthew Berry,2024-12-02 08:16:36
RETT8K9HR21,11976,2546,2025-04-15 21:42:34,fit,approved,71.64,original_payment,1.07,pickup,poor,Nathan Cox,2025-04-15 21:42:34
RET559KCQAV,11325,859,2025-09-21 04:34:30,fit,approved,17.3,store_credit,1.77,mail,fair,Misty Hayes,2025-09-21 04:34:30
RETHW49AIW4,11050,4878,2025-06-29 03:49:18,other,processed,39.39,original_payment,5.45,store,like_new,Cassidy Wilkinson,2025-06-29 03:49:18
RETFE0N1EZC,3971,2824,2025-07-24 08:03:40,changed_mind,pending,41.34,original_payment,2.68,mail,new,Caleb Dougherty,2025-07-24 08:03:40
RET60578JZ9,6239,3740,2024-12-05 16:55:46,fit,pending,21.0,original_payment,2.25,mail,like_new,David Murphy,2024-12-05 16:55:46
RETNMSAGHSQ,5865,4502,2024-12-31 13:00:36,changed_mind,approved,30.58,original_payment,14.07,store,poor,Christina Holt,2024-12-31 13:00:36
RETBGNYX440,5009,4376,2025-05-25 02:18:26,fit,processed,40.26,store_credit,10.73,mail,poor,Kathy Landry,2025-05-25 02:18:26
RETI4SE8ZU9,8290,408,2025-09-15 20:34:04,fit,approved,57.2,store_credit,13.1,store,like_new,Lee Murphy,2025-09-15 20:34:04
RETA2ERVGHH,9732,2717,2025-07-11 19:49:59,fit,completed,40.37,original_payment,4.49,pickup,fair,Edward Pace,2025-07-11 19:49:59
RETK4ZA9IMZ,4493,4262,2025-09-12 03:48:52,changed_mind,processed,51.87,store_credit,12.82,pickup,good,Dawn Livingston,2025-09-12 03:48:52
RET9GOMGGFV,5990,3943,2025-09-24 16:57:45,fit,approved,37.72,original_payment,13.97,pickup,poor,Angela Allen,2025-09-24 16:57:45
RETTBWIYTMX,1469,316,2024-11-30 03:38:08,fit,approved,92.88,original_payment,2.56,store,poor,Belinda Richardson,2024-11-30 03:38:08
RET1AKMNG5B,7631,3474,2025-09-07 17:25:33,fit,approved,61.24,original_payment,9.75,store,fair,Eric Huynh,2025-09-07 17:25:33
RETL5PC9GS0,8408,501,2025-08-26 06:07:15,fit,pending,36.02,original_payment,5.74,pickup,new,Teresa Williams,2025-08-26 06:07:15
RETL1PB7XYQ,11813,255,2025-09-10 20:29:59,fit,processed,23.16,original_payment,14.02,pickup,fair,Keith Smith,2025-09-10 20:29:59
RET4FT16PTB,3540,4173,2025-09-18 21:57:23,defective,completed,61.99,original_payment,12.86,store,fair,Cynthia Mclaughlin,2025-09-18 21:57:23
RET6YUED32L,6487,1886,2025-09-12 08:35:33,defective,processed,61.74,store_credit,9.73,mail,new,Benjamin Powers,2025-09-12 08:35:33
RETYQJBF4VX,1928,31,2025-09-24 07:24:27,defective,completed,38.03,original_payment,13.59,pickup,fair,Travis Olsen,2025-09-24 07:24:27
RETEIEFLAGJ,235,1479,2025-08-29 01:58:47,fit,pending,34.22,original_payment,1.39,store,fair,Crystal Cameron,2025-08-29 01:58:47
RETBDO1P633,804,4329,2025-09-18 10:01:07,fit,completed,35.45,original_payment,4.3,pickup,new,Amanda Atkins,2025-09-18 10:01:07
RETCR505ZU1,7706,3011,2025-08-02 02:42:37,fit,completed,27.24,store_credit,11.14,store,new,Ethan Smith,2025-08-02 02:42:37
RETWRHM2HOP,4956,3481,2025-08-17 17:21:31,changed_mind,completed,54.06,original_payment,2.33,mail,new,Benjamin Mullins,2025-08-17 17:21:31
RETPKZL9UXH,8482,3321,2024-11-06 04:05:22,fit,pending,21.57,original_payment,11.11,store,new,Nicole Richards,2024-11-06 04:05:22
RETOJA83V5U,11250,171,2024-03-15 10:55:53,fit,completed,29.35,store_credit,7.73,mail,good,Katherine Williams,2024-03-15 10:55:53
RETT5PM72WI,9961,4846,2025-03-28 20:35:58,other,approved,47.7,original_payment,6.82,store,good,Katelyn Young,2025-03-28 20:35:58
RETKNOH81G0,308,919,2025-08-29 11:23:48,changed_mind,completed,29.23,original_payment,8.42,store,new,Wesley Griffin,2025-08-29 11:23:48
RETC9FCXSFP,3402,4661,2025-08-21 00:48:41,other,processed,39.92,store_credit,14.82,mail,like_new,David Castillo Jr.,2025-08-21 00:48:41
RETZ9RPKDHD,826,4380,2025-02-18 20:03:21,defective,completed,40.99,original_payment,9.9,pickup,good,James Dougherty,2025-02-18 20:03:21
RET8S263C46,9609,1122,2025-02-19 13:28:27,fit,processed,23.08,store_credit,7.38,pickup,like_new,David James,2025-02-19 13:28:27
RETE5KD8811,1121,2098,2024-10-11 00:08:18,fit,completed,70.76,store_credit,12.41,mail,new,Courtney Irwin,2024-10-11 00:08:18
RETVLGWL2SV,2892,2291,2024-11-10 20:04:35,changed_mind,approved,34.45,original_payment,11.02,pickup,like_new,Kelly Lee,2024-11-10 20:04:35
RETXIPSBUPX,1037,3787,2024-08-23 16:12:15,changed_mind,completed,43.35,original_payment,5.44,store,fair,Diana Trujillo,2024-08-23 16:12:15
RET9GB80RI9,3683,2602,2024-02-06 08:28:02,other,processed,22.83,original_payment,6.32,pickup,new,Andrea Johnson,2024-02-06 08:28:02
RETHQPBHZKF,9078,2427,2025-03-26 04:24:27,changed_mind,processed,33.49,store_credit,14.22,mail,new,Timothy Sanchez,2025-03-26 04:24:27
RET0TQUP5EY,3465,1041,2025-01-25 13:09:15,fit,pending,40.49,original_payment,3.35,mail,like_new,David Castillo,2025-01-25 13:09:15
RETYQHMCY41,5661,885,2025-06-02 05:57:13,other,approved,48.43,original_payment,6.68,pickup,new,Kathy Stewart,2025-06-02 05:57:13
RETCAGFZUXN,479,2946,2025-05-13 04:46:29,changed_mind,pending,31.31,store_credit,5.7,pickup,poor,Angela Black,2025-05-13 04:46:29
RET6PPEXS6V,7215,4000,2025-04-30 09:22:43,defective,pending,22.11,original_payment,10.36,mail,good,Sarah Cannon,2025-04-30 09:22:43
RETV4AY0D6R,10436,2691,2025-05-06 15:12:11,changed_mind,pending,28.63,original_payment,11.32,mail,poor,Angela Gonzalez,2025-05-06 15:12:11
RETWLHIZQSX,11859,952,2024-11-26 12:51:16,changed_mind,pending,51.09,original_payment,3.5,store,like_new,Paul Mueller DVM,2024-11-26 12:51:16
RETZMY84YGS,8098,1788,2025-09-10 09:12:36,other,processed,46.21,original_payment,4.4,store,good,Taylor Shaw MD,2025-09-10 09:12:36
RET6YHHM2JO,10806,4583,2025-09-23 20:47:00,other,approved,34.69,store_credit,13.49,mail,good,Sara Jarvis,2025-09-23 20:47:00
RET9L6TIPG1,5346,4708,2024-07-31 19:04:12,defective,completed,61.56,store_credit,14.05,pickup,poor,Robert Brown,2024-07-31 19:04:12
RETLNWKB23C,87,4610,2025-02-19 22:32:13,fit,processed,38.66,store_credit,11.69,pickup,like_new,Dr. Stacy Robinson,2025-02-19 22:32:13
RETLI74MEC4,9471,2468,2024-02-24 22:42:25,fit,pending,43.89,original_payment,13.1,mail,poor,Deanna Garcia,2024-02-24 22:42:25
RETKDFHCA5S,4128,410,2024-12-06 06:40:06,changed_mind,pending,27.78,original_payment,7.98,mail,new,Alicia Klein,2024-12-06 06:40:06
RET37OOMCTA,2135,1499,2024-08-01 07:39:19,fit,completed,39.2,original_payment,13.91,pickup,like_new,Albert Morgan,2024-08-01 07:39:19
RETZ6U4CS6U,6758,344,2025-08-11 17:39:36,fit,processed,33.38,original_payment,7.41,mail,poor,Jonathan Wilson,2025-08-11 17:39:36
RETAFI9II5Z,4177,2689,2025-09-12 04:51:02,defective,completed,35.52,original_payment,10.63,pickup,good,Jacob Pena,2025-09-12 04:51:02
RETZA920Y1S,11032,763,2025-05-07 00:04:36,fit,completed,39.54,store_credit,2.05,mail,new,Michelle Smith,2025-05-07 00:04:36
RETFA6R774J,5241,4604,2025-06-30 03:14:42,fit,pending,62.15,store_credit,13.44,pickup,good,Kristin Miller,2025-06-30 03:14:42
RETFQZKU88B,8661,1183,2025-09-21 23:46:43,changed_mind,approved,63.59,store_credit,5.47,mail,poor,Robert Daniels,2025-09-21 23:46:43
RETL1JBHINA,7984,1654,2025-08-14 22:22:18,fit,completed,43.23,original_payment,14.56,pickup,poor,Sarah Smith,2025-08-14 22:22:18
RETYVF0DX9A,1652,4950,2025-04-24 01:27:33,changed_mind,completed,45.18,store_credit,8.74,mail,fair,Victor Madden,2025-04-24 01:27:33
RETLN68NS4A,6403,4549,2025-09-08 09:18:08,defective,processed,44.14,original_payment,7.23,mail,new,Tiffany Brown,2025-09-08 09:18:08
RETC7XEVJ4B,11865,3799,2025-06-29 15:27:11,other,processed,38.74,store_credit,5.71,store,poor,Andrea Howard,2025-06-29 15:27:11
RETUVAYDW0Y,7315,1097,2025-02-01 21:43:44,defective,pending,50.84,original_payment,13.74,store,new,Valerie Andrews,2025-02-01 21:43:44
RET13S5AYPA,9400,4871,2025-08-20 16:31:35,changed_mind,completed,56.98,store_credit,13.49,store,good,Jeffrey Smith,2025-08-20 16:31:35
RETZ37DGJSH,7396,4338,2024-12-18 05:21:42,fit,pending,58.03,original_payment,3.66,pickup,new,Tyler Johnson,2024-12-18 05:21:42
RETAGOQ8U3K,12285,2348,2025-09-09 08:44:59,changed_mind,completed,52.59,original_payment,5.84,pickup,poor,Taylor Johnson,2025-09-09 08:44:59
RETBU79ETV4,1940,3838,2024-04-05 13:13:06,defective,processed,55.64,store_credit,12.45,pickup,like_new,Gregory Howard,2024-04-05 13:13:06
RETUAW1SIAE,835,118,2024-12-18 03:09:25,defective,completed,19.1,store_credit,9.42,store,like_new,Walter Holt,2024-12-18 03:09:25
RETO3D0DIZ2,10313,3765,2025-09-16 19:34:42,defective,completed,38.89,original_payment,13.28,pickup,fair,William Steele DVM,2025-09-16 19:34:42
RET0H170KBS,1547,377,2025-08-14 15:16:49,other,processed,27.51,store_credit,14.46,pickup,poor,Monica Barnes,2025-08-14 15:16:49
RETF70KZM7P,5974,3807,2025-07-18 13:46:07,fit,approved,45.13,original_payment,1.27,pickup,good,Jose Riddle,2025-07-18 13:46:07
RETLTU4XT2F,7461,34,2025-08-31 22:14:37,fit,pending,39.16,original_payment,3.25,store,fair,Christopher Taylor MD,2025-08-31 22:14:37
RETNB5VONUQ,9804,3608,2025-05-04 05:32:49,fit,pending,53.71,original_payment,14.02,store,like_new,Charles Green,2025-05-04 05:32:49
RETD4JN4C14,1952,2312,2025-07-21 12:40:17,defective,approved,42.92,original_payment,1.61,store,fair,Ian Jones,2025-07-21 12:40:17
RETMCXABFAQ,5140,2371,2025-07-17 21:17:03,fit,processed,70.31,store_credit,5.59,pickup,fair,William Stevenson,2025-07-17 21:17:03
RETQEJRCP5D,2338,1872,2024-02-10 17:43:43,defective,completed,61.07,original_payment,0.72,mail,like_new,Taylor Davis,2024-02-10 17:43:43
RETICUW79WH,1717,4519,2025-09-24 03:11:54,defective,processed,46.41,store_credit,0.2,pickup,new,Diana Davis,2025-09-24 03:11:54
RET1UL01D0N,4062,1934,2025-08-13 23:39:48,defective,processed,55.78,original_payment,10.61,mail,good,Jonathan Wright,2025-08-13 23:39:48
RETVQ9LMC6X,12671,2101,2025-07-31 22:42:47,fit,approved,49.14,original_payment,5.05,pickup,fair,Thomas Mccormick,2025-07-31 22:42:47
RETIM7Q7QF5,3646,91,2025-06-11 01:07:32,fit,approved,61.08,store_credit,5.09,pickup,like_new,Luis Lynn,2025-06-11 01:07:32
RET3URXQWVW,969,1653,2025-05-12 08:08:51,fit,pending,57.71,original_payment,7.09,store,good,Austin Taylor,2025-05-12 08:08:51
RET7SJ8QAS2,4487,4121,2025-08-09 00:42:41,changed_mind,completed,57.02,store_credit,2.51,store,poor,James Martin,2025-08-09 00:42:41
RETGZAMFNJ1,7457,361,2025-05-14 06:42:56,defective,approved,28.49,store_credit,6.85,pickup,good,Craig Elliott,2025-05-14 06:42:56
RETM8CXAJR1,6564,881,2025-05-05 05:07:21,other,processed,32.82,original_payment,4.18,mail,poor,Margaret Price,2025-05-05 05:07:21
RET79D1MQJM,5660,810,2025-08-11 10:01:02,fit,pending,58.32,original_payment,9.58,store,new,Susan Gonzalez,2025-08-11 10:01:02
RETO49TGSYT,11620,1261,2024-12-04 10:59:19,fit,pending,44.54,store_credit,7.8,mail,fair,Nichole Stephens,2024-12-04 10:59:19
RETVFI6XS0Z,10734,2348,2025-08-08 00:23:13,fit,approved,48.17,original_payment,1.96,mail,good,April Martin,2025-08-08 00:23:13
RETKXWKZ3DM,7023,3256,2025-06-29 06:39:40,fit,completed,43.71,original_payment,11.6,mail,good,Steven Warren,2025-06-29 06:39:40
RETEAF19C3O,7948,2643,2025-01-23 02:17:14,other,completed,25.35,original_payment,11.44,pickup,good,Charles Carter,2025-01-23 02:17:14
RETR9SKBYO9,5341,3816,2024-11-03 16:00:44,changed_mind,processed,35.8,original_payment,7.16,pickup,fair,Ian Massey,2024-11-03 16:00:44
RET4UREAE39,8221,4523,2025-08-19 15:16:26,fit,processed,33.18,store_credit,10.35,pickup,like_new,Larry Ward,2025-08-19 15:16:26
RETBIFQO3NC,6726,4929,2025-09-18 09:19:07,fit,processed,57.76,store_credit,5.07,store,new,Erik Stewart,2025-09-18 09:19:07
RETP2XMRNDE,1560,1427,2024-06-09 00:23:43,other,processed,32.5,original_payment,4.92,store,fair,Chad Richardson,2024-06-09 00:23:43
RET02K15KJJ,11327,2781,2025-07-19 07:46:10,changed_mind,approved,59.13,store_credit,4.19,mail,new,Michael Bush,2025-07-19 07:46:10
RETDAL46ZB5,10634,2099,2025-07-26 16:24:55,fit,completed,60.92,original_payment,8.74,mail,good,Natasha Roberts,2025-07-26 16:24:55
RETYVDEF938,1818,4219,2025-05-28 06:53:11,changed_mind,processed,55.49,original_payment,13.15,mail,fair,James Allen,2025-05-28 06:53:11
RET1LOARK90,11869,1214,2025-06-10 00:57:38,fit,pending,37.24,store_credit,1.64,pickup,new,Jason Rowland,2025-06-10 00:57:38
RET4NH6WQG2,5051,541,2025-05-08 18:11:43,fit,approved,52.23,original_payment,12.37,pickup,like_new,Lindsay Clarke,2025-05-08 18:11:43
RETKOGP4WQA,1387,4892,2025-07-19 05:37:22,fit,approved,40.49,original_payment,9.56,pickup,good,Nancy Murray,2025-07-19 05:37:22
RETRH5CUBTO,9153,3463,2025-06-05 17:53:00,other,approved,49.95,original_payment,7.39,store,like_new,Megan Mcclure,2025-06-05 17:53:00
