return_item_id,return_id,order_item_id,quantity_returned,item_condition,refund_eligible,restockable
RIZURWQJDD,RETTJJ3AW9B,148762,1,like_new,t,t
RIWXXZVNBU,RETPHIXWKRH,244782,1,like_new,t,t
RISPWWW5FN,RETZWESKN2U,123983,1,damaged,t,f
RIRXOD09XM,RETZWESKN2U,123985,1,damaged,t,f
RIBQOFBFCP,RETA3DSLS0M,65119,1,damaged,t,t
RIB6CTZ6PK,RETA3DSLS0M,65121,1,like_new,t,t
RICYOA9N51,RETKCZB3GIL,273247,1,worn,t,t
RIFV9TVHC9,RETZS0GROL0,249120,1,damaged,t,t
RIBVPCZPOV,RETLJDCC5I2,307424,1,like_new,t,f
RIIHY93DFK,RETLJDCC5I2,307426,1,like_new,t,t
RI3W1LR281,RETAZD4WZ5E,39270,1,like_new,t,t
RIRXD1E1MN,RETAZD4WZ5E,39269,1,damaged,t,t
RI510ZWIQB,RETQ5H9PORU,122144,1,damaged,t,f
RI78WPB5MG,RETA7YEAING,156784,1,like_new,t,f
RIBGXUIRM6,RETA7YEAING,156785,1,like_new,t,t
RIL4WALA7G,RETRKMGQZIK,263870,1,like_new,t,t
RI8ZAPX48N,RETRKMGQZIK,263869,1,damaged,f,t
RIGBRGG3LZ,RETKPHM7EAF,36884,1,like_new,f,t
RIAISZY8LW,RETCR10YG7W,84004,1,like_new,t,t
RIEJ75P402,RETTGXTADUT,7808,1,worn,t,t
RIY478HHK9,RET5ZFQX3KY,43512,1,like_new,t,t
RIBEXPDXIJ,RET5ZFQX3KY,43509,1,like_new,t,t
RIUAV3LO73,RET9F9S01QH,117951,1,like_new,t,t
RI7VLYOILH,RET9F9S01QH,117952,1,like_new,t,t
RIJCJHF1J8,RETS1GC9NVJ,141051,1,like_new,t,f
RIQ3M19PTJ,RETS1GC9NVJ,141053,1,like_new,t,t
RITTBNNRHR,RETLSTT1N8Q,185038,1,like_new,t,t
RIT7EOR464,RET77B9A37G,163579,1,like_new,t,t
RIJFLEWMDS,RET4LWDNYY0,128671,1,worn,t,f
RIC2KJ4TNJ,RET4LWDNYY0,128672,1,damaged,t,t
RIBTMTWURZ,RETZDIF3L3H,287893,1,damaged,t,t
RIM0ZI9BJ0,RET967YQ45P,181103,1,like_new,t,t
RIKAUHEMMT,RET2SZAS7L6,273562,1,like_new,t,f
RI1KPYP5OF,RETCEBE31NY,75993,1,like_new,t,t
RINN716O1N,RETCEBE31NY,75994,1,worn,t,t
RIKWT20Y1V,RETBZ9HASSB,16905,1,damaged,t,t
RIF2VAMJAE,RETBZ9HASSB,16903,1,like_new,t,f
RIPVHJ022B,RET3P26ZMW5,101921,1,like_new,t,t
RIZCFRVF18,RET3P26ZMW5,101922,1,like_new,t,f
RIP1XKKHK2,RETCXNY05NI,255051,1,like_new,t,f
RI1C22DU8O,RETEACWT8J3,106996,1,damaged,t,f
RI615ZXGIV,RETEACWT8J3,106997,1,like_new,t,t
RIIQPFKUHS,RETNU827D0H,67236,1,like_new,t,f
RIQ9Z390EC,RET4ADRIQR0,231238,1,damaged,t,t
RI4IC252WW,RET0JQNSVZJ,278966,1,like_new,t,t
RI9X5HSFAT,RETOPCJPJUN,220540,1,like_new,t,t
RITCHLDZSK,RETQGTXOACG,22062,1,like_new,t,t
RIHUOCATN0,RETD1YLJVO6,54997,1,worn,t,t
RIBR3WAT08,RETD1YLJVO6,54995,1,like_new,t,t
RIPMRHKIB3,RETR8UVES35,72405,1,like_new,t,t
RIUNBS4O74,RETR8UVES35,72404,2,like_new,t,t
RI8FNUKB6X,RET92ESNYO8,105298,1,like_new,f,t
RIOTQ747OV,RET92ESNYO8,105299,1,like_new,t,f
RIL1JV9VKD,RETW1UZI7NX,275047,1,worn,t,t
RIKE4TI062,RET5DOVX4XK,29885,1,like_new,t,f
RIOOP56U06,RET5DOVX4XK,29884,1,like_new,t,f
RIC6P3UE8J,RETEW4IA29L,276369,1,worn,t,t
RIXSMP5LRW,RETDPU9QTL1,198726,1,like_new,t,t
RIR38Q5SIK,RETPA8XFK4L,168203,1,like_new,t,t
RITRZ8PTUD,RETFVVGAA7K,283594,1,damaged,t,t
RITN5QY2NZ,RETFVVGAA7K,283595,1,damaged,t,f
RIH8T9F5QW,RETEWUT9F7Q,25624,1,worn,f,f
RI09I7TXIB,RETEWUT9F7Q,25627,1,damaged,t,t
RIZKK6CH49,RETOU6XTHTR,244747,2,like_new,f,f
RIJW26EYXX,RETOU6XTHTR,244748,1,worn,t,t
RIDQ0OSELO,RETIVRGWZBX,110749,1,like_new,t,f
RI9NSKQ7NO,RETWAEIMPA8,16020,1,like_new,t,t
RIM7VI7IYN,RET6BV8PFW3,287787,1,like_new,t,t
RIMZUZRNVK,RETOZTH0HT6,170225,1,damaged,t,f
RIH51UGKLI,RETAI41757Z,61931,1,damaged,t,t
RI3W84INTL,RETVQZARY48,193522,1,like_new,t,f
RIF5JHPMAP,RETV5N6GIL5,267285,1,damaged,t,t
RIYOZVI5X4,RET9WRJ0A57,282222,1,like_new,t,t
RIAIKL4T1N,RET9WRJ0A57,282221,1,like_new,f,t
RIFRP56X3N,RET49VQH97G,224397,1,damaged,t,f
RI0VIV4VLI,RETJRZ6AODP,290707,1,worn,t,t
RIW9B9UO8C,RETD5R0AWCX,239410,1,like_new,f,t
RIWNPC0E6M,RETA87WD4FM,239569,1,like_new,t,t
RI78J53EA7,RETP2MVIQP6,89274,1,worn,t,f
RI8FYWFM17,RET92F86SKL,260809,1,like_new,t,t
RI5VLFXT8J,RET92F86SKL,260810,1,like_new,t,t
RI23VK3ICT,RETPC5WQTJX,275719,1,like_new,f,t
RI56W6Z5I2,RET3YTP06VV,116022,1,like_new,t,t
RI5D63RNL7,RET3YTP06VV,116023,1,damaged,t,t
RI0KVGY5LZ,RETL0BLMHEV,129730,1,like_new,t,t
RI17ICKM9G,RET2APIG0M4,95919,1,like_new,t,t
RIQUI0R1KO,RETXUGWY0EP,43359,1,like_new,t,t
RIQ2KXSI94,RETRHYQMQ8T,245316,1,damaged,t,t
RIK9HLX5IC,RETEAE8ZU23,41806,1,like_new,t,t
RI9VUIEQSC,RETB8KKCCFR,132214,1,like_new,t,t
RI93PT7LDY,RETB8KKCCFR,132213,1,like_new,t,t
RIM9IYGYVS,RETCQHGC9X0,66629,1,like_new,t,t
RI30U98V9E,RETKXWR8RUI,135554,1,like_new,t,f
RIH8M27DSK,RETTUS2TUXU,44169,1,like_new,t,t
RIV7AY6GIR,RETTUS2TUXU,44167,1,like_new,t,t
RIT0DO280R,RETCA1QC53D,176523,1,damaged,t,t
RI6DU51TYV,RETX5ZR0PJ9,287134,1,damaged,t,f
RIM4M6WRGB,RETOBEZQ2L1,261508,1,like_new,t,t
RIABDQUOAN,RETOBEZQ2L1,261509,1,like_new,t,t
RIPL5N7FLN,RETNU0CQNY4,139901,1,damaged,t,f
RIV5KDU290,RETNU0CQNY4,139904,1,like_new,t,t
RIS7INFV1N,RETW4VEHATZ,35592,1,damaged,t,t
RIA610VRG6,RETJD8YVP8Y,104066,1,like_new,t,t
RIBYZ5LKOH,RET5K3YS55G,118680,1,like_new,t,t
RIMVCB08YB,RET5K3YS55G,118679,1,damaged,t,t
RIXXZLD95D,RET98G2ICAP,32371,1,like_new,t,t
RIJOEYPHP5,RET98G2ICAP,32369,1,like_new,t,t
RIXTI5M6B6,RETCVPVLMHN,62003,2,like_new,t,f
RIYWVVU2F9,RETCVPVLMHN,62004,1,like_new,t,t
RI3BE911A3,RETK2VCKDG7,267254,1,damaged,t,t
RIHV77YFF6,RETYJT8AN86,64393,1,damaged,f,t
RII5TDN40S,RET032M072X,218366,1,like_new,t,t
RI0ZQKZYHE,RET032M072X,218367,1,worn,t,f
RI371YKKLV,RETT9Z9P2AD,125059,1,damaged,t,t
RIFHCL1U6E,RETT9Z9P2AD,125058,1,damaged,t,t
RI7R8GTMYT,RETSBIQQ094,225397,1,like_new,f,t
RIY8NCM45N,RETK1YKAKE0,202098,1,like_new,t,t
RI8KRTP2GM,RET8953HZSD,37848,1,like_new,t,t
RIC8VIHIU5,RET8953HZSD,37847,1,like_new,t,t
RIA5ZW5EH1,RETDM4AS5W3,131466,1,like_new,t,t
RIDT7XZ9LZ,RETDM4AS5W3,131465,1,like_new,f,t
RIB5L8B8TV,RETNH46VUQ2,43952,1,damaged,t,t
RIUPGZJ1AP,RETNH46VUQ2,43953,1,worn,t,t
RILVEWJRUJ,RETCJOUX2WB,136171,1,worn,t,t
RIJ15LSM3I,RETAAF77RL1,200325,1,damaged,t,f
RIJ7523GDV,RETSEDG26EX,86040,1,like_new,t,f
RIB0ETQIDC,RETSEDG26EX,86042,1,damaged,t,t
RIS95ID0OF,RETZMSWJMX5,187014,1,like_new,t,t
RI14WYG758,RET5BR64J25,246189,1,like_new,t,t
RIDPCWHH94,RETXDUXDFBR,172303,1,worn,t,t
RIS3FGEXFD,RET8B8WBOQ2,170180,1,like_new,t,t
RI00A0U99X,RETMWW0QF89,264688,1,like_new,t,t
RIMJB9Y4Y0,RETJDYOPAPB,14166,2,worn,t,t
RIS7V6P3QV,RET4AU0VV4F,90309,1,like_new,t,t
RIG5P5NB9F,RET4AU0VV4F,90310,1,like_new,t,t
RI6RMCZAUI,RETB5ZVCUXO,219743,1,like_new,t,t
RIDTE2K01I,RETB5ZVCUXO,219744,1,like_new,t,t
RI98AUG3C7,RETZAYFG5CP,75933,1,damaged,t,t
RIU9HLODXQ,RETZAYFG5CP,75932,1,like_new,t,t
RI90FO4TIW,RETGB2G5EU0,28903,2,worn,f,t
RIZ2K0C1CG,RETGB2G5EU0,28902,1,like_new,t,t
RILTO88QWL,RETF1SAOM7T,113728,1,like_new,t,t
RIEMJW8QJK,RETBR8MCJBS,248951,1,worn,t,f
RIZ5F0BTUM,RETBR8MCJBS,248952,1,like_new,t,f
RI65F421RL,RETVVRBJLHW,15459,1,like_new,f,t
RIO7DEXGIR,RET7GL7D28U,291040,1,damaged,t,t
RI8T058DVB,RET7GL7D28U,291041,1,like_new,t,t
RIZPNQVPHW,RETY2698YHN,98881,1,like_new,t,t
RIKUHNHOBR,RETEWSEW2DC,14694,1,like_new,t,t
RIWGL4NRJV,RETEWSEW2DC,14696,1,like_new,t,f
RIJ79T3AQ1,RETWGT0KN8H,141742,1,like_new,t,f
RI9KFRYB17,RET9NB232Q8,304545,1,worn,t,t
RICHNZPE5R,RETZ8PZ6PN2,130289,1,like_new,t,t
RI5POEGAME,RET7L7DJNLH,279447,1,like_new,t,f
RIHCR0QPGQ,RET0TCUVVO5,269519,1,like_new,t,t
RIAO1Q3YL7,RETARR02YJW,10207,1,like_new,t,f
RIPCW11DIY,RETARR02YJW,10206,1,like_new,t,t
RIOGXEOHFM,RETHB4YASR4,135164,1,like_new,t,t
RIEBYAWUU9,RETHB4YASR4,135163,1,like_new,t,t
RIF7FY1DFW,RETR91UDKSR,70310,1,like_new,t,f
RIE7OG2CCH,RETTR77FFSH,23700,1,damaged,f,t
RIAED94Y6K,RETP2C4Q6KQ,256523,1,like_new,t,f
RIPJEOED9N,RETP2C4Q6KQ,256521,1,like_new,t,t
RIK7B18WJL,RETSO2MHKDT,30875,1,like_new,t,t
RIDJR325D4,RETSO2MHKDT,30873,1,like_new,f,t
RIGB42ST8H,RETOKLREGTD,33275,1,like_new,t,f
RIL9YNGB87,RETOKLREGTD,33274,1,like_new,f,t
RIJTNWSJT9,RETQI0OWJQG,191765,1,like_new,t,f
RIHIGC6SAZ,RETQI0OWJQG,191762,1,like_new,t,t
RIVDA2J3J2,RETEU98FD6B,45494,1,like_new,t,t
RIMCT7NA9T,RETEU98FD6B,45495,1,like_new,t,t
RIJ2M9T774,RETC2VSD0WI,174265,1,like_new,t,t
RISKER2OD5,RETBPCRT9R5,14465,1,like_new,t,t
RIYPPJ9B7R,RETEZZ7KUWF,86293,1,like_new,t,t
RI8VSAK9XJ,RETEZZ7KUWF,86292,1,damaged,t,t
RIB4RC6CZ0,RET9XQ2UXTU,106936,1,like_new,t,t
RI4QYO0NPU,RETGNPGDO7R,57157,1,like_new,t,t
RIAWM328DD,RETGNPGDO7R,57156,1,like_new,t,t
RIJBEGKQMH,RET02HRIFH3,85630,1,like_new,t,t
RIPAT9QBWU,RETILI8H2X6,162578,1,damaged,t,t
RIPU5MZYA0,RETILI8H2X6,162576,1,damaged,t,t
RI9R5K6EBN,RET1XHHO1RO,35636,1,like_new,t,t
RIKQKB9NPR,RET1XHHO1RO,35637,1,like_new,t,t
RIKN2CPO6L,RETAI1K85CM,289439,1,like_new,t,t
RIJ5HQV7YK,RETAI1K85CM,289438,1,like_new,t,t
RIVGVEJY9E,RET4A6K2WTY,5798,1,worn,f,t
RILE96XBFZ,RETJY741D2J,88829,1,like_new,t,t
RI7DT9RUQA,RETJY741D2J,88831,1,damaged,t,t
RIO6Q6EU40,RET11SW27FR,182268,1,like_new,t,f
RI283JQP9P,RET11SW27FR,182267,1,like_new,t,t
RICOPO8W7S,RET9VX93KJ0,292211,1,like_new,t,t
RIJX0S3Z86,RET7RGMAE2O,55003,1,like_new,f,t
RI7PZWX4I6,RETSHZJ1DBQ,288251,1,like_new,t,t
RIBFGGK2DO,RETO6UGTI89,26951,1,like_new,t,t
RIYT23B54W,RETO6UGTI89,26950,1,worn,t,t
RI8EBSLD6U,RETCK9HGAIS,281771,1,like_new,t,t
RIM798S3LW,RETU9UC4E11,240508,1,like_new,t,t
RI6JT60HJU,RETU9UC4E11,240510,1,like_new,f,t
RI7HZSJBXU,RETRUOCUNE4,287951,1,like_new,t,t
RIGWTE480Y,RETKDBK3UOA,72835,1,like_new,f,f
RIOFEZP9NK,RETAU3VL0TE,229475,1,like_new,t,f
RINXWVF3UB,RETBF04NXXA,237803,1,damaged,t,t
RI7KJ7S021,RETN9IJPFZL,8606,1,like_new,t,t
RIBEGLC8EV,RETT2L854PM,37497,1,like_new,t,t
RIG96Z2V3H,RETT2L854PM,37499,1,like_new,t,t
RIC2NITDHT,RETWJMFJBBU,48188,1,like_new,t,f
RI5GDBI6C4,RETWJMFJBBU,48187,1,like_new,t,t
RIURZOOOL5,RETE066T5GH,306153,1,like_new,t,f
RIOP5OFEYN,RETM3ASF65Z,148736,1,like_new,t,t
RIPMN27DWN,RETE3S608TY,261167,1,like_new,t,t
RII4XXNP91,RETISOALM82,215535,1,damaged,t,t
RI95HVFPNO,RETGK3GV0X2,208080,2,like_new,t,t
RINEI0P42Y,RETV545HCDO,144438,1,like_new,t,t
RIPZ6DZZRL,RET44SS59ML,45241,1,worn,t,t
RIGFP3ATIL,RET44SS59ML,45238,1,like_new,t,t
RISK376T26,RETFNNNRGJY,133787,1,like_new,t,t
RIO43L0YS8,RETFNNNRGJY,133789,1,like_new,t,t
RIFFVRTFML,RETOTHUH93V,283107,1,damaged,t,t
RI4MP00I91,RETOTHUH93V,283108,1,damaged,t,t
RISM1VHN2P,RETJ7XO8BAD,188578,1,like_new,t,t
RIXSUQO6ZI,RETUFMRD18E,69776,1,damaged,t,f
RIEADVJG4U,RETS1MUWKTZ,23100,1,like_new,f,t
RIWGDIYM9Y,RETS1MUWKTZ,23102,1,like_new,t,t
RIOSF1P5A5,RET78DGJH8N,110125,1,damaged,t,t
RISWLWC117,RETJ2P5ODBB,104525,1,like_new,t,t
RI1FMLLCY4,RETJ2P5ODBB,104523,1,like_new,t,t
RI9T90MNPI,RET78V8THZ4,300277,1,damaged,t,t
RIZ1M4TFQ5,RETU6I918OJ,265696,1,like_new,t,t
RIQVTW8L98,RET82K4P9PQ,235461,1,like_new,f,t
RICA6NS3JO,RETXPTPSC1H,39959,1,like_new,t,t
RIZ2NVT0Z4,RETLMSGU9XU,81109,1,worn,f,f
RI8CEWEDEV,RETM5KT6ZSI,146728,1,like_new,t,f
RIVCZDKG2B,RETM5KT6ZSI,146726,1,like_new,t,t
RIHPHNKXJ9,RETND82O4M2,307204,1,like_new,t,t
RIO6BII57T,RETND82O4M2,307203,1,like_new,t,f
RI4TKIH6DN,RETIZZVKMJW,188923,1,like_new,t,t
RITU96MH5K,RETIZZVKMJW,188922,1,like_new,t,t
RIBU5DDVFZ,RETZH5SKDGE,238696,1,like_new,t,t
RITUFXSLQ8,RETZH5SKDGE,238697,1,like_new,t,t
RIY6H0O079,RET1RVYB0A4,31461,1,worn,t,t
RIVOYVWZTX,RET1RVYB0A4,31459,1,like_new,t,t
RINBRH479T,RETLWNRDDOD,168047,1,like_new,f,t
RI6CHBN090,RET8JLDMNJR,151355,1,like_new,t,t
RIWKFDAEC9,RETTAZO9RVU,18559,1,worn,t,t
RIBQ5UBZMO,RET345GXT09,273181,1,like_new,t,t
RIDKP36I1A,RET345GXT09,273179,1,like_new,t,t
RIB4I54FU5,RETZXUSMN1X,140732,1,like_new,t,t
RI6XTKIF27,RETZXUSMN1X,140730,1,like_new,t,t
RINGZLPQ8R,RETQFKCGA9H,299943,1,damaged,t,t
RINFDJG6CU,RETB2I1FN6L,121071,1,like_new,t,t
RI5K6KB9PW,RETB2I1FN6L,121072,1,like_new,t,t
RIB4XQVHOI,RETY5OXRE6K,84047,1,like_new,t,t
RITL165GIA,RETY5OXRE6K,84048,1,damaged,t,t
RIDE67R4YV,RET50MATGSO,266015,1,like_new,t,f
RI115758RS,RETFJ3DVEQW,39223,1,like_new,t,f
RIQGQCD2DY,RET30WBARNF,227298,1,like_new,t,f
RIN0CDF64G,RETO1LGITW5,267634,1,like_new,t,t
RIEB8YL3TV,RETO1LGITW5,267632,1,damaged,t,t
RINCWOWP1M,RET7TBGLJPI,142638,1,like_new,t,t
RIXNUQB23M,RET7TBGLJPI,142637,2,like_new,f,t
RIPIVHVBDX,RETE194RZK1,103877,1,like_new,f,t
RIA63U1QZ0,RETH91YCCFX,278339,1,like_new,t,f
RIR0M3IBGI,RETM8S585FV,7913,1,like_new,t,t
RIEWI6Q06M,RETE3NMY63I,66666,1,like_new,t,f
RIQNLY1SU5,RETATO7JFXD,18354,1,damaged,t,f
RICAAT6BA7,RET2JBZ29YO,446,1,like_new,t,f
RIZDV59OX3,RET46TO21Z0,241585,1,worn,t,t
RI2S6V86LF,RETAKDWHGDK,118206,1,damaged,t,f
RI380NDPWQ,RETT6IQAXMY,94334,1,like_new,t,t
RIZAET1MFJ,RET6ML77C2I,119229,1,like_new,t,t
RINZ7DAS16,RETR0JIGXMV,67500,2,like_new,f,t
RI8BL5WEQY,RETR0JIGXMV,67501,1,like_new,t,t
RI4IBBKQDT,RETU9ZEM6XV,215248,1,like_new,t,t
RI8QINQCDN,RETQO05VX7D,232061,1,like_new,t,t
RIGJX0TRTT,RETQO05VX7D,232062,1,like_new,t,t
RI3MH4XXN6,RETNQ9IBDP6,56400,1,damaged,t,t
RICPXAKJY5,RETNQ9IBDP6,56401,1,like_new,f,t
RIP53113O7,RETLCJ8KXF0,57643,1,damaged,t,t
RI181MXHNI,RETLCJ8KXF0,57641,1,worn,t,f
RIGVAJ8Z1N,RET15LZXL3Q,167521,1,like_new,t,t
RI2E6FGOFP,RETQHAB2BT0,8056,1,damaged,t,f
RIQLLS6LKJ,RETHZ5GXIRH,145754,1,like_new,t,f
RI7IBBUCMH,RETPFV9UI7X,144674,1,damaged,t,t
RIR7860IK3,RETH5M39XJJ,50346,1,like_new,t,t
RIDFIVBA4O,RETH5M39XJJ,50348,1,like_new,t,t
RIGPAZ193U,RETOK1N1V3G,187918,1,like_new,t,f
RIV14TNRBA,RETOK1N1V3G,187919,1,like_new,t,t
RIS2Q04CV9,RET4ESG9271,259308,1,like_new,t,t
RIYCJ3AID0,RET4ESG9271,259306,1,like_new,t,t
RIUSXTMUAB,RET8TITCXLR,257844,1,worn,f,t
RI505QTNGN,RET21BQXYEU,199976,1,like_new,t,t
RI4QQ09I65,RET9BGFHZTY,279984,1,damaged,t,t
RIRRUWS4JH,RET9BGFHZTY,279985,1,damaged,t,f
RIUA3XU4HD,RET1SKSH2HU,117417,1,like_new,t,t
RID4XQHBUF,RET1SKSH2HU,117418,1,worn,t,t
RI8HF6CVBY,RETWC8MKSNY,102124,1,like_new,t,t
RI9OTI8A8R,RETWAAA3O8K,57861,1,damaged,t,t
RIYLM49V7L,RETWAAA3O8K,57862,2,like_new,t,t
RIM4AKEJDC,RET33571Q9S,2256,1,like_new,t,t
RIWB91IYIE,RET33571Q9S,2255,1,damaged,f,f
RIP2WBMX9G,RETIQJNLHGX,53969,1,like_new,t,t
RIDAL99XZ2,RETN1Y2H3GP,263788,1,like_new,t,f
RIBAEWIA5W,RETN1Y2H3GP,263787,1,like_new,t,f
RI6H3EE2I8,RETU9UI07Z1,185178,1,like_new,t,t
RIH9X1XZ3J,RETGKDNZTUO,262668,1,like_new,t,t
RILW66TOYW,RET8XUIEUJ0,294283,1,like_new,f,t
RIL9GSXM2E,RETDBOL8917,35243,1,like_new,t,t
RI1QPWUROY,RETEZ9JPL0V,71412,1,like_new,t,t
RIWLB2C297,RETCK95OXKJ,239044,1,like_new,t,t
RIO8M3RZJZ,RETCZUBYTTW,132288,1,worn,t,t
RI56508JP6,RETCZUBYTTW,132286,1,damaged,t,t
RI1UE6R53K,RET4PZCTDJT,284853,1,damaged,t,t
RIOXPUDVEW,RETV6N3WJ10,82605,1,damaged,f,t
RICSIU1JL4,RETU26JHH79,218758,1,like_new,t,t
RI81QNCHMI,RETKEULCMX4,254064,1,like_new,t,t
RILSCBFZYK,RETKEULCMX4,254065,1,like_new,t,t
RI6ZYA7SLH,RET82WTAM9P,141986,1,like_new,t,t
RI2ZRT7ZHD,RETH7C6VCVH,12280,2,damaged,t,t
RIFUAJOD3Q,RETH7C6VCVH,12279,1,like_new,f,t
RIPQ2ZRXBG,RETLW2KCCXR,237554,1,damaged,t,t
RIJ7O94WVS,RET7BQOZPKD,47067,1,like_new,t,t
RII7CJLDQT,RETUQEAB7A3,166778,1,damaged,t,t
RITAS76HTN,RETCYB570W9,50334,1,like_new,f,t
RI6EF2J7G5,RET0TFXYD2X,85106,1,worn,f,t
RIMRISSJWI,RET0TFXYD2X,85107,1,damaged,t,f
RINRJ1083D,RETIAW5L43E,228285,1,like_new,t,t
RI830927EU,RETXBKDKKEF,38218,1,like_new,t,t
RIROP1PVBM,RET37ZN5BZG,169957,1,worn,t,t
RI5OYB52DH,RET37ZN5BZG,169955,1,like_new,t,f
RI21T7RQVB,RET6OB9WWY1,156179,1,like_new,t,f
RIP9BJTYXH,RET6OB9WWY1,156180,1,like_new,t,t
RIHZFUDZAO,RET18AUVXX0,157387,2,like_new,t,t
RIHT6GTILF,RET18AUVXX0,157386,1,damaged,t,t
RIGHW12PE8,RETNUNUO56O,236863,1,like_new,t,t
RIBFRIDQPB,RETW0CT3CU1,46382,1,damaged,t,t
RIKMUQR2GS,RETW0CT3CU1,46381,1,like_new,t,t
RID6EIRVVP,RET8WOI9AFD,31327,1,damaged,t,t
RIP8RF35FK,RETJDI9JEYG,295656,1,like_new,t,t
RIQHNZ8D81,RETJDI9JEYG,295657,1,damaged,t,t
RIJRMPG43J,RETE9H66G37,215669,1,worn,t,t
RIJBX1C4OK,RETSSOEW487,163052,1,like_new,t,t
RI43EILVIZ,RETMEALPWPS,63174,1,like_new,t,t
RI3323CQJ9,RET1TZEBEO5,52679,1,like_new,t,f
RIJP55R51Y,RET1TZEBEO5,52677,1,damaged,t,f
RI8PK1RYFH,RETFUKIEXNN,203407,1,like_new,t,t
RI2FUHIJZ8,RETJLPREMPS,232095,1,damaged,t,t
RINHE55QZN,RETJLPREMPS,232094,1,worn,t,t
RI2LHZRTN1,RETPORBNL53,284784,1,damaged,f,t
RIT2Z2F62C,RETPORBNL53,284783,1,like_new,t,t
RISVR0ELQQ,RETU47OMG8T,128849,1,like_new,t,t
RIKJRQ20RO,RETU47OMG8T,128848,2,like_new,t,t
RIB0IBUZCS,RETUQ4ZG9HB,192066,1,like_new,t,t
RI8NQ2N87J,RETUQ4ZG9HB,192064,1,like_new,f,t
RIMEBWTB31,RETLISO304S,37917,1,worn,f,t
RIQPK9Q0L5,RETJH9P7QO3,132439,1,like_new,t,t
RISJCTLPN4,RET8DDFNN9F,249632,1,damaged,t,t
RIFAFTB0W6,RET8DDFNN9F,249633,1,like_new,t,t
RIIRTFDCJ5,RET1UFEJ7OI,124064,1,damaged,t,f
RI4HBS9TQ1,RETGQMSWS7O,205190,1,worn,t,t
RIH6HFIRKW,RETPAEH2BBR,141165,1,worn,t,t
RIXSU1QGH2,RET700ITUKD,275418,1,like_new,t,t
RI078OSM8G,RET700ITUKD,275417,1,damaged,t,t
RIO8JHLZZS,RET6JI47ZU4,89031,1,like_new,t,f
RIEO2RQM9W,RET6JI47ZU4,89034,1,like_new,t,t
RI1EK8MMV8,RETFS3BYLD7,191470,1,like_new,f,t
RIL12UZVJB,RETF3OS01FD,127865,1,like_new,t,t
RIV98BA1VV,RETUPQZDWCQ,253729,1,worn,t,t
RI0YUJCHH9,RETUPQZDWCQ,253728,1,like_new,t,f
RIW20F0JSY,RETSE9IBVAJ,188212,1,like_new,t,t
RIT93WKV0Z,RET6GZWXT8K,119319,1,damaged,t,t
RIO4LKWAU8,RETC0DRLHQ6,266918,1,like_new,t,t
RIUWB458B7,RETQRPG65UZ,159223,1,like_new,t,f
RI62UC0HB2,RETQRPG65UZ,159224,1,like_new,t,t
RIX0HVCIW4,RETPI08BK7S,248741,1,worn,t,t
RIVSKGZT0V,RETPI08BK7S,248740,1,like_new,t,t
RI2FCO1EIY,RETQCO1KTM6,274471,1,damaged,t,t
RIH94F4DDJ,RETQCO1KTM6,274472,1,like_new,t,t
RICJJLKV3S,RETCC2DAUID,304587,1,worn,t,f
RI619PEWWF,RETCC2DAUID,304588,1,damaged,t,f
RISOJCF4S0,RETX84ACT2U,60620,1,like_new,t,f
RIRR7JLUDL,RET67IQDWAX,92162,1,damaged,t,t
RIP9WZJNT6,RET67IQDWAX,92161,1,like_new,t,t
RI6W29T9I1,RET9EI0H905,234023,1,like_new,t,t
RIMTVCVQHX,RETE29MNJIK,228363,1,like_new,t,t
RIPMHBIAWC,RET61RAQGNA,241108,1,damaged,t,t
RINLTWAM1X,RET1TZ0BOSW,245193,1,like_new,t,t
RIV02V1MWO,RETHKHTNMM4,31257,1,like_new,t,t
RIQI862I6Y,RETIMKQTLK4,168554,1,like_new,t,t
RIFF5IO2E4,RETTXRXMFVS,113015,1,like_new,t,t
RI9KXZZ2Y0,RETTXRXMFVS,113016,1,damaged,f,t
RI3Z75XX3N,RETNGRZ1M6J,188981,1,like_new,t,t
RI0G6WJ45I,RETNGRZ1M6J,188983,1,like_new,t,f
RIPCHMP3SY,RETQPI3T57A,170512,1,like_new,t,f
RIXXACV668,RETQPI3T57A,170510,1,like_new,t,t
RIZACZFUCF,RETDB2HEFGR,76214,1,like_new,t,t
RI2BNGC5C1,RETDJRR40ZL,284401,1,like_new,t,f
RIKKK4B7EB,RETDJRR40ZL,284400,1,like_new,t,t
RI6AHAHUNX,RETUKKQVTWX,34242,1,like_new,t,t
RILOHY40MF,RETUKKQVTWX,34245,1,like_new,t,t
RIPKX76ZVL,RETEHT39EN4,241329,1,damaged,t,t
RIKYEOX2IX,RETP4JCYACQ,146226,1,like_new,t,t
RIWPNZK4ZQ,RETP4JCYACQ,146225,1,like_new,t,t
RIRDFG9YCY,RETP864IWZ3,150000,1,like_new,t,t
RIXT0YBI48,RETDDETXB5M,293777,1,damaged,t,f
RIMX31V2R0,RET15QV9I83,233863,1,like_new,f,t
RIVRIUSZY1,RETM96EF3QF,111940,1,damaged,f,t
RI0CA84KB4,RETIFB95JTU,233842,1,damaged,t,t
RIW9NSJ56G,RETIFB95JTU,233843,1,like_new,f,t
RI16F7ND46,RET3TGSZM41,114519,1,like_new,t,t
RIHFSAW4CS,RETU1QOIUNV,203719,1,like_new,t,t
