return_id,order_id,customer_id,return_date,return_reason,return_method,refund_amount,refund_method,return_status,restocking_fee,condition_received,processed_by,created_at
RETIW3XP6OC,81642,13087,2025-05-27 23:51:09,fit,store,48.07,store_credit,pending,6.39,poor,Kayla Simmons,2025-05-27 23:51:09
RET1AMVBHYJ,89730,33927,2024-12-26 07:07:00,changed_mind,mail,50.33,original_payment,processed,7.53,new,Edward Roth,2024-12-26 07:07:00
RET8WVDAAR6,81231,33149,2024-11-30 12:38:01,fit,pickup,44.12,store_credit,approved,9.59,good,William Graves,2024-11-30 12:38:01
RETPTCCDCL9,107151,27341,2024-07-21 19:28:03,fit,pickup,17.96,original_payment,completed,5.02,poor,Michelle Johnson,2024-07-21 19:28:03
RETX6JNJA0W,10621,14639,2025-08-14 05:19:22,defective,pickup,69.34,original_payment,pending,8.10,fair,Sandra Douglas,2025-08-14 05:19:22
RETFR6EJT2U,61824,30501,2025-09-16 02:06:50,other,pickup,48.66,original_payment,approved,13.99,poor,Isaac Krause,2025-09-16 02:06:50
RETXYB5E6VC,5776,4527,2025-08-15 10:42:18,fit,pickup,20.71,original_payment,processed,13.65,poor,Robert Jenkins,2025-08-15 10:42:18
RETZEG0MAIN,1148,46955,2024-08-25 07:34:04,defective,mail,83.33,store_credit,processed,11.62,like_new,Tonya Smith,2024-08-25 07:34:04
RETS9IS9GLL,1775,39968,2025-07-03 15:20:53,fit,store,42.08,store_credit,pending,4.17,like_new,Terry Henry,2025-07-03 15:20:53
RET69UPJJDV,33105,15911,2024-11-13 01:39:04,fit,store,44.96,store_credit,pending,9.77,good,Tiffany Zavala,2024-11-13 01:39:04
RET2YTMQDKT,25035,38379,2025-08-22 18:48:44,defective,store,28.31,original_payment,pending,1.51,fair,James Scott,2025-08-22 18:48:44
RET5C3GMYK8,96742,5747,2025-06-22 04:33:36,changed_mind,mail,47.34,original_payment,approved,1.85,fair,Nicholas Briggs,2025-06-22 04:33:36
RETY3PXYVGN,42409,14839,2025-06-09 21:12:46,fit,store,39.20,store_credit,processed,9.76,like_new,Dustin Ferguson,2025-06-09 21:12:46
RET2FZIOYTM,112470,42883,2025-07-14 14:23:27,changed_mind,pickup,45.13,store_credit,approved,11.79,like_new,Adam Price,2025-07-14 14:23:27
RET2SOVLJW9,38397,43816,2025-04-20 12:47:09,changed_mind,pickup,51.23,original_payment,completed,1.09,new,Jennifer Salazar,2025-04-20 12:47:09
RETJ1O5A3H8,91199,26345,2024-07-09 05:48:47,defective,pickup,52.60,original_payment,approved,6.35,good,Brian Joseph,2024-07-09 05:48:47
RETEZYKKX7G,44679,10043,2024-12-20 01:19:07,fit,pickup,24.53,original_payment,completed,9.75,poor,Tammy Norton,2024-12-20 01:19:07
RETKRVCRGAC,81962,31012,2025-07-22 05:17:42,fit,mail,62.17,original_payment,approved,13.88,new,Robert Allen,2025-07-22 05:17:42
RET460WJUD5,63489,28206,2024-10-27 12:21:29,fit,mail,24.20,original_payment,pending,2.19,new,Nicholas King,2024-10-27 12:21:29
RETMUJWDJFB,52290,13632,2024-11-08 10:13:22,defective,store,34.81,original_payment,pending,10.29,new,Lisa Johnson,2024-11-08 10:13:22
RET9ITMJUOC,9720,16,2024-05-03 22:36:06,changed_mind,pickup,36.46,original_payment,completed,10.98,like_new,Dawn Martinez,2024-05-03 22:36:06
RETNHSUJS83,55411,12935,2025-06-25 05:08:49,fit,mail,44.48,original_payment,pending,13.07,like_new,Thomas Weaver,2025-06-25 05:08:49
RETWIVP0DF8,20147,11090,2024-07-29 08:23:05,changed_mind,mail,44.70,store_credit,processed,13.35,like_new,Amy Rodriguez,2024-07-29 08:23:05
RETDS5V4G85,101202,12636,2025-08-27 04:18:49,fit,pickup,32.56,store_credit,completed,5.99,fair,Kelly Underwood,2025-08-27 04:18:49
RET1F0ZX9UW,104966,40163,2025-09-04 13:18:11,other,mail,34.05,original_payment,completed,2.86,good,Cynthia Smith,2025-09-04 13:18:11
RETQ0KS43U5,72562,15144,2025-08-02 03:15:38,changed_mind,pickup,49.45,original_payment,completed,2.22,poor,Megan Cooper,2025-08-02 03:15:38
RET8VZ1EBK9,86979,31898,2025-07-22 00:24:40,other,store,29.35,original_payment,pending,3.59,fair,Daniel Oconnell,2025-07-22 00:24:40
RETM39DD170,119352,6785,2025-06-23 09:50:35,fit,pickup,58.09,original_payment,approved,13.56,like_new,Sandra Barber,2025-06-23 09:50:35
RETQLW09CMD,109253,36053,2025-09-25 21:17:34,fit,store,70.42,original_payment,completed,12.65,fair,Kristy Edwards,2025-09-25 21:17:34
RETVVHL9F8K,84077,6860,2024-07-19 18:05:05,fit,pickup,47.36,store_credit,approved,14.45,good,Brandon Frye,2024-07-19 18:05:05
RET9YHN32RS,24779,39958,2025-02-16 23:22:40,defective,pickup,55.01,store_credit,approved,2.85,fair,Lisa Jensen,2025-02-16 23:22:40
RETQ1ZKEP5S,94681,15574,2025-03-25 19:37:51,fit,store,54.63,original_payment,approved,9.66,new,Thomas Booker,2025-03-25 19:37:51
RETXPWXC2CF,5974,5509,2025-06-20 11:58:08,defective,store,65.01,store_credit,processed,2.69,new,Edward Hayes,2025-06-20 11:58:08
RETTE6OPJJI,111543,33788,2025-06-20 11:52:33,fit,store,83.48,original_payment,pending,4.17,new,Laura Johnson,2025-06-20 11:52:33
RETFFSFBS6Y,89206,4505,2025-08-23 09:55:03,changed_mind,store,51.33,original_payment,completed,6.48,new,Adam Mooney,2025-08-23 09:55:03
RETJQMLZ0XS,92537,16189,2024-12-08 00:02:58,other,pickup,50.50,store_credit,processed,2.47,poor,Emily Mills,2024-12-08 00:02:58
RET17ADN75M,50575,665,2025-04-04 01:33:57,other,pickup,44.04,store_credit,completed,9.39,poor,Edward Johnson,2025-04-04 01:33:57
RETFVHT8N82,92049,36910,2025-02-28 05:33:45,other,pickup,63.42,store_credit,completed,8.61,like_new,Zachary Haley,2025-02-28 05:33:45
RETBRT3PREV,58559,28533,2025-08-21 15:36:09,changed_mind,store,29.27,store_credit,completed,8.79,like_new,David Baker,2025-08-21 15:36:09
RETG69HS15V,49102,35280,2024-09-25 19:04:44,changed_mind,mail,62.47,store_credit,completed,10.86,good,Jason York,2024-09-25 19:04:44
RETYMQ0HOSJ,27790,12632,2025-08-03 06:42:27,changed_mind,store,31.29,original_payment,processed,9.07,new,Colleen Miles,2025-08-03 06:42:27
RETK4J5TOVA,3733,22116,2025-09-13 11:08:41,fit,store,66.50,store_credit,processed,7.61,new,Larry Page,2025-09-13 11:08:41
RET7K7AL4YH,65654,8712,2024-01-12 20:32:57,fit,mail,25.19,store_credit,processed,13.08,fair,Ronald Spencer,2024-01-12 20:32:57
RETMSA7HP0B,122295,28969,2025-07-10 05:16:03,changed_mind,pickup,72.48,original_payment,processed,12.30,new,Christina Lynn,2025-07-10 05:16:03
RETI7ZDZKGT,69188,27821,2025-08-08 04:04:01,fit,pickup,69.57,original_payment,pending,1.83,good,Vanessa Pittman,2025-08-08 04:04:01
RETYI0EP1TA,117790,7234,2025-05-09 15:42:10,other,mail,45.89,store_credit,approved,3.97,like_new,Jason Jones,2025-05-09 15:42:10
RETY5EQ6NYH,84682,23755,2025-06-06 02:01:01,fit,pickup,35.96,store_credit,approved,13.83,like_new,Stanley Curtis,2025-06-06 02:01:01
RET6LE7638V,103342,12193,2024-07-20 01:20:44,fit,pickup,33.81,original_payment,completed,0.08,fair,Patricia Tucker,2024-07-20 01:20:44
RETRFG7QBSE,115732,46342,2025-04-30 11:45:49,other,store,55.36,store_credit,pending,2.46,poor,David Ramos,2025-04-30 11:45:49
RET6CL01GLL,107225,36840,2025-07-23 20:21:13,changed_mind,store,50.90,original_payment,completed,1.94,poor,Roger Perez,2025-07-23 20:21:13
RETJ3NV8BMU,63978,9601,2024-11-15 17:55:28,changed_mind,mail,51.38,store_credit,completed,0.63,like_new,Linda Marshall,2024-11-15 17:55:28
RETWW0TRWAV,27967,21190,2023-12-28 11:22:33,changed_mind,store,29.73,store_credit,processed,11.48,new,Ann Hendricks MD,2023-12-28 11:22:33
RETLZTF4MJ1,77719,7684,2025-02-24 10:19:48,fit,pickup,77.80,original_payment,completed,11.83,fair,Mark Adams,2025-02-24 10:19:48
RETXXAMLIBB,113062,32108,2025-05-17 18:44:53,fit,mail,67.51,original_payment,processed,3.09,poor,Kenneth Johnson,2025-05-17 18:44:53
RET3FRG78I1,89974,8921,2025-05-02 17:00:21,changed_mind,pickup,74.63,original_payment,pending,7.41,fair,Gabriela Hernandez,2025-05-02 17:00:21
RETCZO8VY61,8208,5094,2025-09-13 12:24:03,fit,store,29.87,original_payment,completed,14.16,new,Robert Larson,2025-09-13 12:24:03
RETY4KBFJ2Y,100572,38067,2025-09-05 11:16:03,other,store,42.11,original_payment,approved,12.67,new,Melanie Weeks,2025-09-05 11:16:03
RET2KM4JM2E,109706,4761,2025-08-27 04:15:46,other,pickup,71.22,original_payment,pending,0.33,poor,Melanie Hicks,2025-08-27 04:15:46
RET9BNHCMG7,65476,45630,2025-05-16 04:56:30,fit,pickup,39.18,original_payment,approved,8.97,poor,Daniel Miller,2025-05-16 04:56:30
RET5I5K2LPH,109039,34431,2025-03-15 16:38:55,defective,pickup,66.81,store_credit,approved,12.36,fair,Benjamin Perez,2025-03-15 16:38:55
RET8YP65YJY,54156,3568,2025-08-24 23:11:43,fit,store,65.50,original_payment,processed,0.44,fair,Jean Sanders,2025-08-24 23:11:43
RETF0KBJ674,25275,12172,2025-09-04 19:21:46,changed_mind,mail,59.69,store_credit,approved,0.11,poor,Adam Pennington,2025-09-04 19:21:46
RETED9W0PEB,57658,7762,2025-06-02 22:40:12,other,pickup,33.55,original_payment,completed,9.98,good,David Brown,2025-06-02 22:40:12
RETS2TASGIR,26248,43199,2025-07-16 08:25:15,other,pickup,48.18,original_payment,processed,1.48,poor,Aaron Norton MD,2025-07-16 08:25:15
RETP0ENGR2M,115500,15547,2025-09-19 16:50:07,fit,pickup,35.60,store_credit,processed,2.20,new,Melissa Owen,2025-09-19 16:50:07
RET0152BZ8E,66507,35032,2024-01-01 05:59:49,defective,mail,38.16,store_credit,approved,7.23,good,Tina Mosley,2024-01-01 05:59:49
RETH888WCTN,22140,13745,2025-08-14 16:52:04,fit,pickup,48.05,store_credit,approved,11.50,good,Zachary Mitchell,2025-08-14 16:52:04
RETNYX0A8XA,116152,14486,2024-04-19 19:26:06,fit,pickup,39.23,store_credit,pending,11.24,fair,Ruth Gonzalez,2024-04-19 19:26:06
RETT64WF0LB,111888,14865,2025-09-07 10:42:34,fit,store,54.61,original_payment,processed,3.95,like_new,Melissa Perez,2025-09-07 10:42:34
RETSVY5YKED,103513,13896,2025-06-03 04:15:03,fit,mail,28.37,original_payment,approved,5.11,fair,Kelsey Rhodes,2025-06-03 04:15:03
RETCOEAPSN6,60968,18095,2025-07-30 19:54:44,other,pickup,53.61,store_credit,pending,3.51,good,Colin Young,2025-07-30 19:54:44
RETWQ0MGIGV,12088,254,2024-08-15 00:26:53,defective,mail,39.01,original_payment,processed,13.63,like_new,Rhonda Alexander,2024-08-15 00:26:53
RETJUX41BNZ,93332,37784,2025-03-21 23:14:57,fit,store,44.49,original_payment,processed,2.13,new,Diana Chavez,2025-03-21 23:14:57
RETNKBT34GG,65536,2503,2025-09-08 02:51:48,defective,mail,15.52,store_credit,approved,6.81,poor,Kelly Rojas,2025-09-08 02:51:48
RET7HSI5D6S,95411,15827,2025-05-04 01:54:10,defective,store,42.34,original_payment,pending,6.82,fair,Amy Cox,2025-05-04 01:54:10
RETF7HR50T8,72775,47260,2025-02-21 17:54:13,changed_mind,store,46.86,original_payment,approved,7.86,poor,Stephanie Haynes,2025-02-21 17:54:13
RETE0CE1V7L,18588,25152,2025-08-30 06:02:49,fit,mail,54.73,store_credit,pending,3.51,new,Adam Conley,2025-08-30 06:02:49
RETTLYCMNY6,5591,38010,2025-01-05 03:34:26,defective,store,25.19,original_payment,processed,0.61,fair,Miss Shelby Martin,2025-01-05 03:34:26
RET710T1JGH,105316,21645,2024-10-18 10:31:00,fit,mail,29.01,store_credit,processed,0.34,like_new,Judy Ellis,2024-10-18 10:31:00
RETEG2JGBBE,63890,5777,2025-07-26 01:07:20,defective,mail,49.02,store_credit,completed,10.40,good,Karen Pierce,2025-07-26 01:07:20
RET8EGJTQY1,118427,41522,2024-09-11 17:45:57,changed_mind,store,45.04,original_payment,pending,0.49,like_new,Tracy Allen,2024-09-11 17:45:57
RET7XEN8LPG,38351,43383,2025-04-04 07:37:15,other,pickup,46.71,original_payment,completed,8.36,poor,Steven Huerta,2025-04-04 07:37:15
RET1KYSEFHO,77952,12652,2025-02-11 01:50:11,other,pickup,52.90,original_payment,processed,13.64,like_new,Brandy Perez,2025-02-11 01:50:11
RETE030868M,76177,25194,2025-06-24 10:00:53,fit,store,44.65,original_payment,approved,4.53,good,Karen Bell,2025-06-24 10:00:53
RETHAQBXYIU,30518,36646,2025-08-19 09:00:35,fit,mail,50.54,original_payment,processed,13.62,good,John Taylor Jr.,2025-08-19 09:00:35
RETNE2B00AF,57490,1199,2025-09-14 07:22:16,other,store,31.32,store_credit,approved,9.91,like_new,Tonya Cline,2025-09-14 07:22:16
RETZ720JWLJ,29289,25537,2025-07-30 06:58:07,defective,mail,62.06,original_payment,approved,8.06,poor,Anthony Martin,2025-07-30 06:58:07
RETCQZJ4MM6,92623,13905,2025-05-19 14:16:53,fit,store,54.82,original_payment,pending,3.05,fair,Danny Shepard,2025-05-19 14:16:53
RETOKAYYCGZ,97829,9498,2025-08-27 11:17:01,fit,mail,48.10,original_payment,processed,13.63,poor,Mary Martin,2025-08-27 11:17:01
RET9WQKB0CE,39695,27193,2025-09-09 00:26:39,defective,mail,45.61,store_credit,pending,7.51,fair,Jean Roberts,2025-09-09 00:26:39
RETK6F122GW,95944,24310,2024-11-06 22:20:53,changed_mind,pickup,29.25,original_payment,pending,9.56,new,Sydney Wright,2024-11-06 22:20:53
RET38PLJRPU,2708,40418,2025-05-14 10:33:51,fit,store,16.80,original_payment,pending,7.85,new,Chase Evans,2025-05-14 10:33:51
RETKPKSMMNN,24266,1944,2024-05-16 03:44:03,changed_mind,mail,62.26,store_credit,completed,8.52,like_new,Victoria Evans,2024-05-16 03:44:03
RET0RCG0VDR,52949,6582,2025-09-03 18:32:34,fit,store,23.97,original_payment,processed,5.08,new,Tracy Scott,2025-09-03 18:32:34
RETCYT9U5IZ,11774,48592,2024-06-04 22:40:32,changed_mind,store,43.43,original_payment,completed,1.78,new,Erin Escobar,2024-06-04 22:40:32
RET99AFTTSB,66874,46152,2024-07-22 23:10:15,fit,store,73.75,store_credit,approved,8.11,like_new,Shawn Meza,2024-07-22 23:10:15
RET7Q1T0QMX,107204,32700,2024-07-10 04:19:43,defective,mail,40.37,original_payment,pending,10.70,poor,Nathaniel Davis,2024-07-10 04:19:43
RETGGNSCASU,26118,19544,2025-09-25 13:24:58,defective,store,49.07,original_payment,approved,10.86,new,Miranda Bernard,2025-09-25 13:24:58
RETV9VCU7UH,75033,49885,2025-01-14 17:01:23,fit,pickup,42.93,original_payment,processed,1.23,new,Lauren Brooks,2025-01-14 17:01:23
RETS7IW3BGY,77754,12552,2025-02-02 09:58:14,fit,pickup,48.01,original_payment,processed,14.26,good,Lisa Frey,2025-02-02 09:58:14
RETT5SUYIQO,85656,44324,2025-01-31 02:23:35,other,store,53.23,store_credit,pending,1.22,fair,Richard Rosales,2025-01-31 02:23:35
RET2YT0S7VQ,50009,37014,2025-07-07 03:10:59,changed_mind,pickup,48.93,store_credit,approved,8.30,poor,Aaron Hoffman,2025-07-07 03:10:59
RETZE7JGMN5,52989,4415,2024-09-24 22:43:16,other,pickup,55.84,original_payment,pending,12.23,fair,Paige Thomas,2024-09-24 22:43:16
RETCHAUK82K,106787,33934,2025-01-23 14:55:46,defective,mail,35.03,store_credit,processed,12.86,poor,Kayla Proctor,2025-01-23 14:55:46
RETPECWKZK9,52635,26975,2024-03-17 02:48:39,changed_mind,pickup,32.78,original_payment,processed,3.85,new,Julie Martin,2024-03-17 02:48:39
RETM2BSWDNX,91505,45390,2025-08-10 03:39:22,fit,store,33.38,store_credit,completed,11.85,fair,Steven Wagner,2025-08-10 03:39:22
RET6ICKB2B6,56720,10726,2025-06-02 00:08:30,other,mail,45.78,original_payment,completed,10.07,new,Megan Booth,2025-06-02 00:08:30
RETIZLBCK3I,41121,920,2025-01-06 01:11:35,other,store,41.29,original_payment,completed,10.55,fair,Kara Vang,2025-01-06 01:11:35
RETWVLBCX60,82639,33800,2025-08-21 10:25:19,changed_mind,mail,68.40,original_payment,processed,12.39,new,Jacqueline Houston,2025-08-21 10:25:19
RETIE1GKC8H,62682,33051,2025-08-05 21:33:39,defective,pickup,51.20,store_credit,pending,14.93,poor,James Mercado,2025-08-05 21:33:39
RET3V0TV85F,95652,41217,2024-10-17 06:09:25,defective,mail,17.64,original_payment,approved,12.68,like_new,Jonathan Wilson,2024-10-17 06:09:25
RET74CVK6HV,17578,41126,2025-01-18 15:57:09,fit,mail,47.46,original_payment,completed,2.75,good,Maureen Peterson,2025-01-18 15:57:09
RETUI5KFLG7,62500,18226,2025-08-28 06:10:31,defective,mail,11.64,store_credit,processed,10.15,new,Meredith Rivera,2025-08-28 06:10:31
RET0ZA88D22,12262,24612,2025-07-13 05:42:56,changed_mind,mail,63.62,original_payment,completed,1.28,good,James Chambers,2025-07-13 05:42:56
RETNF572M5V,73191,8277,2025-04-01 07:44:24,changed_mind,mail,37.13,original_payment,pending,5.74,new,Christine Atkins,2025-04-01 07:44:24
RETQZ1GV599,32059,28761,2025-05-25 05:01:47,defective,store,30.99,original_payment,completed,12.56,like_new,Edward Swanson,2025-05-25 05:01:47
RETQ66XQPF1,41194,35767,2025-03-25 11:32:51,fit,store,47.58,original_payment,pending,7.75,good,Beth Cummings,2025-03-25 11:32:51
RETPWK6TECA,30856,30526,2025-06-21 00:23:40,changed_mind,mail,68.80,store_credit,processed,0.26,like_new,Evelyn Phillips,2025-06-21 00:23:40
RETDWB4N7AF,115341,45283,2025-06-22 21:31:29,changed_mind,store,34.25,original_payment,approved,1.20,good,Danielle Barry,2025-06-22 21:31:29
RETJ3C85ZZY,26940,19658,2025-05-06 07:54:01,fit,mail,24.63,original_payment,completed,9.37,fair,Kimberly Carrillo,2025-05-06 07:54:01
RETUJ0LMK91,78872,21859,2025-02-08 20:23:21,defective,mail,22.77,original_payment,processed,10.95,like_new,Barbara Obrien,2025-02-08 20:23:21
RETDMJWZFVM,32599,10740,2024-06-20 12:38:58,changed_mind,pickup,37.54,original_payment,approved,6.63,fair,Angel Gonzales,2024-06-20 12:38:58
RET5CEFRUPJ,23527,6791,2025-07-03 03:51:58,defective,mail,48.04,original_payment,approved,10.65,like_new,Marcus Smith,2025-07-03 03:51:58
RET4NQB78WA,71460,29903,2025-09-07 00:01:58,fit,pickup,43.24,original_payment,completed,7.97,good,Carrie Hogan,2025-09-07 00:01:58
RETU0QFME1R,98259,17234,2024-10-12 12:03:37,fit,mail,37.37,original_payment,processed,13.73,fair,Charles Duncan,2024-10-12 12:03:37
RETWCREANDZ,76256,47918,2025-06-23 18:19:45,other,store,27.15,original_payment,approved,14.15,good,Jillian Reeves,2025-06-23 18:19:45
RET25KMG9GL,12804,40141,2025-03-21 09:02:13,fit,store,80.36,original_payment,processed,6.17,good,Donald Perry,2025-03-21 09:02:13
RET5UKF2H1F,103610,14636,2025-07-25 19:01:06,changed_mind,store,43.25,original_payment,processed,9.71,new,Isabella Huffman,2025-07-25 19:01:06
RET8T2ETMBY,62677,9033,2025-08-31 11:49:30,changed_mind,pickup,63.54,original_payment,processed,3.96,like_new,Leslie Pearson,2025-08-31 11:49:30
RETQ8HZXBOM,104067,16514,2025-06-15 08:30:05,fit,store,35.18,store_credit,completed,4.93,like_new,Heather Nguyen,2025-06-15 08:30:05
RETK6OJ8AEX,120836,35212,2025-08-19 05:17:07,fit,store,47.32,original_payment,pending,5.38,new,Anthony Clark,2025-08-19 05:17:07
RET1OJ2U9U7,55100,22563,2024-09-16 18:55:57,changed_mind,mail,52.75,original_payment,approved,13.74,poor,Jose Davis,2024-09-16 18:55:57
RETHR0I3VU7,52230,3286,2025-07-25 19:22:19,fit,store,88.35,original_payment,completed,5.16,fair,Ashley Potter,2025-07-25 19:22:19
RET51YB2OK8,105318,32659,2025-09-06 17:47:40,fit,mail,58.68,original_payment,completed,6.27,fair,Heather Mccormick,2025-09-06 17:47:40
RETWR2887E1,95081,8142,2024-06-02 17:59:19,fit,pickup,43.09,store_credit,processed,14.54,poor,Ryan Paul,2024-06-02 17:59:19
RETU4CQES9U,104071,40433,2025-06-27 06:37:29,defective,store,31.95,original_payment,pending,13.51,good,Jordan Valenzuela,2025-06-27 06:37:29
RETHO0GIDY2,84383,7208,2025-04-07 10:17:41,fit,pickup,74.41,original_payment,pending,7.97,good,Christopher Whitehead,2025-04-07 10:17:41
RETKFSWEBYU,10531,13911,2025-04-26 07:05:02,fit,pickup,59.39,store_credit,processed,2.44,new,Zachary Walker,2025-04-26 07:05:02
RETGS23F2SB,102497,15070,2025-07-07 20:42:21,fit,store,74.91,original_payment,processed,12.07,like_new,Charles Daniels,2025-07-07 20:42:21
RETQ0FCMM4T,90679,14268,2024-11-14 04:36:59,fit,mail,70.61,store_credit,pending,13.62,like_new,Lauren Lucas,2024-11-14 04:36:59
RETPOA545P3,66498,4347,2024-09-18 18:08:20,fit,mail,30.37,original_payment,pending,9.74,poor,Nathan Torres,2024-09-18 18:08:20
RETXOECB9FP,104008,16435,2025-05-14 23:13:15,other,mail,37.99,store_credit,completed,13.82,like_new,Mark Mcdaniel,2025-05-14 23:13:15
RETKC5BUJ3A,54527,24805,2024-09-17 23:19:01,changed_mind,pickup,56.80,original_payment,completed,8.82,fair,Sarah Romero,2024-09-17 23:19:01
RETAYDQCL9N,69367,39585,2025-08-26 16:57:31,defective,mail,49.52,original_payment,pending,14.18,like_new,Steven Coleman,2025-08-26 16:57:31
RETCM2SZ5BI,106239,1023,2025-08-20 19:35:09,fit,mail,52.49,store_credit,completed,6.96,new,Paul Rodriguez,2025-08-20 19:35:09
RETID1MZMSD,79496,5946,2025-09-18 00:50:10,fit,store,40.72,store_credit,completed,5.40,new,Melissa Nguyen,2025-09-18 00:50:10
RETM9Q1B0QF,99282,37763,2025-09-23 08:44:21,changed_mind,store,32.55,original_payment,completed,6.53,fair,Logan Taylor,2025-09-23 08:44:21
RETBF5S1ULK,96842,15860,2025-04-09 17:36:11,other,mail,61.22,original_payment,pending,14.84,like_new,Michael Evans,2025-04-09 17:36:11
RET10UAQHTD,10356,22240,2024-05-28 20:01:13,fit,mail,26.80,original_payment,approved,9.99,poor,Michael Boyer,2024-05-28 20:01:13
RET0TC34Z17,13059,38065,2025-06-11 20:59:05,changed_mind,pickup,35.98,store_credit,pending,6.63,like_new,Michelle Watkins,2025-06-11 20:59:05
RET4T01NYCA,36304,33563,2025-05-04 15:43:12,fit,store,53.32,store_credit,completed,13.75,new,Michael Franklin,2025-05-04 15:43:12
RETOQ784SY5,93676,19823,2025-01-10 17:52:27,fit,pickup,50.13,original_payment,completed,13.53,new,Wesley Lee,2025-01-10 17:52:27
RETDXYQFTIB,20050,18260,2024-01-20 03:05:47,fit,mail,49.26,original_payment,processed,0.55,fair,Matthew Hall,2024-01-20 03:05:47
RETDS4T6JWX,71734,12578,2025-09-25 09:15:26,fit,mail,55.88,original_payment,completed,1.45,new,Bobby Miller,2025-09-25 09:15:26
RETIGF5TX9M,45999,27059,2025-05-27 22:19:32,defective,mail,36.16,store_credit,pending,11.11,new,Kevin Pena,2025-05-27 22:19:32
RET6AMMQQTV,109342,36944,2024-06-18 07:49:15,fit,pickup,62.31,store_credit,completed,11.97,new,Brittany Ochoa,2024-06-18 07:49:15
RETAMZU16KH,69493,26020,2024-06-21 23:48:00,defective,store,47.03,original_payment,pending,0.93,good,Michael Gutierrez,2024-06-21 23:48:00
RETM5F4T5UE,113063,48539,2025-06-09 16:34:36,changed_mind,pickup,14.44,store_credit,completed,4.26,like_new,Peter Alvarez,2025-06-09 16:34:36
RET2BAP9RUE,50629,45874,2025-04-03 09:58:11,defective,pickup,61.46,store_credit,processed,2.05,good,Mrs. Cynthia Reid,2025-04-03 09:58:11
RET7QW0GBL2,33898,19605,2025-09-26 01:14:28,changed_mind,store,49.52,original_payment,completed,13.90,fair,Beverly Harris,2025-09-26 01:14:28
RET43A8T8W1,51639,22557,2024-12-06 17:03:58,changed_mind,pickup,37.51,original_payment,approved,13.28,good,Michelle Castillo,2024-12-06 17:03:58
RET3T2Z13U4,89987,43715,2025-02-09 00:25:40,defective,store,34.87,store_credit,pending,2.62,poor,Zachary Wong,2025-02-09 00:25:40
RET3JPF1UWH,35723,5352,2025-08-15 16:37:16,fit,mail,50.78,store_credit,processed,2.74,new,Jose Payne,2025-08-15 16:37:16
RET9VFFQ3Q2,32285,31603,2025-09-04 18:06:30,fit,pickup,34.38,original_payment,pending,6.30,good,Jill Vasquez,2025-09-04 18:06:30
RET4TVERADV,111266,20788,2025-06-06 00:15:38,defective,mail,31.95,original_payment,pending,2.85,like_new,Hannah Kennedy,2025-06-06 00:15:38
RETEVPD2H0J,19742,22247,2025-03-29 00:46:19,changed_mind,pickup,64.02,original_payment,processed,1.89,like_new,Nathan Yoder,2025-03-29 00:46:19
RETDE9Q2MJR,54333,35128,2025-05-11 01:47:35,defective,pickup,33.63,store_credit,pending,0.25,new,Debbie Hines,2025-05-11 01:47:35
RETSK2UT1HM,83491,32591,2024-10-04 12:57:16,defective,mail,59.41,store_credit,pending,0.17,good,April Moses,2024-10-04 12:57:16
RETURDI9IN5,74522,6313,2024-10-18 17:49:53,defective,mail,51.67,store_credit,pending,10.01,fair,Shawn Lara,2024-10-18 17:49:53
RETFLL0J4MF,99971,3393,2025-08-01 23:59:56,fit,pickup,49.16,store_credit,approved,1.77,good,Christine Johnson,2025-08-01 23:59:56
RETRQLA4GS0,86986,45969,2024-11-29 09:21:02,other,mail,27.07,store_credit,pending,0.85,good,Mrs. Sherry Williams,2024-11-29 09:21:02
RETTQ4KCUZE,33682,41699,2025-08-26 20:52:18,changed_mind,mail,31.10,store_credit,pending,7.35,fair,Kathryn Stone,2025-08-26 20:52:18
RETZR3U4IV1,51319,3088,2025-09-10 13:18:33,fit,store,40.57,original_payment,processed,10.70,poor,Jennifer Ramirez,2025-09-10 13:18:33
RETDWS60K23,89886,26882,2025-09-14 22:36:46,fit,pickup,42.48,store_credit,approved,5.28,poor,Gina Mcconnell,2025-09-14 22:36:46
RET89SIX3N8,119707,41345,2025-09-12 10:33:13,fit,pickup,38.88,original_payment,completed,6.91,poor,Brandon Coleman,2025-09-12 10:33:13
RET6Y93RW4G,32578,24983,2025-09-06 00:44:53,fit,mail,37.52,original_payment,completed,5.57,new,Lynn Johnson,2025-09-06 00:44:53
RETSGG3BHJF,73478,42958,2025-01-29 16:27:47,changed_mind,mail,44.80,original_payment,pending,8.81,fair,Abigail Harrison,2025-01-29 16:27:47
RETMAIX54UD,38196,46499,2024-01-09 07:15:52,other,pickup,39.21,original_payment,pending,9.68,fair,Ryan Gomez,2024-01-09 07:15:52
RETT0JQAXUO,39184,38681,2025-09-16 06:26:59,fit,pickup,34.39,original_payment,processed,5.25,poor,Nicholas Reyes,2025-09-16 06:26:59
RETRYUMU9GY,38560,18182,2025-01-20 13:25:35,changed_mind,mail,32.44,original_payment,processed,5.54,like_new,Ariana Rubio,2025-01-20 13:25:35
RETL458JJJ4,121990,6131,2025-09-12 04:30:13,other,mail,40.64,original_payment,completed,5.98,like_new,Michele Mills,2025-09-12 04:30:13
