variant_id,product_id,sku,size,color,additional_price,weight_oz,stock_quantity,created_at
1557,P000346,SKU000346V1557,L,Red,6.76,7.19,350,2024-11-19 08:08:19
1558,P000346,SKU000346V1558,XXL,Brown,4.12,11.26,121,2024-01-31 07:20:06
1559,P000346,SKU000346V1559,XL,Gray,18.96,10.57,383,2024-11-14 12:07:18
1560,P000346,SKU000346V1560,XL,Red,18.01,13.21,290,2024-05-18 05:46:39
1561,P000347,SKU000347V1561,M,Beige,4.27,8.11,82,2023-12-30 09:02:03
1562,P000347,SKU000347V1562,XL,Green,6.01,14.42,436,2025-09-10 22:25:44
1563,P000347,SKU000347V1563,XL,Blue,1.02,6.39,121,2023-10-16 08:56:08
1564,P000347,SKU000347V1564,S,Blue,18.74,4.34,231,2024-08-06 05:53:04
1565,P000347,SKU000347V1565,L,Black,13.88,9.38,207,2025-09-19 04:40:43
1566,P000347,SKU000347V1566,S,Beige,19.67,9.32,358,2024-10-18 22:06:07
1567,P000348,SKU000348V1567,XXL,Blue,11.50,4.57,420,2025-05-15 22:30:47
1568,P000348,SKU000348V1568,L,Red,9.37,11.60,454,2024-01-17 22:26:53
1569,P000348,SKU000348V1569,L,Red,12.21,9.96,400,2024-09-16 18:47:39
1570,P000348,SKU000348V1570,XXL,Black,13.52,2.85,412,2025-09-16 15:57:07
1571,P000349,SKU000349V1571,XS,Black,6.63,6.07,56,2024-06-01 17:35:27
1572,P000349,SKU000349V1572,M,Gray,14.87,4.77,500,2024-01-26 05:20:23
1573,P000349,SKU000349V1573,XS,Red,12.46,9.58,171,2023-09-30 08:20:51
1574,P000350,SKU000350V1574,L,Red,14.07,5.94,158,2025-04-22 14:50:25
1575,P000350,SKU000350V1575,XL,Navy,18.02,4.12,87,2024-11-24 05:11:15
1576,P000350,SKU000350V1576,XS,Brown,18.20,4.06,219,2024-10-25 03:05:09
1577,P000350,SKU000350V1577,XL,Green,14.00,10.97,153,2024-06-10 07:48:53
1578,P000350,SKU000350V1578,S,White,13.28,13.82,85,2025-02-10 17:47:52
1579,P000350,SKU000350V1579,XS,Black,2.71,8.15,205,2025-03-27 22:51:45
1580,P000351,SKU000351V1580,S,Black,11.72,6.71,428,2024-05-13 13:52:31
1581,P000351,SKU000351V1581,L,Pink,11.44,13.62,239,2024-09-29 02:37:52
1582,P000351,SKU000351V1582,L,Pink,6.88,14.84,183,2025-08-22 22:31:35
1583,P000351,SKU000351V1583,M,White,3.54,5.90,329,2024-05-09 03:03:58
1584,P000351,SKU000351V1584,L,Navy,2.22,12.28,488,2025-05-04 18:53:17
1585,P000351,SKU000351V1585,XXL,Gray,19.23,5.80,174,2024-12-15 15:21:12
1586,P000352,SKU000352V1586,M,Pink,19.67,2.21,263,2025-02-25 23:59:04
1587,P000352,SKU000352V1587,XL,Blue,19.83,13.07,196,2024-01-19 06:07:50
1588,P000352,SKU000352V1588,S,Brown,5.60,13.76,276,2025-06-09 01:28:34
1589,P000353,SKU000353V1589,L,Red,18.12,10.44,36,2024-12-09 00:58:30
1590,P000353,SKU000353V1590,XXL,Beige,5.26,6.39,231,2025-04-14 21:20:11
1591,P000353,SKU000353V1591,M,Green,13.19,9.17,180,2025-08-31 09:46:45
1592,P000354,SKU000354V1592,XL,Black,14.69,5.94,19,2025-09-12 09:04:01
1593,P000354,SKU000354V1593,S,Green,7.60,11.04,28,2024-09-04 09:44:26
1594,P000354,SKU000354V1594,M,Blue,6.71,8.66,421,2024-06-16 01:49:53
1595,P000354,SKU000354V1595,L,Blue,14.15,14.26,77,2025-03-15 06:55:37
1596,P000355,SKU000355V1596,XL,Gray,9.78,3.08,146,2023-12-23 06:00:39
1597,P000355,SKU000355V1597,L,White,16.11,6.14,477,2025-04-17 07:03:50
1598,P000355,SKU000355V1598,XL,White,0.46,12.48,75,2024-10-03 01:09:12
1599,P000355,SKU000355V1599,XS,Gray,1.49,2.84,201,2025-08-26 04:45:52
1600,P000355,SKU000355V1600,XL,Gray,15.58,2.98,452,2023-10-28 03:27:30
1601,P000356,SKU000356V1601,XXL,Red,17.40,2.91,326,2024-01-13 07:20:04
1602,P000356,SKU000356V1602,XL,Green,12.62,12.22,179,2025-03-06 15:17:15
1603,P000356,SKU000356V1603,XS,Pink,2.44,3.80,370,2024-11-27 22:56:05
1604,P000357,SKU000357V1604,S,White,14.37,2.05,56,2023-12-26 19:01:28
1605,P000357,SKU000357V1605,XXL,Gray,4.20,3.03,377,2024-05-23 07:21:52
1606,P000357,SKU000357V1606,M,Brown,3.85,4.56,428,2023-10-16 06:31:10
1607,P000358,SKU000358V1607,XL,Navy,9.38,10.79,384,2024-08-03 23:13:13
1608,P000358,SKU000358V1608,XS,Green,3.70,3.03,13,2025-01-18 15:44:25
1609,P000358,SKU000358V1609,S,Beige,2.88,9.48,287,2025-07-11 03:22:40
1610,P000358,SKU000358V1610,S,White,14.06,4.45,48,2024-03-16 04:11:37
1611,P000358,SKU000358V1611,M,Gray,3.25,12.87,335,2024-09-07 09:49:46
1612,P000358,SKU000358V1612,M,Pink,8.25,5.71,337,2024-06-30 14:35:41
1613,P000359,SKU000359V1613,M,Red,14.71,2.09,281,2023-12-07 20:16:09
1614,P000359,SKU000359V1614,XXL,Beige,5.63,2.84,92,2024-06-06 12:12:29
1615,P000359,SKU000359V1615,XS,Green,6.88,2.79,385,2023-11-08 18:11:50
1616,P000359,SKU000359V1616,L,White,13.48,11.31,470,2025-01-11 09:03:22
1617,P000359,SKU000359V1617,XS,White,6.37,13.91,404,2025-02-06 03:13:49
1618,P000359,SKU000359V1618,M,Pink,13.56,9.40,43,2024-02-25 14:09:03
1619,P000360,SKU000360V1619,L,Red,14.84,6.82,255,2024-12-23 04:14:47
1620,P000360,SKU000360V1620,M,Green,6.27,4.47,391,2024-11-08 21:44:03
1621,P000360,SKU000360V1621,XL,Navy,0.85,7.33,190,2024-03-17 13:21:27
1622,P000360,SKU000360V1622,L,Red,18.47,14.29,443,2025-05-25 20:28:24
1623,P000360,SKU000360V1623,L,Green,17.37,7.88,247,2025-09-22 18:21:26
1624,P000361,SKU000361V1624,XXL,Blue,8.39,13.35,22,2025-05-14 19:59:08
1625,P000361,SKU000361V1625,M,Blue,19.80,3.94,333,2024-04-29 21:14:02
1626,P000361,SKU000361V1626,M,Black,8.69,10.60,428,2024-02-26 00:42:02
1627,P000361,SKU000361V1627,S,Navy,11.86,4.82,104,2023-10-14 12:38:00
1628,P000362,SKU000362V1628,L,Green,3.00,4.57,182,2023-11-30 22:31:05
1629,P000362,SKU000362V1629,L,Blue,3.17,14.42,434,2024-11-18 05:01:43
1630,P000362,SKU000362V1630,XL,Beige,4.55,9.89,259,2025-07-17 19:13:03
1631,P000363,SKU000363V1631,L,Blue,18.95,8.34,91,2024-09-07 00:14:11
1632,P000363,SKU000363V1632,XXL,Black,7.07,2.87,64,2025-03-05 21:40:20
1633,P000363,SKU000363V1633,M,Green,12.16,5.06,82,2025-03-01 15:02:25
1634,P000363,SKU000363V1634,L,Gray,8.33,14.44,16,2023-12-03 21:07:12
1635,P000363,SKU000363V1635,XXL,Navy,6.77,10.89,169,2024-10-28 12:42:25
1636,P000363,SKU000363V1636,L,Pink,2.44,8.89,76,2024-07-29 08:53:06
1637,P000364,SKU000364V1637,XXL,Red,16.14,3.67,452,2024-02-25 01:06:27
1638,P000364,SKU000364V1638,XL,Green,1.26,6.81,238,2024-10-11 23:13:59
1639,P000364,SKU000364V1639,S,Gray,18.89,5.03,362,2024-05-30 19:43:51
1640,P000364,SKU000364V1640,M,Green,15.74,6.43,294,2025-01-07 12:14:05
1641,P000364,SKU000364V1641,M,Gray,18.04,12.16,174,2025-01-08 23:45:51
1642,P000365,SKU000365V1642,XXL,Pink,12.19,12.66,426,2024-10-28 08:23:17
1643,P000365,SKU000365V1643,L,Pink,9.40,6.07,19,2023-11-09 13:05:57
1644,P000365,SKU000365V1644,XS,Blue,15.00,6.18,329,2025-09-01 14:58:28
1645,P000365,SKU000365V1645,XL,Green,9.25,13.58,471,2025-02-25 21:43:20
1646,P000366,SKU000366V1646,XS,Green,7.79,12.29,108,2024-07-03 11:01:59
1647,P000366,SKU000366V1647,M,Navy,7.28,2.77,408,2024-07-31 19:18:51
1648,P000366,SKU000366V1648,S,Gray,12.66,6.63,177,2024-01-19 22:12:29
1649,P000366,SKU000366V1649,XL,Green,11.24,5.55,411,2025-04-05 02:49:41
1650,P000366,SKU000366V1650,M,Green,19.71,13.48,319,2025-07-21 04:21:27
1651,P000367,SKU000367V1651,XXL,Gray,19.15,9.87,315,2024-08-24 04:05:32
1652,P000367,SKU000367V1652,M,Black,14.71,8.81,109,2024-07-10 02:41:53
1653,P000367,SKU000367V1653,XL,Beige,4.96,7.50,202,2024-07-22 21:57:25
1654,P000367,SKU000367V1654,XS,Beige,5.22,5.85,83,2024-07-12 14:22:21
1655,P000368,SKU000368V1655,XXL,Blue,1.57,12.09,248,2023-10-06 11:32:56
1656,P000368,SKU000368V1656,S,Green,12.52,4.04,294,2024-05-05 02:33:48
1657,P000368,SKU000368V1657,L,Red,2.15,7.93,150,2024-06-20 22:04:29
1658,P000369,SKU000369V1658,XXL,Pink,9.07,9.62,93,2024-06-25 22:01:43
1659,P000369,SKU000369V1659,M,Black,2.48,6.24,454,2024-05-23 07:25:23
1660,P000369,SKU000369V1660,L,Red,2.84,11.37,435,2024-09-07 02:26:07
1661,P000369,SKU000369V1661,XL,Black,12.58,6.21,340,2025-08-06 02:27:42
1662,P000370,SKU000370V1662,M,Pink,16.72,10.37,27,2024-12-05 18:42:34
1663,P000370,SKU000370V1663,M,Pink,15.13,13.48,30,2023-12-04 01:15:10
1664,P000370,SKU000370V1664,XS,Navy,9.93,2.88,484,2024-03-12 13:08:42
1665,P000370,SKU000370V1665,S,White,10.46,11.28,491,2025-04-14 08:27:57
1666,P000371,SKU000371V1666,M,Red,6.76,6.47,221,2025-08-16 14:10:42
1667,P000371,SKU000371V1667,XS,Green,8.01,8.82,41,2024-09-06 01:09:49
1668,P000371,SKU000371V1668,XXL,Blue,13.89,12.70,290,2025-04-24 23:22:25
1669,P000372,SKU000372V1669,L,Navy,2.30,13.29,476,2024-08-14 19:49:25
1670,P000372,SKU000372V1670,S,Gray,1.13,9.25,359,2025-06-12 06:04:47
1671,P000372,SKU000372V1671,XS,Gray,9.57,4.85,31,2024-09-04 17:10:31
1672,P000372,SKU000372V1672,S,Navy,19.09,8.51,80,2024-05-08 04:49:27
1673,P000373,SKU000373V1673,L,Blue,0.39,5.77,401,2024-02-01 05:34:09
1674,P000373,SKU000373V1674,XS,Blue,11.00,4.60,30,2025-06-13 19:07:31
1675,P000373,SKU000373V1675,XS,Gray,4.59,2.09,261,2025-04-14 11:12:43
1676,P000373,SKU000373V1676,XXL,White,11.63,8.62,198,2025-08-24 07:04:37
1677,P000373,SKU000373V1677,S,Blue,4.26,2.10,284,2024-08-21 05:06:03
1678,P000374,SKU000374V1678,M,Brown,7.49,4.08,208,2025-04-14 22:29:14
1679,P000374,SKU000374V1679,S,Pink,5.13,6.25,110,2025-08-23 06:56:26
1680,P000374,SKU000374V1680,M,Blue,2.38,7.87,156,2024-08-13 17:25:40
1681,P000374,SKU000374V1681,L,Pink,19.35,8.65,353,2024-01-13 10:01:34
1682,P000374,SKU000374V1682,L,Gray,3.70,7.04,31,2025-07-06 23:21:35
1683,P000375,SKU000375V1683,XXL,Gray,4.00,11.56,301,2024-12-26 02:07:33
1684,P000375,SKU000375V1684,M,Gray,17.73,5.94,428,2025-01-03 10:37:32
1685,P000375,SKU000375V1685,L,Black,12.96,9.37,127,2023-12-02 20:54:21
1686,P000376,SKU000376V1686,S,Brown,0.48,4.81,16,2024-01-16 13:55:35
1687,P000376,SKU000376V1687,S,Red,4.13,11.36,494,2024-03-06 09:40:00
1688,P000376,SKU000376V1688,XXL,Red,9.16,9.82,210,2024-05-19 12:56:03
1689,P000376,SKU000376V1689,S,Green,9.60,5.71,315,2024-09-29 15:43:33
1690,P000376,SKU000376V1690,XXL,Gray,1.55,13.50,64,2025-07-31 20:08:58
1691,P000377,SKU000377V1691,XL,Black,17.14,5.57,494,2024-11-08 00:37:02
1692,P000377,SKU000377V1692,XS,Beige,8.90,9.39,383,2024-06-13 12:55:02
1693,P000377,SKU000377V1693,S,White,1.07,10.40,120,2023-11-17 08:47:00
1694,P000378,SKU000378V1694,XXL,Red,1.52,10.50,223,2025-09-20 19:31:43
1695,P000378,SKU000378V1695,M,Black,17.97,3.84,164,2024-12-28 19:20:55
1696,P000378,SKU000378V1696,L,Gray,2.41,11.68,335,2025-05-06 07:17:01
1697,P000378,SKU000378V1697,XXL,Black,17.61,8.19,487,2024-07-14 21:12:05
1698,P000378,SKU000378V1698,XS,White,1.72,7.92,130,2023-12-04 17:05:29
1699,P000378,SKU000378V1699,XL,Brown,5.46,11.14,21,2023-10-02 03:40:50
1700,P000379,SKU000379V1700,XS,Navy,4.31,10.81,213,2024-08-10 01:11:44
1701,P000379,SKU000379V1701,XS,Black,9.95,8.05,435,2025-02-04 04:30:10
1702,P000379,SKU000379V1702,S,Black,11.54,10.54,32,2025-09-06 06:08:35
1703,P000379,SKU000379V1703,M,Beige,14.38,12.43,113,2024-04-26 07:30:55
1704,P000379,SKU000379V1704,XS,Beige,19.26,5.05,106,2024-08-13 23:23:50
1705,P000379,SKU000379V1705,L,Black,19.92,13.36,32,2024-02-09 20:32:17
1706,P000380,SKU000380V1706,XL,Green,15.84,13.03,376,2024-12-01 17:25:01
1707,P000380,SKU000380V1707,XS,Beige,7.28,6.77,316,2024-09-19 22:50:11
1708,P000380,SKU000380V1708,L,Brown,3.28,13.72,347,2025-03-31 16:15:35
1709,P000380,SKU000380V1709,XXL,Brown,10.82,11.56,174,2024-12-11 03:01:25
1710,P000380,SKU000380V1710,M,Blue,3.48,6.84,215,2025-05-05 15:03:35
1711,P000380,SKU000380V1711,M,Beige,2.95,11.77,354,2025-09-06 14:44:54
1712,P000381,SKU000381V1712,XXL,Brown,8.16,3.12,231,2024-01-11 08:48:04
1713,P000381,SKU000381V1713,M,Navy,6.66,10.39,193,2024-02-28 18:43:34
1714,P000381,SKU000381V1714,L,Brown,17.24,13.57,94,2024-02-18 11:42:25
1715,P000381,SKU000381V1715,M,Brown,18.37,3.89,330,2025-07-04 11:11:21
1716,P000381,SKU000381V1716,M,Brown,12.65,4.07,391,2024-07-19 12:59:45
1717,P000381,SKU000381V1717,XL,Navy,19.54,4.68,415,2024-05-08 20:16:50
1718,P000382,SKU000382V1718,XS,Blue,17.61,9.07,266,2024-11-30 05:07:26
1719,P000382,SKU000382V1719,XL,White,11.51,14.15,140,2024-10-12 01:28:29
1720,P000382,SKU000382V1720,XXL,Navy,14.79,11.23,360,2023-10-29 19:34:28
1721,P000382,SKU000382V1721,M,Green,2.34,12.87,384,2025-06-27 02:23:06
1722,P000382,SKU000382V1722,M,Brown,18.74,10.54,277,2025-06-29 18:40:51
1723,P000382,SKU000382V1723,L,Gray,11.54,7.30,393,2024-05-18 13:51:06
1724,P000383,SKU000383V1724,S,Green,3.11,13.64,365,2025-07-06 06:05:30
1725,P000383,SKU000383V1725,S,Black,17.86,12.40,268,2024-12-24 13:22:07
1726,P000383,SKU000383V1726,L,Navy,18.32,14.35,365,2024-05-20 01:40:14
1727,P000384,SKU000384V1727,L,Beige,16.50,10.30,287,2024-10-14 18:59:48
1728,P000384,SKU000384V1728,S,Black,0.32,3.57,161,2024-12-04 10:03:02
1729,P000384,SKU000384V1729,S,White,1.34,14.36,241,2025-04-23 16:12:43
1730,P000384,SKU000384V1730,L,Red,13.23,11.07,15,2024-09-20 23:39:52
1731,P000385,SKU000385V1731,M,Blue,7.50,7.57,165,2024-03-19 09:39:23
1732,P000385,SKU000385V1732,XL,Green,12.70,2.54,313,2023-10-17 20:37:48
1733,P000385,SKU000385V1733,L,Black,10.00,2.40,189,2025-06-02 13:41:51
1734,P000385,SKU000385V1734,XXL,Green,17.22,11.79,206,2023-09-28 21:54:19
1735,P000385,SKU000385V1735,XS,Blue,13.77,13.45,327,2024-01-24 15:30:39
1736,P000386,SKU000386V1736,XS,Blue,0.77,11.87,259,2024-04-18 00:57:02
1737,P000386,SKU000386V1737,XS,Green,5.04,3.08,57,2024-05-17 03:51:33
1738,P000386,SKU000386V1738,XXL,White,9.09,6.39,393,2025-02-05 13:06:38
1739,P000386,SKU000386V1739,XL,Green,0.69,9.18,168,2025-07-05 23:42:50
1740,P000386,SKU000386V1740,XXL,Green,4.33,3.23,220,2025-02-02 10:39:00
1741,P000386,SKU000386V1741,XXL,Navy,11.87,12.15,355,2024-09-28 01:06:07
1742,P000387,SKU000387V1742,XS,Brown,3.62,11.06,150,2024-01-01 11:07:18
1743,P000387,SKU000387V1743,L,Brown,13.07,5.29,34,2025-02-15 20:15:11
1744,P000387,SKU000387V1744,XS,Brown,9.82,7.87,471,2025-02-25 05:49:21
1745,P000387,SKU000387V1745,S,Black,5.81,7.55,179,2025-08-20 09:10:44
1746,P000387,SKU000387V1746,XXL,Navy,19.37,4.59,49,2024-05-07 11:12:30
1747,P000387,SKU000387V1747,L,Gray,0.11,11.68,407,2024-08-16 00:39:43
1748,P000388,SKU000388V1748,L,Black,6.05,6.42,124,2024-02-13 08:02:17
1749,P000388,SKU000388V1749,XXL,Pink,16.91,11.28,127,2024-10-13 01:43:30
1750,P000388,SKU000388V1750,XXL,White,2.03,3.72,81,2025-08-31 08:08:47
1751,P000388,SKU000388V1751,XL,Pink,0.47,6.77,264,2025-03-14 06:37:20
1752,P000389,SKU000389V1752,XS,Brown,17.95,10.25,198,2025-02-08 19:58:31
1753,P000389,SKU000389V1753,XS,Blue,9.47,7.67,152,2024-04-04 02:46:18
1754,P000389,SKU000389V1754,XXL,Blue,1.34,5.42,54,2023-10-19 02:30:15
1755,P000389,SKU000389V1755,XXL,Red,9.49,13.95,269,2023-12-28 17:13:41
1756,P000389,SKU000389V1756,S,White,0.48,9.42,54,2025-05-12 23:40:46
1757,P000389,SKU000389V1757,XXL,Gray,8.92,6.85,289,2024-04-29 07:59:46
1758,P000390,SKU000390V1758,L,White,19.42,4.41,346,2024-10-13 23:25:06
1759,P000390,SKU000390V1759,L,White,11.19,4.63,128,2023-11-17 20:08:13
1760,P000390,SKU000390V1760,M,Navy,14.93,2.15,210,2025-01-04 04:26:22
1761,P000390,SKU000390V1761,XS,Brown,15.76,8.82,67,2025-04-28 02:38:44
1762,P000390,SKU000390V1762,M,Pink,10.61,13.45,165,2024-07-03 23:58:55
1763,P000391,SKU000391V1763,M,Gray,17.21,4.78,420,2024-12-21 08:08:49
1764,P000391,SKU000391V1764,XXL,Green,9.57,3.29,119,2024-10-04 05:12:09
1765,P000391,SKU000391V1765,L,Brown,12.67,13.16,287,2024-12-09 07:22:14
1766,P000391,SKU000391V1766,XS,Navy,13.34,8.63,449,2024-08-30 17:12:08
1767,P000392,SKU000392V1767,L,Brown,19.80,9.36,47,2025-08-01 11:26:14
1768,P000392,SKU000392V1768,S,Blue,16.80,14.19,195,2024-04-14 08:06:56
1769,P000392,SKU000392V1769,M,Blue,1.19,2.56,231,2025-01-26 18:59:27
1770,P000393,SKU000393V1770,L,Black,3.85,14.10,381,2025-03-12 18:38:17
1771,P000393,SKU000393V1771,L,Green,12.13,4.92,453,2024-09-30 18:20:17
1772,P000393,SKU000393V1772,S,Green,12.30,8.62,414,2025-03-19 05:57:45
1773,P000393,SKU000393V1773,L,Navy,4.83,5.74,276,2025-06-23 14:09:20
1774,P000393,SKU000393V1774,XS,Blue,12.00,2.86,223,2023-12-28 21:29:51
1775,P000394,SKU000394V1775,XXL,Navy,15.46,6.80,30,2024-07-12 21:17:22
1776,P000394,SKU000394V1776,L,Beige,9.29,14.83,423,2024-10-29 02:28:14
1777,P000394,SKU000394V1777,M,Beige,16.73,6.25,319,2025-04-18 07:36:35
1778,P000395,SKU000395V1778,L,Brown,9.76,13.33,397,2024-12-16 19:59:18
1779,P000395,SKU000395V1779,XXL,Pink,13.90,10.87,482,2023-10-10 15:21:36
1780,P000395,SKU000395V1780,XL,Pink,2.75,3.18,182,2025-07-14 13:27:31
1781,P000395,SKU000395V1781,L,Red,10.65,10.21,325,2024-04-15 14:25:11
1782,P000395,SKU000395V1782,M,Beige,18.68,5.76,457,2024-01-31 11:59:18
1783,P000396,SKU000396V1783,M,Red,18.14,4.49,299,2024-12-21 19:07:18
1784,P000396,SKU000396V1784,M,Gray,16.51,10.79,275,2023-11-11 11:00:32
1785,P000396,SKU000396V1785,M,Beige,11.96,10.57,352,2024-01-18 12:29:22
1786,P000396,SKU000396V1786,XL,Navy,16.04,5.84,362,2024-06-01 07:35:02
1787,P000397,SKU000397V1787,XXL,Brown,11.06,12.37,114,2024-09-19 02:46:42
1788,P000397,SKU000397V1788,XL,Brown,3.47,11.40,380,2025-08-09 05:18:59
1789,P000397,SKU000397V1789,M,Gray,4.11,10.23,414,2025-03-18 12:01:43
1790,P000397,SKU000397V1790,M,Navy,17.75,8.46,424,2024-01-10 06:09:02
1791,P000397,SKU000397V1791,S,Blue,9.69,14.12,148,2024-06-30 14:26:38
1792,P000398,SKU000398V1792,XL,Red,2.93,2.94,320,2024-01-31 20:35:37
1793,P000398,SKU000398V1793,XS,Blue,16.26,2.04,211,2023-11-07 02:12:21
1794,P000398,SKU000398V1794,S,Beige,18.56,14.15,242,2024-04-25 19:14:23
1795,P000398,SKU000398V1795,XL,Pink,16.42,9.38,271,2024-07-03 12:52:14
1796,P000398,SKU000398V1796,S,Beige,1.02,10.17,228,2024-08-17 20:36:14
1797,P000398,SKU000398V1797,L,Pink,2.16,7.03,233,2025-02-02 04:48:08
1798,P000399,SKU000399V1798,S,Navy,2.46,12.42,399,2025-09-04 11:09:30
1799,P000399,SKU000399V1799,XS,Black,16.94,3.40,152,2024-06-29 12:19:29
1800,P000399,SKU000399V1800,XL,Beige,2.55,14.03,59,2023-11-03 20:24:27
1801,P000400,SKU000400V1801,S,Black,17.83,2.78,300,2024-05-09 03:36:26
1802,P000400,SKU000400V1802,XS,Red,19.54,5.60,378,2024-05-10 13:18:32
1803,P000400,SKU000400V1803,L,Gray,4.61,9.85,326,2024-11-11 08:59:07
1804,P000400,SKU000400V1804,M,Brown,7.07,3.97,131,2025-02-04 07:07:21
1805,P000400,SKU000400V1805,XL,Pink,6.33,4.23,122,2025-09-23 06:30:37
1806,P000400,SKU000400V1806,L,Gray,10.83,14.41,18,2023-11-25 16:26:57
1807,P000401,SKU000401V1807,XL,Pink,19.57,12.52,148,2024-10-30 03:27:42
1808,P000401,SKU000401V1808,XS,White,4.92,4.87,218,2024-02-24 13:15:59
1809,P000401,SKU000401V1809,L,Pink,3.31,13.93,98,2025-05-14 07:49:07
1810,P000402,SKU000402V1810,XS,Black,4.78,7.66,167,2025-01-26 19:37:22
1811,P000402,SKU000402V1811,XL,Blue,8.92,3.30,128,2024-02-16 08:16:37
1812,P000402,SKU000402V1812,XS,Blue,14.25,3.96,236,2025-05-12 23:08:21
1813,P000402,SKU000402V1813,L,Pink,15.01,9.04,21,2023-12-09 10:03:54
1814,P000402,SKU000402V1814,M,Gray,17.64,7.68,261,2025-01-04 02:02:16
1815,P000403,SKU000403V1815,M,Black,9.98,7.04,325,2025-05-03 14:18:30
1816,P000403,SKU000403V1816,L,Pink,4.11,11.14,83,2024-02-03 19:56:07
1817,P000403,SKU000403V1817,XL,Blue,3.37,4.69,216,2024-11-22 07:49:43
1818,P000403,SKU000403V1818,M,Red,8.10,11.29,137,2024-06-03 14:07:25
1819,P000403,SKU000403V1819,S,Blue,12.01,14.49,250,2025-08-04 15:48:53
1820,P000404,SKU000404V1820,XXL,White,9.04,2.28,419,2024-05-29 14:53:08
1821,P000404,SKU000404V1821,XL,Red,7.19,8.38,20,2025-06-30 05:22:30
1822,P000404,SKU000404V1822,XXL,Green,18.18,7.69,55,2025-07-14 08:08:32
1823,P000404,SKU000404V1823,M,Gray,5.38,14.96,476,2025-03-12 01:00:33
1824,P000405,SKU000405V1824,S,Navy,4.38,10.39,309,2025-06-09 07:05:16
1825,P000405,SKU000405V1825,XL,Brown,16.20,2.47,443,2024-05-17 20:41:26
1826,P000405,SKU000405V1826,L,Red,0.96,3.17,127,2024-04-24 20:39:29
1827,P000405,SKU000405V1827,S,White,12.31,2.65,293,2025-03-12 09:53:35
1828,P000405,SKU000405V1828,XS,Brown,18.64,3.94,241,2025-03-22 03:21:12
1829,P000405,SKU000405V1829,S,Blue,5.57,4.42,478,2025-03-14 16:00:27
1830,P000406,SKU000406V1830,M,Navy,10.41,13.33,128,2024-07-04 14:12:31
1831,P000406,SKU000406V1831,XL,Black,11.45,12.20,410,2023-12-10 10:45:37
1832,P000406,SKU000406V1832,XXL,Navy,5.76,14.25,250,2024-11-15 02:36:46
1833,P000406,SKU000406V1833,S,Gray,0.34,9.83,110,2024-12-20 13:08:57
1834,P000406,SKU000406V1834,XS,White,15.46,12.62,147,2024-06-26 03:08:33
1835,P000406,SKU000406V1835,S,Brown,2.48,9.19,246,2025-06-27 11:59:48
1836,P000407,SKU000407V1836,XXL,Navy,3.05,4.43,487,2024-01-16 15:23:05
1837,P000407,SKU000407V1837,XS,Red,17.11,5.54,402,2023-10-07 00:43:33
1838,P000407,SKU000407V1838,XS,Brown,10.09,7.12,39,2024-01-11 09:13:07
1839,P000407,SKU000407V1839,S,Black,9.38,3.72,443,2024-11-02 11:41:56
1840,P000407,SKU000407V1840,XL,Red,11.48,8.01,152,2024-05-02 14:18:12
1841,P000408,SKU000408V1841,S,White,14.27,10.32,92,2024-07-12 17:47:04
1842,P000408,SKU000408V1842,XS,White,19.66,2.01,79,2025-05-23 22:19:35
1843,P000408,SKU000408V1843,L,Brown,15.98,11.81,356,2024-10-07 15:28:08
1844,P000408,SKU000408V1844,XL,Brown,14.52,8.83,465,2024-08-12 00:25:49
1845,P000408,SKU000408V1845,XXL,Brown,7.08,9.51,320,2024-06-17 08:11:30
1846,P000408,SKU000408V1846,XXL,Blue,15.03,14.18,278,2025-09-11 07:15:13
1847,P000409,SKU000409V1847,XL,Green,2.52,4.69,28,2025-09-03 10:36:52
1848,P000409,SKU000409V1848,XL,Red,16.84,9.86,69,2024-01-31 15:22:46
1849,P000409,SKU000409V1849,L,Blue,7.52,2.31,201,2023-12-15 13:30:12
1850,P000409,SKU000409V1850,L,Gray,15.01,7.66,120,2024-03-14 05:48:11
1851,P000410,SKU000410V1851,L,Pink,15.81,3.82,393,2024-01-25 01:24:30
1852,P000410,SKU000410V1852,M,Blue,4.89,13.71,18,2024-10-22 00:02:00
1853,P000410,SKU000410V1853,L,Beige,9.74,11.27,248,2024-03-16 18:09:01
1854,P000410,SKU000410V1854,M,Gray,9.27,14.48,222,2025-07-03 21:57:02
1855,P000411,SKU000411V1855,S,White,5.91,6.56,37,2024-02-20 08:38:22
1856,P000411,SKU000411V1856,L,Blue,1.56,6.61,160,2025-06-05 14:09:35
1857,P000411,SKU000411V1857,XL,Brown,9.54,14.76,488,2025-08-23 18:38:44
1858,P000411,SKU000411V1858,L,White,7.05,6.03,109,2024-12-03 22:23:02
1859,P000412,SKU000412V1859,XS,White,2.92,9.30,374,2025-01-15 11:25:46
1860,P000412,SKU000412V1860,XS,Black,10.19,8.77,332,2025-03-15 16:21:23
1861,P000412,SKU000412V1861,XS,Green,8.07,9.97,418,2025-07-03 19:01:01
1862,P000412,SKU000412V1862,M,Pink,6.53,2.66,198,2024-11-08 07:10:29
1863,P000413,SKU000413V1863,L,Green,8.67,2.47,273,2025-07-15 04:10:45
1864,P000413,SKU000413V1864,XL,Pink,10.12,14.13,88,2024-11-13 07:16:40
1865,P000413,SKU000413V1865,L,Red,13.21,11.51,235,2025-04-02 11:08:14
