order_item_id,order_id,variant_id,quantity,unit_price,discount_amount,total_price,return_quantity,personalization_data
11860,5873,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11861,5874,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11862,5875,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11863,5875,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11864,5876,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11865,5876,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11866,5876,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11867,5877,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11868,5877,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11869,5877,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11870,5877,9,1,31.53,4.25,27.28,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11871,5877,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11872,5878,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11873,5879,12,1,150.73,13.95,136.78,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11874,5879,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11875,5879,7,3,67.09,0.00,201.27,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11876,5879,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11877,5880,12,1,150.73,22.61,128.12,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11878,5880,5,2,44.94,6.74,76.40,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11879,5881,13,1,626.18,110.85,515.33,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11880,5881,11,1,160.51,29.96,130.55,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11881,5881,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11882,5881,9,1,31.53,4.85,26.68,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11883,5882,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11884,5882,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11885,5882,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11886,5883,7,1,67.09,4.37,62.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11887,5883,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11888,5883,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11889,5884,8,2,50.71,0.00,101.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11890,5884,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11891,5884,9,2,31.53,2.55,57.96,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11892,5885,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11893,5885,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11894,5886,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11895,5886,6,2,63.77,9.83,107.87,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11896,5887,4,2,141.22,17.39,247.66,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11897,5887,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11898,5888,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11899,5888,8,1,50.71,3.35,47.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11900,5888,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11901,5888,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11902,5889,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11903,5890,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11904,5891,4,3,141.22,20.13,363.27,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11905,5892,2,3,210.24,0.00,630.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11906,5892,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11907,5892,14,1,72.63,14.50,58.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11908,5893,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11909,5894,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11910,5895,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11911,5896,10,1,286.41,54.35,232.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11912,5897,14,1,72.63,7.07,65.56,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11913,5897,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11914,5897,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11915,5897,2,1,210.24,32.54,177.70,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11916,5897,12,1,150.73,8.41,142.32,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11917,5898,3,2,97.42,16.18,162.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11918,5898,8,3,50.71,8.07,127.92,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11919,5899,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11920,5899,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11921,5900,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11922,5900,10,1,286.41,42.96,243.45,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11923,5900,1,1,95.01,7.08,87.93,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11924,5900,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11925,5900,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11926,5901,14,2,72.63,3.68,137.91,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11927,5901,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11928,5901,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11929,5902,9,1,31.53,2.08,29.45,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11930,5902,6,2,63.77,0.00,127.54,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11931,5903,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11932,5903,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11933,5903,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11934,5904,6,1,63.77,8.95,54.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11935,5905,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11936,5905,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11937,5905,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11938,5905,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11939,5906,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11940,5906,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11941,5907,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11942,5907,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11943,5908,15,3,341.13,0.00,1023.39,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11944,5908,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11945,5908,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11946,5909,11,1,160.51,22.54,137.97,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11947,5910,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11948,5910,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11949,5911,12,2,150.73,14.52,272.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11950,5912,6,2,63.77,7.80,111.95,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11951,5912,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11952,5912,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11953,5913,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11954,5914,7,2,67.09,11.73,110.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11955,5915,3,3,97.42,0.00,292.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11956,5915,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11957,5915,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11958,5916,9,3,31.53,4.77,80.28,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11959,5916,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11960,5917,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11961,5918,7,1,67.09,12.56,54.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11962,5918,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11963,5919,15,2,341.13,18.71,644.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11964,5920,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11965,5921,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11966,5922,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11967,5922,10,1,286.41,54.12,232.29,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11968,5923,7,1,67.09,11.88,55.21,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11969,5923,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11970,5923,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11971,5924,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11972,5924,8,1,50.71,7.65,43.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11973,5924,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11974,5924,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11975,5925,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11976,5926,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11977,5927,10,1,286.41,42.96,243.45,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11978,5928,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11979,5928,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11980,5928,10,1,286.41,53.05,233.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11981,5929,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11982,5929,2,2,210.24,23.48,373.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11983,5930,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11984,5930,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11985,5931,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11986,5932,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11987,5932,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11988,5932,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11989,5932,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11990,5933,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11991,5933,15,2,341.13,62.40,557.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11992,5934,8,1,50.71,5.04,45.67,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11993,5934,11,3,160.51,0.00,481.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11994,5935,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11995,5935,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11996,5936,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11997,5937,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11998,5937,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
11999,5938,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12000,5938,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12001,5939,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12002,5940,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12003,5940,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12004,5940,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12005,5941,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12006,5941,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12007,5941,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12008,5942,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12009,5943,11,3,160.51,0.00,481.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12010,5944,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12011,5944,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12012,5945,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12013,5946,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12014,5947,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12015,5947,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12016,5947,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12017,5947,8,2,50.71,5.92,89.59,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12018,5948,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12019,5949,6,2,63.77,0.00,127.54,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12020,5949,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12021,5950,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12022,5950,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12023,5950,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12024,5951,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12025,5952,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12026,5953,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12027,5954,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12028,5954,4,1,141.22,22.04,119.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12029,5954,6,1,63.77,5.50,58.27,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12030,5955,5,1,44.94,7.83,37.11,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12031,5955,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12032,5956,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12033,5956,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12034,5956,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12035,5957,14,1,72.63,7.89,64.74,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12036,5957,8,1,50.71,2.86,47.85,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12037,5957,11,3,160.51,0.00,481.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12038,5958,9,1,31.53,2.88,28.65,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12039,5958,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12040,5958,3,1,97.42,14.30,83.12,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12041,5959,9,2,31.53,1.67,59.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12042,5960,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12043,5961,6,2,63.77,4.82,117.89,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12044,5961,4,2,141.22,0.00,282.44,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12045,5961,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12046,5962,9,1,31.53,4.36,27.17,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12047,5963,5,3,44.94,0.00,134.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12048,5963,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12049,5964,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12050,5965,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12051,5965,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12052,5966,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12053,5966,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12054,5967,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12055,5967,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12056,5968,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12057,5969,15,1,341.13,37.25,303.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12058,5969,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12059,5969,1,1,95.01,0.00,95.01,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12060,5970,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12061,5971,15,1,341.13,37.55,303.58,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12062,5971,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12063,5971,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12064,5972,9,2,31.53,0.00,63.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12065,5973,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12066,5973,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12067,5973,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12068,5974,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12069,5975,11,2,160.51,11.59,297.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12070,5975,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12071,5975,12,3,150.73,8.05,428.04,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12072,5976,12,3,150.73,0.00,452.19,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12073,5976,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12074,5976,2,1,210.24,18.88,191.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12075,5977,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12076,5978,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12077,5979,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12078,5980,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12079,5980,1,1,95.01,16.51,78.50,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12080,5980,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12081,5981,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12082,5982,12,1,150.73,10.48,140.25,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12083,5982,15,1,341.13,42.67,298.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12084,5983,11,1,160.51,0.00,160.51,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12085,5984,5,1,44.94,8.81,36.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12086,5984,8,1,50.71,9.07,41.64,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12087,5985,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12088,5985,9,2,31.53,5.17,52.72,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12089,5985,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12090,5986,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12091,5987,14,3,72.63,12.28,181.06,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12092,5987,11,2,160.51,0.00,321.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12093,5988,6,1,63.77,0.00,63.77,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12094,5988,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12095,5988,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12096,5989,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12097,5989,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12098,5990,15,1,341.13,55.46,285.67,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12099,5991,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12100,5991,1,2,95.01,0.00,190.02,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12101,5992,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12102,5992,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12103,5992,5,1,44.94,0.00,44.94,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12104,5992,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12105,5993,3,2,97.42,0.00,194.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12106,5993,14,1,72.63,0.00,72.63,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12107,5993,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12108,5993,5,2,44.94,5.53,78.82,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12109,5993,2,1,210.24,24.63,185.61,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12110,5994,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12111,5994,14,2,72.63,0.00,145.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12112,5995,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12113,5996,12,1,150.73,7.75,142.98,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12114,5996,15,1,341.13,0.00,341.13,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12115,5997,12,2,150.73,0.00,301.46,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12116,5997,2,2,210.24,0.00,420.48,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12117,5998,5,2,44.94,0.00,89.88,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12118,5998,6,3,63.77,0.00,191.31,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12119,5998,9,1,31.53,0.00,31.53,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12120,5999,15,2,341.13,0.00,682.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12121,5999,3,3,97.42,0.00,292.26,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12122,5999,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12123,6000,8,1,50.71,0.00,50.71,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12124,6000,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12125,6000,14,1,72.63,3.79,68.84,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12126,6001,15,1,341.13,33.82,307.31,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12127,6001,2,1,210.24,0.00,210.24,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12128,6002,10,1,286.41,0.00,286.41,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12129,6003,7,1,67.09,10.88,56.21,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12130,6004,13,2,626.18,0.00,1252.36,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12131,6004,3,1,97.42,0.00,97.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12132,6004,8,2,50.71,0.00,101.42,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12133,6005,7,1,67.09,0.00,67.09,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12134,6006,7,2,67.09,0.00,134.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12135,6006,13,1,626.18,0.00,626.18,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12136,6007,4,1,141.22,0.00,141.22,0,"{""fit_notes"": ""standard"", ""customization"": null}"
12137,6008,12,1,150.73,0.00,150.73,0,"{""fit_notes"": ""standard"", ""customization"": null}"
