CustomerId,Segment,SatisfactionScore,DataAllocationGb,DataUsedGb,TotalAmount,PaymentStatus,DownloadSpeed,UploadSpeed,Latency,ServiceInteractionCount,FeedbackRating,ChurnRisk,ChurnRiskFactors,Churn
"438","Standard","6","5","4.79","21.12","Paid","34.27","6.85","95","5","2.1","0.6","Frequent service interactions,Low feedback ratings","1"
"439","Family","6","5","6.93","22.97","Pending","67.42","13.48","166","0","0","0.61","High data usage,Poor network performance","1"
"440","Standard","9","20","27.24","28.3","Paid","51.65","10.33","13","0","0","0.37","High data usage","0"
"441","Student","2","5","7.07","24.29","Paid","13.94","2.79","197","0","0","0.87","Low satisfaction score,High data usage,Poor network performance","1"
"442","Business","8","20","14.81","60.7","Paid","97.48","19.5","43","2","4.3","0.35","None","1"
"443","Standard","10","100","108.37","76.67","Paid","22.48","4.5","190","3","5.3","0.49","High data usage,Poor network performance","0"
"444","Standard","6","50","26.64","44.33","Paid","95.15","19.03","148","2","3.6","0.62","Poor network performance","1"
"445","Business","9","100","86.4","91.03","Paid","52.52","10.5","103","5","4.4","0.57","Poor network performance,Frequent service interactions,Competitor offers","0"
"446","Premium","6","2","2.3","37.71","Pending","107.04","21.41","200","0","0","0.64","High data usage,Poor network performance","1"
"447","Standard","5","2","1.13","20.35","Paid","57.4","11.48","41","5","2.4","0.51","Frequent service interactions,Low feedback ratings","1"
"448","Business","4","20","11.75","58.69","Paid","98.46","19.69","52","2","2","0.43","Low satisfaction score,Low feedback ratings","0"
"449","Premium","9","50","71.59","59.69","Paid","76.89","15.38","58","2","4.7","0.33","High data usage","0"
"450","Premium","10","100","119.69","90.81","Paid","38.85","7.77","88","3","4.5","0.33","High data usage","0"
"451","Family","6","10","9.56","23.33","Overdue","74.06","14.81","83","2","3.7","0.69","Payment issues,Competitor offers","0"
"452","Family","2","2","2.99","21.31","Paid","43.27","8.65","62","1","1.3","0.44","Low satisfaction score,High data usage,Low feedback ratings","0"
"453","Family","9","10","6.21","22.62","Overdue","79.17","15.83","127","0","0","0.73","Payment issues,Poor network performance","1"
"454","Student","4","100","79.56","75.54","Late","77.74","15.55","180","5","2.5","0.89","Low satisfaction score,Payment issues,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"455","Standard","1","5","5.89","20.78","Paid","65.58","13.12","66","1","0.7","0.55","Low satisfaction score,High data usage,Low feedback ratings","1"
"456","Premium","4","2","2.08","35.61","Paid","20.61","4.12","59","5","2.2","0.63","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","0"
"457","Family","7","10","8.86","22.56","Paid","37.73","7.55","124","0","0","0.43","Poor network performance","1"
"458","Standard","8","10","6.64","26.14","Overdue","75.57","15.11","116","5","4.2","0.85","Payment issues,Poor network performance,Frequent service interactions","1"
"459","Student","6","50","62.81","41.3","Paid","76.09","15.22","152","5","3.5","0.72","High data usage,Poor network performance,Frequent service interactions","1"
"460","Student","8","10","13.35","24.02","Paid","36.61","7.32","10","3","4.9","0.57","High data usage","0"
"461","Premium","7","20","28.14","46.3","Paid","90.48","18.1","27","3","3.2","0.5","High data usage","0"
"462","Standard","2","10","10.13","25.38","Pending","24.66","4.93","24","4","1.8","0.71","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","1"
"463","Standard","6","2","1.58","21.12","Overdue","56.25","11.25","170","1","3.2","0.77","Payment issues,Poor network performance","1"
"464","Premium","7","100","118.83","78.13","Paid","84.42","16.88","142","4","2.8","0.49","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","0"
"465","Student","4","50","55.67","47.98","Paid","50.09","10.02","39","1","1.2","0.5","Low satisfaction score,High data usage,Low feedback ratings","1"
"466","Premium","4","50","51.16","65.64","Paid","45.78","9.16","40","2","2.4","0.4","Low satisfaction score,High data usage,Low feedback ratings","1"
"467","Standard","2","2","1.04","20.93","Paid","27.67","5.53","18","0","0","0.37","Low satisfaction score,Competitor offers","0"
"468","Premium","1","10","11.68","42.04","Pending","98.53","19.71","61","3","0.1","0.7","Low satisfaction score,High data usage,Low feedback ratings","1"
"469","Student","5","5","6.78","23.76","Paid","39.95","7.99","158","0","0","0.69","High data usage,Poor network performance","1"
"470","Family","9","2","2.95","19.31","Paid","55.38","11.08","191","5","3.4","0.51","High data usage,Poor network performance,Frequent service interactions","0"
"471","Standard","7","5","5.07","22.08","Pending","38.29","7.66","129","2","3","0.68","High data usage,Poor network performance","1"
"472","Business","6","20","12.31","57.4","Paid","49.23","9.85","123","4","2.6","0.49","Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"473","Standard","6","5","2.56","23.28","Paid","45.67","9.13","143","1","2.2","0.55","Poor network performance,Low feedback ratings","1"
"474","Family","2","10","14.75","24.19","Paid","99.16","19.83","41","4","1.5","0.64","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","1"
"475","Premium","8","20","23.33","49.05","Late","58.5","11.7","126","3","4","0.8","Payment issues,High data usage,Poor network performance,Competitor offers","1"
"476","Business","2","20","23.56","65.66","Paid","74.39","14.88","169","1","1.3","0.64","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"477","Premium","9","50","38.08","58.12","Overdue","76.11","15.22","18","0","0","0.42","Payment issues","0"
"478","Standard","8","20","10.72","28.06","Paid","80.14","16.03","190","4","3.3","0.56","Poor network performance,Frequent service interactions,Competitor offers","0"
"479","Standard","9","100","103.94","69.58","Paid","24.07","4.81","24","4","4.2","0.58","High data usage,Frequent service interactions","1"
"480","Premium","6","2","2.18","33.32","Paid","97.38","19.48","170","1","2.9","0.47","High data usage,Poor network performance,Low feedback ratings,Competitor offers","0"
"481","Family","4","5","5.74","22.92","Overdue","15.9","3.18","88","2","1","0.94","Low satisfaction score,Payment issues,High data usage,Poor network performance,Low feedback ratings","1"
"482","Student","8","10","5.2","24.85","Paid","33.53","6.71","92","4","3.2","0.48","Frequent service interactions","0"
"483","Premium","5","10","8.63","39.49","Paid","106.63","21.33","147","3","1.1","0.45","Poor network performance,Low feedback ratings","0"
"484","Business","10","2","2.18","48.69","Paid","65.2","13.04","98","0","0","0.31","High data usage","0"
"485","Standard","9","10","7","24.51","Paid","50.79","10.16","150","1","4.3","0.39","Poor network performance","0"
"486","Standard","5","100","103.27","71.6","Pending","49.04","9.81","154","0","0","0.64","High data usage,Poor network performance","1"
"487","Family","3","100","118.53","67.2","Paid","38.68","7.74","26","4","0.5","0.51","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings","1"
"488","Family","7","5","3.07","21.11","Paid","84.45","16.89","128","4","2.8","0.44","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"489","Business","5","10","11.59","51.44","Overdue","110.84","22.17","15","1","1.6","0.69","Payment issues,High data usage,Low feedback ratings","1"
"490","Premium","3","100","134.28","80.51","Paid","57.01","11.4","180","0","0","0.61","Low satisfaction score,High data usage,Poor network performance","0"
"491","Business","4","50","31.11","79.6","Paid","69.91","13.98","200","4","1.4","0.53","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"492","Standard","5","50","27.8","45.3","Paid","20.17","4.03","149","2","2.9","0.65","Poor network performance,Low feedback ratings","0"
"493","Premium","5","100","146.68","86.8","Pending","89.25","17.85","186","0","0","0.53","High data usage,Poor network performance","0"
"494","Premium","4","5","6.79","36.66","Overdue","58.68","11.74","75","2","1.6","0.69","Low satisfaction score,Payment issues,High data usage,Low feedback ratings","0"
"495","Premium","7","10","13.66","42.59","Overdue","58.89","11.78","95","0","0","0.7","Payment issues,High data usage","0"
"496","Premium","9","10","9.21","41.83","Paid","47.63","9.53","23","2","4.3","0.19","None","0"
"497","Premium","8","2","1.22","34.2","Pending","94.49","18.9","43","0","0","0.38","None","0"
"498","Standard","3","10","6.73","25.47","Paid","35.36","7.07","31","2","0.8","0.57","Low satisfaction score,Low feedback ratings","1"
"499","Business","1","50","57.36","76.9","Overdue","103.48","20.7","189","0","0","0.95","Low satisfaction score,Payment issues,High data usage,Poor network performance","1"
"500","Family","2","10","6.7","25.34","Paid","57.33","11.47","126","0","0","0.42","Low satisfaction score,Poor network performance","0"
"501","Premium","7","20","17.64","44.38","Paid","36.67","7.33","196","4","2.4","0.37","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"502","Family","10","20","28.15","29.22","Paid","51.23","10.25","12","3","5.9","0.35","High data usage","1"
"503","Standard","10","10","5.73","25.28","Paid","93.8","18.76","130","0","0","0.49","Poor network performance","0"
"504","Student","1","10","10.05","24.4","Late","52.08","10.42","153","2","0.5","1","Low satisfaction score,Payment issues,High data usage,Poor network performance,Low feedback ratings","1"
"505","Family","2","10","12.1","24.66","Paid","38.19","7.64","42","3","1.5","0.53","Low satisfaction score,High data usage,Low feedback ratings","0"
"506","Student","3","10","9.36","23.32","Pending","53.4","10.68","152","0","0","0.75","Low satisfaction score,Poor network performance,Competitor offers","1"
"507","Family","1","5","3.42","22.37","Paid","52.04","10.41","39","0","0","0.31","Low satisfaction score","0"
"508","Student","7","20","12.25","31.32","Paid","31.56","6.31","82","2","3.5","0.48","None","0"
"509","Family","10","2","2.05","21.3","Paid","16.92","3.38","137","3","4.1","0.7","High data usage,Poor network performance","0"
"510","Student","1","5","2.64","22.32","Pending","47.26","9.45","78","1","0.7","0.68","Low satisfaction score,Low feedback ratings","1"
"511","Student","3","2","2.6","20.09","Pending","66.49","13.3","164","4","0.5","0.96","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"512","Business","4","5","4.44","51.48","Paid","100.33","20.07","86","4","2.5","0.57","Low satisfaction score,Frequent service interactions,Low feedback ratings","0"
"513","Premium","3","50","34.99","59.35","Paid","40.32","8.06","33","0","0","0.34","Low satisfaction score","0"
"514","Standard","2","2","2.03","22.99","Paid","68.28","13.66","192","4","1.1","0.7","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"515","Business","8","10","6.49","50.91","Overdue","99.19","19.84","85","5","3.2","0.66","Payment issues,Frequent service interactions","1"
"516","Business","8","100","122.03","106.26","Paid","77.16","15.43","14","4","3.4","0.49","High data usage,Frequent service interactions,Competitor offers","1"
"517","Premium","8","100","95.5","87.89","Paid","43.68","8.74","57","1","4.5","0.32","Competitor offers","0"
"518","Student","1","20","12.33","28.03","Paid","69.42","13.88","200","4","0.6","0.77","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","0"
"519","Standard","5","2","1.25","18.96","Paid","11.43","2.29","58","0","0","0.58","Poor network performance","1"
"520","Standard","9","5","2.93","23.71","Paid","47.97","9.59","39","2","4.5","0.38","Competitor offers","0"
"521","Standard","10","5","3.51","22.81","Pending","14.58","2.92","12","4","6","0.72","Poor network performance,Frequent service interactions","0"
"522","Student","5","20","17.99","30.08","Pending","91.49","18.3","134","1","2.1","0.64","Poor network performance,Low feedback ratings,Competitor offers","1"
"523","Standard","8","2","1.99","22.84","Paid","72.78","14.56","15","2","3.9","0.4","None","0"
"524","Premium","10","100","96.85","91.51","Pending","50.78","10.16","182","3","5.6","0.54","Poor network performance","0"
"525","Premium","4","20","12.58","42.3","Paid","21.46","4.29","136","2","2.1","0.43","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"526","Family","3","50","26.6","41.07","Paid","65.58","13.12","40","4","0.5","0.45","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"527","Student","5","100","137.37","71.46","Paid","14.3","2.86","127","0","0","0.89","High data usage,Poor network performance","1"
"528","Student","1","2","2.01","19.6","Paid","23.03","4.61","196","4","1.5","0.92","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"529","Premium","6","2","2.7","35.56","Paid","85.04","17.01","131","5","2.3","0.65","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"530","Family","3","50","46.09","42.55","Pending","47.21","9.44","114","0","0","0.56","Low satisfaction score,Poor network performance","0"
"531","Business","8","5","6.35","54.79","Paid","17.91","3.58","112","0","0","0.55","High data usage,Poor network performance","1"
"532","Family","10","2","2.96","23.02","Pending","88.82","17.76","85","5","5.7","0.53","High data usage,Frequent service interactions","0"
"533","Premium","10","5","6","37.1","Paid","72.95","14.59","176","3","5.8","0.45","High data usage,Poor network performance,Competitor offers","0"
"534","Premium","2","50","41.72","62.7","Pending","27.69","5.54","82","5","1.1","0.64","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"535","Business","9","50","37.93","79.98","Paid","55.33","11.07","197","3","3.5","0.38","Poor network performance","0"
"536","Business","8","10","10.72","49.56","Paid","38.24","7.65","158","5","4.7","0.6","High data usage,Poor network performance,Frequent service interactions","1"
"537","Student","1","20","20.39","28.49","Paid","59.1","11.82","102","2","1.4","0.71","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings,Competitor offers","0"
"538","Family","8","5","4.73","21.91","Paid","62.94","12.59","142","0","0","0.38","Poor network performance","0"
"539","Standard","8","100","147.33","74.53","Paid","21.44","4.29","192","5","4.7","0.63","High data usage,Poor network performance,Frequent service interactions","1"
"540","Family","9","10","14.22","23.09","Overdue","19.93","3.99","104","1","4","0.88","Payment issues,High data usage,Poor network performance","1"
"541","Premium","8","5","3.21","38.17","Paid","114.62","22.92","65","4","3","0.25","Frequent service interactions,Competitor offers","0"
"542","Standard","10","10","10.66","27","Pending","52.77","10.55","194","0","0","0.53","High data usage,Poor network performance","1"
"543","Standard","8","5","6.83","21.71","Pending","69.81","13.96","114","4","3.7","0.79","High data usage,Poor network performance,Frequent service interactions","1"
"544","Premium","2","100","52.48","87.21","Pending","45.11","9.02","174","2","1.9","0.65","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"545","Student","3","50","69.84","41.58","Overdue","18.47","3.69","62","5","0.9","0.97","Low satisfaction score,Payment issues,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"546","Business","8","2","1.68","47.74","Paid","64.1","12.82","33","1","4.1","0.26","None","1"
"547","Family","5","20","23.57","27.35","Late","26.33","5.27","192","4","1.2","0.92","Payment issues,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"548","Business","1","5","3.7","53.52","Paid","64.22","12.84","39","3","0.9","0.52","Low satisfaction score,Low feedback ratings","1"
"549","Family","1","10","10.54","25.43","Paid","78.67","15.73","176","0","0","0.58","Low satisfaction score,High data usage,Poor network performance,Competitor offers","1"
"550","Student","4","10","10.4","23.34","Paid","94.63","18.93","152","1","2.6","0.72","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","0"
"551","Family","1","2","2.87","20.93","Paid","85.55","17.11","107","0","0","0.54","Low satisfaction score,High data usage,Poor network performance","0"
"552","Premium","1","100","103.41","77.69","Paid","91.01","18.2","195","3","1.8","0.65","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"553","Premium","7","20","15.46","46.46","Paid","37.29","7.46","94","2","3.3","0.3","None","1"
"554","Family","7","50","69.76","46.83","Pending","58.43","11.69","176","5","2.1","0.76","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","0"
"555","Premium","9","10","8.87","42.71","Pending","102.23","20.45","104","0","0","0.34","Poor network performance,Competitor offers","0"
"556","Premium","6","2","2.63","36.9","Pending","38.7","7.74","102","4","3.8","0.62","High data usage,Poor network performance,Frequent service interactions,Competitor offers","0"
"557","Standard","2","10","10.69","24.97","Paid","69.39","13.88","154","5","1.1","0.74","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"558","Premium","10","50","61.44","57.29","Pending","15.6","3.12","183","3","5.4","0.62","High data usage,Poor network performance","0"
"559","Business","6","20","26.89","58.88","Paid","65.07","13.01","142","0","0","0.47","High data usage,Poor network performance","0"
"560","Standard","9","20","16.32","29.35","Paid","89.21","17.84","16","0","0","0.36","None","1"
"561","Family","4","5","4.15","20.53","Paid","12.51","2.5","120","0","0","0.62","Low satisfaction score,Poor network performance","0"
"562","Premium","4","20","14.77","43.57","Paid","49.56","9.91","28","0","0","0.35","Low satisfaction score","0"
"563","Student","2","2","2.83","20.49","Overdue","67.68","13.54","25","0","0","0.87","Low satisfaction score,Payment issues,High data usage","1"
"564","Business","2","100","55.58","91.04","Pending","54.7","10.94","115","5","1.6","0.75","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"565","Standard","10","50","30.06","46.36","Paid","12.34","2.47","142","2","4.2","0.65","Poor network performance","1"
"566","Family","10","5","5.69","21.4","Paid","75.22","15.04","123","2","5.6","0.44","High data usage,Poor network performance","1"
"567","Premium","7","50","63.77","55.77","Paid","45.38","9.08","12","2","2.1","0.47","High data usage,Low feedback ratings","0"
"568","Standard","6","5","7.38","23.13","Paid","16.16","3.23","58","4","3.2","0.77","High data usage,Poor network performance,Frequent service interactions","1"
"569","Student","4","10","6.62","24.77","Pending","10.57","2.11","10","2","1.9","0.78","Low satisfaction score,Poor network performance,Low feedback ratings","1"
"570","Premium","7","20","13.68","49.41","Paid","16.79","3.36","39","4","2.4","0.56","Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"571","Business","4","5","3.92","49.55","Paid","32.22","6.44","72","1","1.4","0.32","Low satisfaction score,Low feedback ratings","1"
"572","Family","7","100","128.74","64.55","Overdue","37.46","7.49","71","3","3.3","0.87","Payment issues,High data usage","0"
"573","Standard","2","2","1.29","22.78","Pending","27.25","5.45","106","3","1.2","0.7","Low satisfaction score,Poor network performance,Low feedback ratings,Competitor offers","0"
"574","Student","10","50","39.71","41.84","Paid","52.26","10.45","42","0","0","0.43","None","0"
"575","Business","8","100","111.49","93.35","Paid","109.57","21.91","105","4","3.4","0.62","High data usage,Poor network performance,Frequent service interactions","0"
"576","Standard","8","10","10.81","25.69","Pending","68.48","13.7","63","2","3.9","0.54","High data usage","1"
"577","Standard","10","5","7.18","21.93","Paid","22.09","4.42","31","5","4.7","0.54","High data usage,Frequent service interactions","0"
"578","Standard","8","20","18.65","29.21","Paid","34.57","6.91","16","2","3.5","0.48","None","1"
"579","Student","7","100","57.82","66.87","Paid","16.71","3.34","149","2","3.4","0.77","Poor network performance","1"
"580","Premium","6","50","74.9","65.98","Pending","97.55","19.51","12","0","0","0.43","High data usage","1"
"581","Standard","10","100","51.19","72.16","Late","95.63","19.13","111","2","4.9","0.72","Payment issues,Poor network performance","1"
"582","Standard","6","2","1.63","19.69","Pending","72.81","14.56","63","5","2.1","0.7","Frequent service interactions,Low feedback ratings","1"
"583","Business","8","100","133.43","96.8","Paid","80.4","16.08","186","3","4.2","0.49","High data usage,Poor network performance,Competitor offers","1"
"584","Premium","10","50","70.69","60.89","Paid","56.93","11.39","26","2","4.9","0.43","High data usage","1"
"585","Premium","2","2","2.35","33.68","Pending","64.82","12.96","60","4","0.6","0.69","Low satisfaction score,High data usage,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"586","Business","6","50","25.55","72.4","Overdue","58.62","11.72","43","4","3.5","0.83","Payment issues,Frequent service interactions","1"
"587","Family","5","20","26.36","30.99","Paid","61.76","12.35","89","5","2.4","0.51","High data usage,Frequent service interactions,Low feedback ratings","1"
"588","Standard","2","20","22.1","28.48","Paid","61.23","12.25","135","5","0.1","0.84","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"589","Premium","6","50","66.17","64.2","Paid","31.01","6.2","120","2","3.4","0.56","High data usage,Poor network performance,Competitor offers","1"
"590","Family","5","100","103.77","72.33","Paid","75.39","15.08","65","0","0","0.47","High data usage,Competitor offers","1"
"591","Premium","2","50","63.33","57.91","Paid","37.72","7.54","128","4","0.8","0.73","Low satisfaction score,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","0"
"592","Business","5","2","2.42","47.29","Paid","58.95","11.79","31","2","2.4","0.5","High data usage,Low feedback ratings","1"
"593","Family","3","2","2.21","19.64","Paid","76.73","15.35","53","1","1.4","0.46","Low satisfaction score,High data usage,Low feedback ratings","1"
"594","Business","9","5","4.71","47.75","Paid","68.4","13.68","178","0","0","0.33","Poor network performance,Competitor offers","0"
"595","Business","1","20","25.34","65.15","Paid","32.33","6.47","117","1","0.7","0.69","Low satisfaction score,High data usage,Poor network performance,Low feedback ratings","1"
"596","Business","3","100","66.7","98.31","Paid","46.09","9.22","58","5","0.8","0.49","Low satisfaction score,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"597","Premium","3","20","23.08","40.61","Paid","35.69","7.14","81","3","0.1","0.49","Low satisfaction score,High data usage,Low feedback ratings","0"
"598","Standard","2","100","103.62","76.87","Overdue","25.43","5.09","34","4","1.4","0.99","Low satisfaction score,Payment issues,High data usage,Frequent service interactions,Low feedback ratings","0"
"599","Premium","8","10","5.18","43.3","Paid","68.45","13.69","138","1","3.5","0.43","Poor network performance","0"
"600","Standard","4","50","28.97","41.74","Paid","28.18","5.64","106","1","1.5","0.65","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"601","Premium","4","10","11.44","42.08","Paid","117.03","23.41","83","0","0","0.45","Low satisfaction score,High data usage","1"
"602","Family","9","2","2.81","21.69","Paid","71.86","14.37","194","4","4","0.59","High data usage,Poor network performance,Frequent service interactions,Competitor offers","1"
"603","Standard","2","5","2.76","24.71","Overdue","21.3","4.26","54","2","0.5","0.86","Low satisfaction score,Payment issues,Low feedback ratings","1"
"604","Family","4","20","13.53","28.49","Paid","50.34","10.07","172","4","1.2","0.54","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"605","Standard","7","50","55.47","44.4","Paid","95.84","19.17","133","4","2.9","0.76","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"606","Student","1","100","67.57","68.33","Paid","30.83","6.17","133","2","1.4","0.77","Low satisfaction score,Poor network performance,Low feedback ratings,Competitor offers","1"
"607","Student","5","20","28.51","32.64","Late","36.91","7.38","174","0","0","0.93","Payment issues,High data usage,Poor network performance","1"
"608","Business","7","50","33.12","78.94","Late","97.32","19.46","99","4","3.3","0.54","Payment issues,Frequent service interactions","1"
"609","Standard","4","5","4.89","24.4","Paid","73.59","14.72","17","2","1.5","0.52","Low satisfaction score,Low feedback ratings","1"
"610","Student","8","5","2.56","23.72","Paid","75.8","15.16","160","0","0","0.57","Poor network performance","1"
"611","Family","7","10","11.92","25","Paid","89.8","17.96","160","4","3.5","0.67","High data usage,Poor network performance,Frequent service interactions,Competitor offers","0"
"612","Student","6","10","12.49","27.15","Paid","37.58","7.52","135","1","3.5","0.64","High data usage,Poor network performance","1"
"613","Standard","3","5","4.37","23.42","Paid","26.38","5.28","38","2","0.4","0.44","Low satisfaction score,Low feedback ratings","1"
"614","Premium","8","100","141.3","78.36","Paid","17.62","3.52","41","3","3.1","0.56","High data usage,Poor network performance","1"
"615","Business","1","10","12.52","49.58","Paid","101.76","20.35","143","0","0","0.63","Low satisfaction score,High data usage,Poor network performance","1"
"616","Premium","9","10","11.04","38.69","Paid","44.74","8.95","71","0","0","0.28","High data usage,Competitor offers","0"
"617","Premium","6","2","1.91","37.43","Pending","93.66","18.73","164","5","2.6","0.67","Poor network performance,Frequent service interactions,Low feedback ratings","0"
"618","Student","6","20","23.2","27.02","Paid","75.5","15.1","172","1","3.9","0.7","High data usage,Poor network performance","0"
"619","Standard","7","100","111.26","64.14","Paid","93.83","18.77","131","0","0","0.64","High data usage,Poor network performance","0"
"620","Premium","10","100","64.32","85.34","Paid","100.3","20.06","42","1","4.6","0.22","None","0"
"621","Family","8","2","1.96","21.17","Paid","25.34","5.07","178","1","3.9","0.32","Poor network performance","0"
"622","Standard","5","5","6.1","23.25","Late","70.35","14.07","180","5","2.3","1","Payment issues,High data usage,Poor network performance,Frequent service interactions,Low feedback ratings","1"
"623","Family","10","50","28.23","43.59","Overdue","76.87","15.37","195","5","5.9","0.72","Payment issues,Poor network performance,Frequent service interactions","1"
"624","Premium","2","2","1.68","36.66","Paid","111.07","22.21","42","0","0","0.36","Low satisfaction score,Competitor offers","0"
"625","Business","10","50","34.49","73.32","Paid","98.42","19.68","42","5","5.2","0.3","Frequent service interactions","1"
"626","Premium","4","5","5","37.17","Paid","27.74","5.55","189","3","1.6","0.41","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"627","Student","6","5","4.98","23.42","Paid","78.64","15.73","193","2","3.4","0.66","Poor network performance,Competitor offers","1"
"628","Standard","7","10","14.84","25.8","Pending","99.2","19.84","150","4","3.4","0.83","High data usage,Poor network performance,Frequent service interactions","0"
"629","Student","4","100","142.31","72.82","Paid","14.95","2.99","158","0","0","0.91","Low satisfaction score,High data usage,Poor network performance","1"
"630","Family","10","5","4.71","22.42","Overdue","28.88","5.78","60","0","0","0.57","Payment issues","1"
"631","Family","7","20","23.59","28.01","Paid","42","8.4","131","1","2.2","0.48","High data usage,Poor network performance,Low feedback ratings","0"
"632","Family","7","5","2.67","21.33","Paid","71.92","14.38","54","4","3.6","0.43","Frequent service interactions,Competitor offers","0"
"633","Standard","7","10","11.32","24.73","Paid","20.5","4.1","41","5","2.4","0.71","High data usage,Frequent service interactions,Low feedback ratings","1"
"634","Business","10","5","4.42","57.75","Pending","38.24","7.65","93","5","4.4","0.4","Frequent service interactions","0"
"635","Student","8","2","2.04","21.36","Pending","59.79","11.96","63","0","0","0.53","High data usage","0"
"636","Family","1","50","47.36","43.33","Paid","61.76","12.35","177","5","0.5","0.57","Low satisfaction score,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","0"
"637","Premium","8","5","4.62","40.84","Paid","47.57","9.51","142","0","0","0.33","Poor network performance,Competitor offers","1"
"638","Standard","6","50","70.54","49.47","Paid","55.95","11.19","186","1","2.5","0.57","High data usage,Poor network performance,Low feedback ratings","1"
"639","Family","10","50","35.8","43.73","Paid","66.01","13.2","29","3","4.8","0.29","Competitor offers","0"
"640","Premium","9","5","5.18","34.28","Pending","120.4","24.08","59","0","0","0.43","High data usage","0"
"641","Family","7","5","4.08","23.8","Paid","96.76","19.35","73","1","3.1","0.29","None","0"
"642","Business","6","10","12.78","51.11","Pending","35.65","7.13","66","1","3.6","0.57","High data usage","1"
"643","Student","8","50","42.45","45.65","Paid","25.1","5.02","22","4","3.4","0.55","Frequent service interactions","0"
"644","Student","9","20","21.85","28.55","Paid","66.57","13.31","46","3","3.1","0.65","High data usage","0"
"645","Family","10","20","24.14","28.1","Late","81.86","16.37","138","4","5","0.82","Payment issues,High data usage,Poor network performance,Frequent service interactions","1"
"646","Business","5","20","25.41","64.14","Paid","18.12","3.62","33","1","1.2","0.72","High data usage,Poor network performance,Low feedback ratings","1"
"647","Business","7","100","100.87","104.62","Paid","73.22","14.64","146","4","2","0.7","High data usage,Poor network performance,Frequent service interactions,Low feedback ratings,Competitor offers","1"
"648","Standard","9","100","84.51","76.92","Paid","92.84","18.57","145","1","4.2","0.48","Poor network performance","0"
"649","Student","4","2","1.73","19.46","Paid","12.37","2.47","53","1","1.7","0.72","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"650","Business","5","10","9.83","52.41","Paid","74.69","14.94","88","0","0","0.35","None","0"
"651","Standard","10","20","11.15","27.04","Paid","36.85","7.37","37","2","4.8","0.35","Competitor offers","1"
"652","Student","9","20","12.48","29.92","Paid","53.05","10.61","111","3","3.9","0.62","Poor network performance,Competitor offers","1"
"653","Standard","8","5","3.2","23.61","Paid","89.52","17.9","191","2","3.6","0.48","Poor network performance","1"
"654","Business","3","100","69.9","99.59","Paid","38.21","7.64","150","2","0.6","0.63","Low satisfaction score,Poor network performance,Low feedback ratings","0"
"655","Standard","3","2","2.92","22.23","Paid","40.97","8.19","13","0","0","0.58","Low satisfaction score,High data usage","1"
"656","Student","1","20","15.79","29.92","Pending","24.09","4.82","140","3","1.5","0.92","Low satisfaction score,Poor network performance,Low feedback ratings","0"
